cliente_id,tipo_cliente,data_cadastro,canal_aquisicao,campanha_origem_id,segmento_b2b,vendedor_id,municipio,uf,cep_prefixo
CLI000791,B2C,2025-06-03,orgânico,,,,Sorocaba.,SP,29433
CLI000792,B2C,2025-11-11,orgânico,,,,Feira de Santana,BA,93176
CLI000793,B2C,2025-01-21,social pago,SOC-202501,,,Uberaba,MG,72191
CLI000794,B2C,2025-04-05,orgânico,,,,Canoas,RS,39416
CLI000795,B2C,2025-09-14,social pago,SOC-202509,,,Volta Redonda,RJ,40843
CLI000796,B2C,2026-04-10,orgânico,,,,Porto Alegre,RS,34164
CLI000797,B2C,2026-06-04,social pago,SOC-202606,,,Campina,SP,01636
CLI000798,B2C,2025-06-22,social pago,SOC-202506,,,Ribeirão Preto,SP,20442
CLI000799,B2C,2026-04-16,indicação,,,,Ponta Grossa,PR,63806
CLI000800,B2C,2026-05-07,orgânico,,,,Campinas Mun.,SP,68925
CLI000801,B2C,2025-11-27,influenciador,INF-202511,,,Campinas,SP,70815
CLI000802,B2C,2025-12-07,indicação,,,,São José dos Campos,SP,55173
CLI000803,B2C,2025-04-25,social pago,SOC-202504,,,Limeira,SP,21746
CLI000804,B2C,2025-06-07,busca paga,SEA-202506,,,Florianópolis,SC,39435
CLI000805,B2C,2025-10-16,orgânico,,,,Sorocaba,SP,32445
CLI000806,B2C,2026-02-12,social pago,SOC-202602,,,Campinas,SP,37660
CLI000807,B2C,2025-04-24,indicação,,,,Piracicaba,SP,90891
CLI000808,B2C,2026-06-13,social pago,SOC-202606,,,Contagem,MG,99658
CLI000809,B2C,2025-03-23,orgânico,,,,São José dos Campos,SP,86106
CLI000810,B2C,2026-02-04,social pago,SOC-202602,,,Sorocab,SP,56758
CLI000811,B2C,2025-06-29,influenciador,INF-202506,,,Ribeirão Preto,SP,34135
CLI000812,B2C,2025-11-30,,SEA-202511,,,Maring,PR,55393
CLI000813,B2C,2025-03-21,busca paga,SEA-202503,,,Uberaba,MG,56881
CLI000814,B2C,2025-03-20,busca paga,SEA-202503,,,Florianópolis,SC,90301
CLI000815,B2C,2025-11-19,indicação,,,,Joinville,SC,61134
CLI000816,B2C,2025-04-18,social pago,SOC-202504,,,Caxias do Sul,RS,12313
CLI000817,B2C,2026-03-09,busca paga,SEA-202603,,,Limeira,SP,27234
CLI000818,B2C,2026-05-03,orgânico,,,,Curitiba,PR,22439
CLI000819,B2C,2025-11-06,social pago,SOC-202511,,,Brasília,DF,39442
CLI000820,B2C,2026-04-10,busca paga,SEA-202604,,,Londrina,PR,62960
CLI000821,B2C,2025-08-18,orgânico,,,,Limeira,SP,81422
CLI000822,B2C,2026-01-10,influenciador,INF-202601,,,São José dos Campos,SP,74145
CLI000823,B2C,2025-04-15,orgânico,,,,Uberaba,MG,75280
CLI000824,B2C,2025-06-22,busca paga,SEA-202506,,,Limeira,SP,35115
CLI000825,B2C,2025-01-15,indicação,,,,Contagem,MG,17398
CLI000826,B2C,2026-03-19,orgânico,,,,Jundiaí,SP,72601
CLI000827,B2C,2026-01-09,social pago,SOC-202601,,,Piracicaba,SP,40776
CLI000828,B2C,2025-08-07,social pago,SOC-202508,,,Americana,SP,60556
CLI000829,B2C,2026-01-28,social pago,SOC-202601,,,Belo Horizonte,MG,47540
CLI000830,B2C,2025-07-15,social pago,SOC-202507,,,Contagem,MG,51020
CLI000831,B2C,2025-12-27,orgânico,,,,São Paulo,SP,05124
CLI000832,B2C,2026-03-11,influenciador,INF-202603,,,Limeira,SP,41372
CLI000833,B2C,2025-01-21,social pago,SOC-202501,,,Vitória,ES,97928
CLI000834,B2C,2025-05-15,busca paga,SEA-202505,,,Americana,SP,46515
CLI000835,B2C,2026-02-22,social pago,SOC-202602,,,Campinas,SP,62168
CLI000836,B2C,2025-08-30,busca paga,SEA-202508,,,Juazeiro do Norte,CE,17619
CLI000837,B2C,2025-03-01,busca paga,SEA-202503,,,Jundiaí,SP,54953
CLI000838,B2C,2025-12-04,orgânico,,,,Americana Mun.,SP,49655
CLI000839,B2C,2026-05-19,influenciador,INF-202605,,,Sorocaba,SP,85859
CLI000840,B2C,2026-06-13,influenciador,INF-202606,,,Bauru Mun.,SP,52251
CLI000841,B2C,2025-11-01,busca paga,SEA-202511,,,Recife,PE,11307
CLI000842,B2C,2026-05-11,influenciador,INF-202605,,,Limeira,SP,41032
CLI000843,B2C,2025-03-29,busca paga,SEA-202503,,,Uberlândia,MG,85605
CLI000844,B2C,2026-06-13,orgânico,,,,Curitiba,PR,15775
CLI000845,B2C,2025-08-07,busca paga,SEA-202508,,,Bauru,SP,61608
CLI000846,B2C,2025-11-18,orgânico,,,,Americana,SP,89688
CLI000847,B2C,2025-06-11,orgânico,,,,Belo Horizonte,MG,66264
CLI000848,B2C,2026-05-24,busca paga,SEA-202605,,,Chapecó,SC,30403
CLI000849,B2C,2026-05-12,CRM,,,,Florianópolis,SC,66247
CLI000850,B2C,2025-07-19,orgânico,,,,Ponta Grossa,PR,85611
CLI000851,B2C,2025-05-20,indicação,,,,Campinas,SP,04294
CLI000852,B2C,2026-02-01,influenciador,INF-202602,,,Maringá,PR,92057
CLI000853,B2C,2025-06-20,,SEA-202506,,,Sorocaba,SP,49380
CLI000854,B2C,2026-05-14,social pago,SOC-202605,,,Salvador,BA,35144
CLI000855,B2C,2025-07-09,influenciador,INF-202507,,,Contagem.,MG,02333
CLI000856,B2C,2026-01-08,orgânico,,,,Ponta Grossa,PR,19665
CLI000857,B2C,2025-04-09,busca paga,SEA-202504,,,Limeira,SP,81102
CLI000858,B2C,2025-09-20,orgânico,,,,São Paulo,SP,69359
CLI000859,B2C,2025-07-12,orgânico,,,,Brasília,DF,70662
CLI000860,B2C,2026-03-06,,SOC-202603,,,Ribeirão Preto,SP,08363
CLI000861,B2C,2025-12-01,influenciador,INF-202512,,,Curitiba,PR,80376
CLI000862,B2C,2026-05-18,busca paga,SEA-202605,,,São Paulo,SP,30445
CLI000863,B2C,2026-01-13,social pago,SOC-202601,,,Florianópolis,SC,08975
CLI000864,B2C,2026-02-24,social pago,SOC-202602,,,Americana,SP,11684
CLI000865,B2C,2025-12-09,CRM,,,,Sorocaba,SP,56525
CLI000866,B2C,2025-03-09,social pago,SOC-202503,,,Bauru,SP,79371
CLI000867,B2C,2026-04-06,social pago,SOC-202604,,,Ponta Grossa,PR,15853
CLI000868,B2C,2025-06-16,orgânico,,,,Jundiaí,SP,22249
CLI000869,B2C,2025-10-08,,,,,Ribeirão Preto,SP,98532
CLI000870,B2C,2026-02-27,influenciador,INF-202602,,,Cascavel,PR,63274
CLI000871,B2C,2025-10-31,social pago,SOC-202510,,,Niterói,RJ,86549
CLI000872,B2C,2025-11-24,busca paga,SEA-202511,,,São José dos Campos,SP,56051
CLI000873,B2C,2025-02-16,indicação,,,,Chapecó,SC,07410
CLI000874,B2C,2025-09-21,influenciador,INF-202509,,,Feira de Santana,BA,75473
CLI000875,B2C,2025-11-30,indicação,,,,Maringá,PR,99316
CLI000876,B2C,2026-04-09,influenciador,INF-202604,,,Londrina,PR,68072
CLI000877,B2C,2025-06-14,influenciador,INF-202506,,,Piracicaba,SP,21772
CLI000878,B2C,2025-09-05,CRM,,,,Ponta Grossa,PR,18545
CLI000879,B2C,2025-06-04,,INF-202506,,,Aparecida de Goiânia,GO,78090
CLI000880,B2C,2026-06-07,social pago,SOC-202606,,,Curitiba,PR,17341
CLI000881,B2C,2025-05-02,social pago,,,,Brasília,DF,98827
CLI000882,B2C,2025-12-07,CRM,,,,Serra,ES,54961
CLI000883,B2C,2025-10-29,indicação,,,,Piracicaba,SP,10016
CLI000884,B2C,2025-03-29,social pago,SOC-202503,,,Uberlândia,MG,67323
CLI000885,B2C,2025-05-21,indicação,,,,Ribeirão Preto,SP,35213
CLI000886,B2C,2026-03-27,influenciador,INF-202603,,,Vitória da Conquista,BA,73168
CLI000887,B2C,2026-02-02,orgânico,,,,Ribeirão Preto,SP,80994
CLI000888,B2C,2026-01-09,social pago,SOC-202601,,,Chapecó.,SC,61554
CLI000889,B2C,2025-06-08,orgânico,,,,Juiz de Fora,MG,28623
CLI000890,B2C,2025-04-02,CRM,,,,Uberaba,MG,09611
CLI000891,B2C,2025-07-22,CRM,,,,São Paulo,SP,63555
CLI000892,B2C,2025-02-26,orgânico,,,,Vitória da Conquista Mun.,BA,72518
CLI000893,B2C,2025-01-02,busca paga,SEA-202501,,,Goiânia,GO,95365
CLI000894,B2C,2025-08-20,social pago,SOC-202508,,,Rio de Janeiro,RJ,04047
CLI000895,B2C,2026-02-24,busca paga,SEA-202602,,,Sorocaba,SP,58273
CLI000896,B2C,2025-02-18,social pago,SOC-202502,,,Joinville,SC,65353
CLI000897,B2C,2025-03-19,influenciador,INF-202503,,,Porto Alegre,RS,52633
CLI000898,B2C,2025-02-18,social pago,SOC-202502,,,Uberlândia,MG,58934
CLI000899,B2C,2025-10-29,indicação,,,,Vitória Mun.,ES,18152
CLI000900,B2C,2026-05-16,influenciador,INF-202605,,,São José dos Campos,SP,29023
CLI000901,B2C,2025-08-15,orgânico,,,,Campinas,SP,03220
CLI000902,B2C,2025-12-03,orgânico,,,,São José dos Campos,SP,23777
CLI000903,B2C,2025-10-29,orgânico,,,,Niterói,RJ,84879
CLI000904,B2C,2025-01-14,indicação,,,,Niterói,RJ,39561
CLI000905,B2C,2026-03-06,orgânico,,,,Bauru,SP,20164
CLI000906,B2C,2025-10-10,indicação,,,,Recife,PE,53306
CLI000907,B2C,2025-03-15,orgânico,,,,Brasília,DF,93661
CLI000908,B2C,2025-08-13,social pago,SOC-202508,,,Bauru,SP,81566
CLI000909,B2C,2025-01-10,influenciador,INF-202501,,,Petrópolis,RJ,27290
CLI000910,B2C,2026-04-18,indicação,,,,Salvador,BA,24648
CLI000911,B2C,2025-12-20,orgânico,,,,Ribeirão Preto,SP,10938
CLI000912,B2C,2025-01-08,influenciador,INF-202501,,,Recife,PE,66163
CLI000913,B2C,2026-02-26,social pago,SOC-202602,,,Cascavel,PR,67771
CLI000914,B2C,2026-05-01,social pago,SOC-202605,,,Uberlândia,MG,86701
CLI000915,B2C,2025-05-22,busca paga,SEA-202505,,,Joinville,SC,57124
CLI000916,B2C,2026-06-11,orgânico,,,,São José dos Campos,SP,51876
CLI000917,B2C,2025-04-21,orgânico,,,,São Paulo,SP,93212
CLI000918,B2C,2026-03-16,busca paga,SEA-202603,,,Caxias do Su,RS,85127
CLI000919,B2C,2025-12-01,orgânico,,,,Bauru,SP,60872
CLI000920,B2C,2025-04-10,busca paga,SEA-202504,,,Ananindeua Mun.,PA,19422
CLI000921,B2C,2025-03-27,busca paga,SEA-202503,,,Curitiba,PR,64092
CLI000922,B2C,2026-04-04,influenciador,INF-202604,,,Anápolis,GO,05463
CLI000923,B2C,2025-05-25,social pago,SOC-202505,,,Contagem,MG,38135
CLI000924,B2C,2025-02-13,social pago,SOC-202502,,,Americana,SP,90491
CLI000925,B2C,2025-11-03,social pago,SOC-202511,,,Joinville,SC,57373
CLI000926,B2C,2025-03-28,orgânico,,,,Sorocaba,SP,12966
CLI000927,B2C,2025-10-14,busca paga,SEA-202510,,,Ponta Grossa,PR,87374
CLI000928,B2C,2025-12-30,busca paga,SEA-202512,,,Brasília,DF,99247
CLI000929,B2C,2025-07-03,social pago,SOC-202507,,,Curitiba,PR,55964
CLI000930,B2C,2025-03-28,influenciador,INF-202503,,,São José dos Campos,SP,27902
CLI000931,B2C,2026-05-24,social pago,SOC-202605,,,Piracicaba,SP,24913
CLI000932,B2C,2026-05-10,influenciador,INF-202605,,,Volta Redonda,RJ,35720
CLI000933,B2C,2025-04-15,busca paga,SEA-202504,,,Anápolis,GO,72787
CLI000934,B2C,2025-05-30,indicação,,,,São José dos Campos,SP,35528
CLI000935,B2C,2025-12-23,indicação,,,,Uberlândia,MG,17901
CLI000936,B2C,2025-06-07,busca paga,SEA-202506,,,Caxias do Sul,RS,32047
CLI000937,B2C,2025-07-10,indicação,,,,Campinas,SP,97429
CLI000938,B2C,2025-03-21,social pago,SOC-202503,,,Uberlândia,MG,36948
CLI000939,B2C,2026-02-07,influenciador,INF-202602,,,Florianópolis,SC,22190
CLI000940,B2C,2025-01-28,orgânico,,,,Jundiaí,SP,25447
CLI000941,B2C,2026-02-14,orgânico,,,,Rio de Janeiro,RJ,66138
CLI000942,B2C,2025-05-26,orgânico,,,,Santarém,PA,90250
CLI000943,B2C,2025-10-29,social pago,SOC-202510,,,Juiz de Fora,MG,02267
CLI000944,B2C,2026-05-21,influenciador,INF-202605,,,Maringá,PR,41878
CLI000945,B2C,2025-05-12,orgânico,,,,Americana,SP,54277
CLI000946,B2C,2026-03-02,indicação,,,,Santarém,PA,15459
CLI000947,B2C,2025-12-29,indicação,,,,Serra,ES,85480
CLI000948,B2C,2026-06-12,busca paga,SEA-202606,,,Bauru,SP,40052
CLI000949,B2C,2025-05-21,busca paga,SEA-202505,,,Jaboatão dos Guararapes,PE,44236
CLI000950,B2C,2026-03-18,busca paga,SEA-202603,,,Uberaba,MG,41687
CLI000951,B2C,2025-11-17,orgânico,,,,Limeira,SP,66279
CLI000952,B2C,2025-07-16,social pago,SOC-202507,,,Curitiba,PR,32773
CLI000953,B2C,2025-12-20,busca paga,SEA-202512,,,Niterói,RJ,69453
CLI000954,B2C,2026-02-26,influenciador,INF-202602,,,Caxias do Sul,RS,30796
CLI000955,B2C,2025-07-18,,INF-202507,,,Americana,SP,54289
CLI000956,B2C,2025-09-16,indicação,,,,Goiânia,GO,71639
CLI000957,B2C,2025-04-26,social pago,SOC-202504,,,Cascavel,PR,48359
CLI000958,B2C,2025-08-10,social pago,SOC-202508,,,Caucaia,CE,77257
CLI000959,B2C,2025-09-26,social pago,SOC-202509,,,Caruaru,PE,79416
CLI000960,B2C,2025-10-17,influenciador,INF-202510,,,Curitiba,PR,90721
CLI000961,B2C,2025-06-13,indicação,,,,Uberlândia,MG,45513
CLI000962,B2C,2026-01-01,indicação,,,,Fortaleza,CE,20558
CLI000963,B2C,2025-06-04,busca paga,SEA-202506,,,Campo Grande,MS,01224
CLI000964,B2C,2025-01-04,busca paga,SEA-202501,,,São Paulo,SP,72838
CLI000965,B2C,2026-01-04,influenciador,INF-202601,,,São José dos Campos,SP,46705
CLI000966,B2C,2025-01-15,orgânico,,,,Volta Redonda,RJ,18519
CLI000967,B2C,2025-02-11,influenciador,INF-202502,,,São José dos Campos,SP,36134
CLI000968,B2C,2025-07-05,social pago,SOC-202507,,,Americana,SP,35757
CLI000969,B2C,2025-08-17,busca paga,SEA-202508,,,Caruaru,PE,90940
CLI000970,B2C,2026-05-29,indicação,,,,São José dos Campos,SP,19224
CLI000971,B2C,2026-02-23,orgânico,,,,Belo Horizonte,MG,79299
CLI000972,B2C,2026-01-18,social pago,SOC-202601,,,Campinas,SP,28085
CLI000973,B2C,2025-01-11,social pago,SOC-202501,,,Ribeirão Preto,SP,63439
CLI000974,B2C,2025-11-03,social pago,SOC-202511,,,Campinas,SP,82284
CLI000975,B2C,2025-07-27,social pago,SOC-202507,,,Chapecó,SC,59073
CLI000976,B2C,2025-05-31,orgânico,,,,Piracicaba,SP,18871
CLI000977,B2C,2025-09-13,influenciador,INF-202509,,,Maring,PR,62018
CLI000978,B2C,2025-08-01,orgânico,,,,Goiânia Mun.,GO,35791
CLI000979,B2C,2026-05-20,orgânico,,,,Uberaba,MG,18230
CLI000980,B2C,2025-03-08,orgânico,,,,Piracicaba,SP,28399
CLI000981,B2C,2026-01-16,orgânico,,,,Salvador,BA,66740
CLI000982,B2C,2025-07-01,busca paga,SEA-202507,,,Limeira,SP,88523
CLI000983,B2C,2026-03-08,influenciador,INF-202603,,,Juiz de Fora,MG,19426
CLI000984,B2C,2026-01-06,busca paga,SEA-202601,,,Rio de Janeiro,RJ,42892
CLI000985,B2C,2026-03-25,orgânico,,,,Porto Alegre,RS,11731
CLI000986,B2C,2025-12-23,indicação,,,,Niterói,RJ,61307
CLI000987,B2C,2026-03-18,influenciador,INF-202603,,,Volta Redonda,RJ,26250
CLI000988,B2C,2025-07-19,,INF-202507,,,Belo Horizonte,MG,44149
CLI000989,B2C,2025-04-21,busca paga,SEA-202504,,,Niterói,RJ,28531
CLI000990,B2C,2025-11-26,orgânico,,,,Serra,ES,02780
CLI000991,B2C,2025-09-10,orgânico,,,,Recife,PE,35684
CLI000992,B2C,2026-05-01,social pago,SOC-202605,,,Chapecó,SC,25318
CLI000993,B2C,2025-11-25,indicação,,,,Piracicaba,SP,04878
CLI000994,B2C,2025-09-25,CRM,,,,Campinas,SP,95835
CLI000995,B2C,2025-01-06,orgânico,,,,Bauru,SP,47278
CLI000996,B2C,2026-04-24,orgânico,,,,Anápolis,GO,15255
CLI000997,B2C,2026-01-26,orgânico,,,,Limeira,SP,43259
CLI000998,B2C,2025-09-06,indicação,,,,Ribeirão Preto,SP,51510
CLI000999,B2C,2026-03-12,indicação,,,,Sorocaba,SP,76854
CLI001000,B2C,2026-02-05,influenciador,INF-202602,,,Serra,ES,14105
CLI001001,B2C,2025-09-05,indicação,,,,Juiz de Fora,MG,04651
CLI001002,B2C,2025-11-23,orgânico,,,,Piracicaba,SP,57360
CLI001003,B2C,2025-06-02,influenciador,INF-202506,,,Bauru,SP,83900
CLI001004,B2C,2026-05-17,influenciador,INF-202605,,,Limeira,SP,19555
CLI001005,B2C,2025-12-07,influenciador,INF-202512,,,Jundiaí,SP,45900
CLI001006,B2C,2025-12-22,busca paga,SEA-202512,,,Bauru,SP,52107
CLI001007,B2C,2025-08-19,influenciador,INF-202508,,,Brasília,DF,90846
CLI001008,B2C,2025-08-27,CRM,,,,Jaboatão dos Guararapes,PE,38981
CLI001009,B2C,2025-05-04,orgânico,,,,São José dos Campos,SP,81822
CLI001010,B2C,2026-04-27,influenciador,INF-202604,,,Ribeirão Preto,SP,58795
CLI001011,B2C,2025-07-13,busca paga,SEA-202507,,,Bauru,SP,88311
CLI001012,B2C,2025-04-28,busca paga,SEA-202504,,,São José dos Campos,SP,14403
CLI001013,B2C,2025-10-18,orgânico,,,,Vitória da Conquista,BA,09435
CLI001014,B2C,2025-03-04,,SOC-202503,,,Goiânia,GO,30513
CLI001015,B2C,2025-04-19,influenciador,INF-202504,,,Sorocaba Mun.,SP,21712
CLI001016,B2C,2026-03-10,busca paga,SEA-202603,,,Curitiba,PR,33283
CLI001017,B2C,2025-11-12,indicação,,,,Petrópolis,RJ,64990
CLI001018,B2C,2025-07-16,orgânico,,,,Campinas,SP,95619
CLI001019,B2C,2025-06-03,,,,,São Paulo,SP,42432
CLI001020,B2C,2025-01-12,indicação,,,,Belo Horizonte,MG,30521
CLI001021,B2C,2026-03-18,indicação,,,,Joinville,SC,09357
CLI001022,B2C,2025-09-17,CRM,,,,Ponta Grossa,PR,64782
CLI001023,B2C,2026-05-06,CRM,,,,Belo Horizonte,MG,35987
CLI001024,B2C,2026-02-22,social pago,SOC-202602,,,Jundia,SP,55804
CLI001025,B2C,2025-03-20,indicação,,,,Cascavel,PR,78781
CLI001026,B2C,2025-05-02,social pago,SOC-202505,,,Aparecida de Goiânia,GO,73926
CLI001027,B2C,2025-07-14,busca paga,SEA-202507,,,Curitiba,PR,58048
CLI001028,B2C,2025-10-19,busca paga,SEA-202510,,,Americana,SP,82458
CLI001029,B2C,2026-03-14,orgânico,,,,Sorocaba,SP,71687
CLI001030,B2C,2026-01-18,influenciador,INF-202601,,,Caruaru,PE,28702
CLI001031,B2C,2025-11-15,indicação,,,,São Paulo,SP,77272
CLI001032,B2C,2025-06-11,orgânico,,,,Cascavel,PR,83586
CLI001033,B2C,2025-07-13,social pago,SOC-202507,,,Pouso Alegre,MG,94082
CLI001034,B2C,2025-11-25,social pago,SOC-202511,,,Florianópolis,SC,67746
CLI001035,B2C,2025-12-21,indicação,,,,Jundiaí,SP,04901
CLI001036,B2C,2026-02-14,influenciador,INF-202602,,,Joinville,SC,12380
CLI001037,B2C,2026-03-30,influenciador,INF-202603,,,Canoas,RS,75114
CLI001038,B2C,2026-01-11,social pago,SOC-202601,,,Curitiba,PR,15444
CLI001039,B2C,2026-03-08,social pago,SOC-202603,,,Campinas Mun.,SP,51062
CLI001040,B2C,2025-05-02,influenciador,INF-202505,,,Aparecida de Goiânia,GO,77826
CLI001041,B2C,2025-04-20,busca paga,SEA-202504,,,Ribeirão Preto,SP,44034
CLI001042,B2C,2026-05-21,orgânico,,,,Curitiba,PR,06894
CLI001043,B2C,2025-06-28,indicação,,,,Caxias do Sul,RS,15558
CLI001044,B2C,2025-03-31,busca paga,SEA-202503,,,Belo Horizont,MG,56060
CLI001045,B2C,2026-03-31,influenciador,INF-202603,,,Limeira,SP,69480
CLI001046,B2C,2025-03-11,indicação,,,,Bauru,SP,33920
CLI001047,B2C,2026-01-18,social pago,SOC-202601,,,Americana,SP,69128
CLI001048,B2C,2025-04-20,influenciador,INF-202504,,,Joinville,SC,13478
CLI001049,B2C,2026-03-19,indicação,,,,Piracicaba,SP,87864
CLI001050,B2C,2025-07-22,busca paga,SEA-202507,,,Belo Horizonte,MG,41920
CLI001051,B2C,2025-05-09,social pago,SOC-202505,,,Jaboatão dos Guararapes,PE,58916
CLI001052,B2C,2026-02-09,CRM,,,,Limeira,SP,30853
CLI001053,B2C,2025-11-30,orgânico,,,,Canoas,RS,02675
CLI001054,B2C,2026-05-30,busca paga,SEA-202605,,,Americana,SP,44771
CLI001055,B2C,2025-08-23,social pago,SOC-202508,,,Brasília,DF,13793
CLI001056,B2C,2025-05-06,busca paga,SEA-202505,,,Londrina,PR,22631
CLI001057,B2C,2025-04-28,busca paga,SEA-202504,,,Serra,ES,72154
CLI001058,B2C,2025-02-03,orgânico,,,,Contagem,MG,42818
CLI001059,B2C,2025-03-13,influenciador,INF-202503,,,Anápolis,GO,87878
CLI001060,B2C,2026-04-02,influenciador,INF-202604,,,Campinas,SP,57716
CLI001061,B2C,2025-09-24,influenciador,INF-202509,,,Sorocaba,SP,12459
CLI001062,B2C,2026-03-08,social pago,SOC-202603,,,São Paulo,SP,90085
CLI001063,B2C,2025-04-28,indicação,,,,Goiânia,GO,87906
CLI001064,B2C,2025-11-27,indicação,,,,Sorocaba,SP,39101
CLI001065,B2C,2025-05-23,busca paga,SEA-202505,,,Cascavel,PR,20806
CLI001066,B2C,2025-03-16,orgânico,,,,Maringá,PR,05994
CLI001067,B2C,2025-11-29,orgânico,,,,Piracicaba,SP,19094
CLI001068,B2C,2025-08-14,indicação,,,,Jundiaí,SP,60450
CLI001069,B2C,2025-10-21,orgânico,,,,Piracicaba,SP,02887
CLI001070,B2C,2025-09-16,social pago,SOC-202509,,,Porto Alegre,RS,40033
CLI001071,B2C,2026-04-27,CRM,,,,Brasília,DF,86846
CLI001072,B2C,2025-08-05,social pago,SOC-202508,,,Ribeirão Preto,SP,41419
CLI001073,B2C,2025-09-07,orgânico,,,,Curitiba,PR,96914
CLI001074,B2C,2026-02-15,influenciador,INF-202602,,,Piracicaba,SP,69231
CLI001075,B2C,2025-12-23,busca paga,SEA-202512,,,Sorocaba,SP,71486
CLI001076,B2C,2026-06-11,indicação,,,,Curitiba,PR,94841
CLI001077,B2C,2025-11-07,busca paga,SEA-202511,,,Londrina,PR,80509
CLI001078,B2C,2025-04-03,social pago,SOC-202504,,,Jaboatão dos Guararapes,PE,77838
CLI001079,B2C,2026-06-06,social pago,SOC-202606,,,Bauru,SP,77533
CLI001080,B2C,2026-01-31,busca paga,SEA-202601,,,Jaboatão dos Guararapes,PE,53066
CLI001081,B2C,2025-05-23,orgânico,,,,Ananindeua,PA,08644
CLI001082,B2C,2025-10-13,orgânico,,,,Bauru,SP,28918
CLI001083,B2C,2025-07-25,orgânico,,,,Vitória Mun.,ES,84306
CLI001084,B2C,2025-08-18,busca paga,SEA-202508,,,Americana,SP,82391
CLI001085,B2C,2025-12-05,CRM,,,,Jundiaí,SP,95731
CLI001086,B2C,2025-05-08,,SOC-202505,,,Caxias do Sul,RS,63413
CLI001087,B2C,2025-07-29,orgânico,,,,Campinas,SP,88598
CLI001088,B2C,2025-04-10,social pago,SOC-202504,,,Fortaleza,CE,39974
CLI001089,B2C,2025-12-17,orgânico,,,,Volta Redonda,RJ,34950
CLI001090,B2C,2025-11-15,social pago,,,,Ribeirão Preto,SP,15612
CLI001091,B2C,2026-04-11,social pago,SOC-202604,,,Americana,SP,43587
CLI001092,B2C,2025-08-08,social pago,SOC-202508,,,Ribeirão Preto,SP,49974
CLI001093,B2C,2025-02-05,orgânico,,,,Cuiabá,MT,47672
CLI001094,B2C,2025-07-05,orgânico,,,,Uberlândia,MG,51093
CLI001095,B2C,2025-08-20,indicação,,,,Jundiaí,SP,50845
CLI001096,B2C,2025-11-30,orgânico,SOC-202511,,,Limeira,SP,21766
CLI001097,B2C,2026-03-20,influenciador,INF-202603,,,Campinas,SP,39504
CLI001098,B2C,2025-07-20,orgânico,,,,Londrina,PR,46445
CLI001099,B2C,2025-05-13,social pago,SOC-202505,,,Aparecida de Goiânia,GO,74539
CLI001100,B2C,2025-09-13,orgânico,,,,Salvador,BA,11444
CLI001101,B2C,2025-09-04,orgânico,,,,Aparecida de Goiânia,GO,76244
CLI001102,B2C,2025-01-29,,,,,Maring,PR,53031
CLI001103,B2C,2026-05-15,busca paga,SEA-202605,,,Limeira,SP,84318
CLI001104,B2C,2026-05-22,influenciador,INF-202605,,,Sorocaba,SP,91925
CLI001105,B2C,2026-03-28,influenciador,INF-202603,,,Ribeirão Preto,SP,56049
CLI001106,B2C,2026-03-29,orgânico,,,,Rio de Janeiro,RJ,73798
CLI001107,B2C,2026-06-04,social pago,SOC-202606,,,Cascavel,PR,72223
CLI001108,B2C,2025-01-02,orgânico,,,,São Paulo,SP,10922
CLI001109,B2C,2025-08-29,orgânico,,,,Canoas,RS,06507
CLI001110,B2C,2025-04-30,busca paga,SEA-202504,,,Campinas,SP,41992
CLI001111,B2C,2025-07-07,CRM,,,,Rio de Janeiro,RJ,51694
CLI001112,B2C,2025-10-14,social pago,SOC-202510,,,Pouso Alegre,MG,66485
CLI001113,B2C,2025-07-03,social pago,SOC-202507,,,Ribeirão Preto,SP,64553
CLI001114,B2C,2025-06-17,CRM,,,,Caxias do Sul,RS,21586
CLI001115,B2C,2025-04-25,orgânico,,,,Pelotas,RS,90289
CLI001116,B2C,2025-03-25,social pago,SOC-202503,,,Limeira,SP,85693
CLI001117,B2C,2026-03-02,busca paga,SEA-202603,,,Vila Velha,ES,72826
CLI001118,B2C,2025-06-25,social pago,SOC-202506,,,São Paulo,SP,26538
CLI001119,B2C,2025-06-30,social pago,SOC-202506,,,Cascavel,PR,75547
CLI001120,B2C,2026-06-12,orgânico,,,,Jundiaí,SP,66201
CLI001121,B2C,2025-12-07,orgânico,,,,Petrópolis,RJ,09982
CLI001122,B2C,2025-10-18,,INF-202510,,,Juiz de Fora,MG,52425
CLI001123,B2C,2025-01-02,indicação,,,,Vitória,ES,75444
CLI001124,B2C,2026-05-19,influenciador,INF-202605,,,Curitiba,PR,50100
CLI001125,B2C,2026-03-08,busca paga,SEA-202603,,,Curitiba,PR,33276
CLI001126,B2C,2025-07-17,social pago,SOC-202507,,,Ribeirão Preto,SP,35625
CLI001127,B2C,2025-12-11,CRM,,,,Campinas,SP,85659
CLI001128,B2C,2025-05-30,indicação,,,,Belo Horizonte,MG,78351
CLI001129,B2C,2026-01-29,social pago,SOC-202601,,,Uberaba,MG,46696
CLI001130,B2C,2025-04-27,influenciador,INF-202504,,,Americana,SP,06869
CLI001131,B2C,2025-04-24,,SOC-202504,,,Salvador,BA,87648
CLI001132,B2C,2025-02-15,social pago,SOC-202502,,,Americana,SP,08708
CLI001133,B2C,2026-01-21,CRM,,,,Limeira.,SP,23286
