compra_id,produto_id,fornecedor_id,origem_fornecedor,data_pedido_compra,data_evento_cambio,data_prevista,data_recebimento,quantidade_pedida,quantidade_recebida,moeda,valor_unitario_moeda,taxa_cambio_interna,frete_compra_brl,impostos_compra_brl,lote
CMP00169,PRD0043,FOR020,NACIONAL,2025-01-13,,2025-01-30,2025-01-31,103,103,BRL,46.46,,114.5,215.67,L0043-01
CMP00170,PRD0043,FOR020,NACIONAL,2025-06-02,,2025-06-17,2025-06-16,123,123,BRL,47.19,,446.05,160.19,L0043-02
CMP00171,PRD0043,FOR020,NACIONAL,2025-10-05,,2025-10-13,2025-10-14,111,111,BRL,47.28,,223.09,180.27,L0043-03
CMP00172,PRD0043,FOR020,NACIONAL,2026-02-23,,2026-03-11,2026-03-13,118,118,BRL,44.61,,293.67,191.94,L0043-04
CMP00173,PRD0044,FOR021,NACIONAL,2025-01-06,,2025-01-28,2025-01-31,107,107,BRL,42.58,,180.39,257.67,L0044-01
CMP00174,PRD0044,FOR021,NACIONAL,2025-05-30,,2025-06-10,2025-06-13,111,111,BRL,41.44,,117.95,229.98,L0044-02
CMP00175,PRD0044,FOR021,NACIONAL,2025-10-17,,2025-10-25,2025-10-27,108,108,BRL,41.38,,170.75,154.49,L0044-03
CMP00176,PRD0044,FOR021,NACIONAL,2026-02-21,,2026-03-13,2026-03-16,118,118,BRL,40.53,,206.55,263.29,L0044-04
CMP00177,PRD0045,FOR022,NACIONAL,2025-01-14,,2025-01-24,2025-01-22,108,108,BRL,62.71,,331.79,435.14,L0045-01
CMP00178,PRD0045,FOR022,NACIONAL,2025-05-29,,2025-06-22,2025-06-24,97,97,BRL,64.91,,492.05,424.28,L0045-02
CMP00179,PRD0045,FOR022,NACIONAL,2025-10-16,,2025-10-23,2025-10-27,95,95,BRL,67.52,,167.25,439.88,L0045-03
CMP00180,PRD0045,FOR022,NACIONAL,2026-02-14,,2026-02-22,2026-02-26,107,107,BRL,63.0,,516.29,459.91,L0045-04
CMP00181,PRD0046,FOR023,NACIONAL,2025-01-15,,2025-02-02,2025-01-31,108,108,BRL,56.06,,239.46,380.29,L0046-01
CMP00182,PRD0046,FOR023,NACIONAL,2025-05-18,,2025-05-25,2025-05-26,116,116,BRL,54.26,,484.32,389.06,L0046-02
CMP00183,PRD0046,FOR023,NACIONAL,2025-10-08,,2025-10-31,2025-11-01,119,119,BRL,53.3,,454.87,156.01,L0046-03
CMP00184,PRD0046,FOR023,NACIONAL,2026-02-18,,2026-03-15,2026-03-14,126,126,BRL,52.95,,412.09,406.67,L0046-04
CMP00185,PRD0047,FOR024,NACIONAL,2025-01-11,,2025-01-22,2025-01-20,94,94,BRL,76.2,,284.12,438.64,L0047-01
CMP00186,PRD0047,FOR024,NACIONAL,2025-05-16,,2025-05-27,2025-05-29,95,95,BRL,70.94,,553.78,213.56,L0047-02
CMP00187,PRD0047,FOR024,NACIONAL,2025-10-10,,2025-10-18,2025-10-20,104,104,BRL,76.41,,474.16,204.99,L0047-03
CMP00188,PRD0047,FOR024,NACIONAL,2026-02-17,,2026-03-12,2026-03-10,103,103,BRL,73.77,,474.5,321.45,L0047-04
CMP00189,PRD0048,FOR001,NACIONAL,2025-01-02,,2025-01-17,2025-01-20,116,116,BRL,47.76,,422.28,352.9,L0048-01
CMP00190,PRD0048,FOR001,NACIONAL,2025-05-24,,2025-06-11,2025-06-16,129,129,BRL,47.88,,270.54,244.65,L0048-02
CMP00191,PRD0048,FOR001,NACIONAL,2025-10-16,,2025-11-07,2025-11-12,111,111,BRL,46.02,,362.96,159.79,L0048-03
CMP00192,PRD0048,FOR001,NACIONAL,2026-02-28,,2026-03-13,2026-03-17,113,113,BRL,45.67,,151.65,158.78,L0048-04
CMP00193,PRD0049,FOR002,NACIONAL,2025-01-03,,2025-01-20,2025-01-23,105,105,BRL,42.65,,352.71,268.94,L0049-01
CMP00194,PRD0049,FOR002,NACIONAL,2025-05-20,,2025-05-29,2025-06-02,110,110,BRL,45.93,,180.61,173.19,L0049-02
CMP00195,PRD0049,FOR002,NACIONAL,2025-09-29,,2025-10-24,2025-10-23,112,112,BRL,46.23,,108.42,259.04,L0049-03
CMP00196,PRD0049,FOR002,NACIONAL,2026-02-24,,2026-03-19,2026-03-19,100,100,BRL,46.24,,158.92,233.63,L0049-04
CMP00197,PRD0050,FOR003,NACIONAL,2025-01-18,,2025-02-03,2025-02-06,111,111,BRL,95.13,,304.61,659.96,L0050-01
CMP00198,PRD0050,FOR003,NACIONAL,2025-05-29,,2025-06-16,2025-06-17,124,124,BRL,88.56,,738.14,224.72,L0050-02
CMP00199,PRD0050,FOR003,NACIONAL,2025-10-10,,2025-10-30,2025-10-28,118,118,BRL,85.57,,393.62,279.12,L0050-03
CMP00200,PRD0050,FOR003,NACIONAL,2026-03-02,,2026-03-22,2026-03-25,120,120,BRL,88.17,,277.24,402.69,L0050-04
CMP00201,PRD0051,FOR004,NACIONAL,2025-01-08,,2025-01-27,2025-01-25,71,71,BRL,66.5,,352.85,181.12,L0051-01
CMP00202,PRD0051,FOR004,NACIONAL,2025-05-27,,2025-06-05,2025-06-03,75,75,BRL,68.57,,278.13,288.91,L0051-02
CMP00203,PRD0051,FOR004,NACIONAL,2025-10-14,,2025-10-26,2025-10-24,84,84,BRL,71.02,,218.32,321.73,L0051-03
CMP00204,PRD0051,FOR004,NACIONAL,2026-02-22,,2026-03-05,2026-03-05,82,82,BRL,69.02,,119.83,348.35,L0051-04
CMP00205,PRD0052,FOR005,NACIONAL,2025-01-19,,2025-02-10,2025-02-15,100,100,BRL,63.86,,401.9,168.7,L0052-01
CMP00206,PRD0052,FOR005,NACIONAL,2025-05-25,,2025-06-18,2025-06-19,93,93,BRL,64.74,,302.97,142.59,L0052-02
CMP00207,PRD0052,FOR005,NACIONAL,2025-10-01,,2025-10-22,2025-10-25,103,103,BRL,63.91,,326.39,395.44,L0052-03
CMP00208,PRD0052,FOR005,NACIONAL,2026-02-27,,2026-03-23,2026-03-25,101,101,BRL,63.87,,184.72,299.7,L0052-04
CMP00209,PRD0053,FOR006,NACIONAL,2025-01-02,,2025-01-27,2025-01-27,85,85,BRL,69.12,,322.64,161.83,L0053-01
CMP00210,PRD0053,FOR006,NACIONAL,2025-05-20,,2025-06-08,2025-06-07,93,93,BRL,69.97,,297.99,195.78,L0053-02
CMP00211,PRD0053,FOR006,NACIONAL,2025-10-05,,2025-10-19,2025-10-19,86,86,BRL,70.66,,139.68,153.79,L0053-03
CMP00212,PRD0053,FOR006,NACIONAL,2026-02-11,,2026-03-08,2026-03-11,84,84,BRL,67.24,,412.51,120.15,L0053-04
CMP00213,PRD0054,FOR007,NACIONAL,2025-01-02,,2025-01-16,2025-01-15,84,84,BRL,91.52,,199.19,450.45,L0054-01
CMP00214,PRD0054,FOR007,NACIONAL,2025-05-16,,2025-05-28,2025-05-28,96,96,BRL,96.93,,274.66,348.33,L0054-02
CMP00215,PRD0054,FOR007,NACIONAL,2025-10-06,,2025-10-25,2025-10-26,91,91,BRL,93.67,,295.67,572.92,L0054-03
CMP00216,PRD0054,FOR007,NACIONAL,2026-02-22,,2026-03-06,2026-03-05,81,81,BRL,92.8,,350.76,423.77,L0054-04
CMP00217,PRD0055,FOR008,NACIONAL,2025-01-21,,2025-02-14,2025-02-16,60,60,BRL,39.12,,108.54,139.4,L0055-01
CMP00218,PRD0055,FOR008,NACIONAL,2025-06-01,,2025-06-15,2025-06-18,56,56,BRL,38.58,,87.75,66.75,L0055-02
CMP00219,PRD0055,FOR008,NACIONAL,2025-10-12,,2025-11-02,2025-11-05,62,62,BRL,37.37,,130.98,132.31,L0055-03
CMP00220,PRD0055,FOR008,NACIONAL,2026-02-18,,2026-03-04,2026-03-09,59,59,BRL,39.82,,129.5,111.79,L0055-04
CMP00221,PRD0056,FOR009,NACIONAL,2025-01-12,,2025-01-19,2025-01-17,89,89,BRL,64.72,,177.73,139.79,L0056-01
CMP00222,PRD0056,FOR009,NACIONAL,2025-05-23,,2025-06-11,2025-06-15,91,91,BRL,62.62,,291.72,408.14,L0056-02
CMP00223,PRD0056,FOR009,NACIONAL,2025-10-14,,2025-11-01,2025-11-03,95,95,BRL,64.33,,210.39,217.12,L0056-03
CMP00224,PRD0056,FOR009,NACIONAL,2026-02-17,,2026-03-06,2026-03-04,102,102,BRL,63.88,,473.99,256.86,L0056-04
CMP00225,PRD0057,FOR010,NACIONAL,2025-01-20,,2025-02-08,2025-02-07,89,89,BRL,82.95,,342.14,497.15,L0057-01
CMP00226,PRD0057,FOR010,NACIONAL,2025-06-05,,2025-06-12,2025-06-14,86,86,BRL,84.74,,233.9,434.77,L0057-02
CMP00227,PRD0057,FOR010,NACIONAL,2025-10-04,,2025-10-20,2025-10-21,84,84,BRL,77.07,,343.26,408.58,L0057-03
CMP00228,PRD0057,FOR010,NACIONAL,2026-02-28,,2026-03-10,2026-03-15,87,87,BRL,79.03,,293.07,381.42,L0057-04
CMP00229,PRD0058,FOR011,NACIONAL,2025-01-21,,2025-02-09,2025-02-08,92,92,BRL,43.66,,105.16,231.44,L0058-01
CMP00230,PRD0058,FOR011,NACIONAL,2025-06-04,,2025-06-29,2025-07-03,75,75,BRL,44.73,,84.42,200.77,L0058-02
CMP00231,PRD0058,FOR011,NACIONAL,2025-10-12,,2025-10-25,2025-10-29,77,77,BRL,40.33,,183.59,214.56,L0058-03
CMP00232,PRD0058,FOR011,NACIONAL,2026-02-27,,2026-03-11,2026-03-13,93,93,BRL,41.41,,161.76,258.96,L0058-04
CMP00233,PRD0059,FOR012,NACIONAL,2025-01-07,,2025-01-28,2025-01-27,76,76,BRL,82.36,,174.12,338.15,L0059-01
CMP00234,PRD0059,FOR012,NACIONAL,2025-06-05,,2025-06-15,2025-06-20,89,89,BRL,82.12,,518.43,459.55,L0059-02
CMP00235,PRD0059,FOR012,NACIONAL,2025-10-15,,2025-11-09,2025-11-11,87,87,BRL,84.21,,408.52,176.74,L0059-03
CMP00236,PRD0059,FOR012,NACIONAL,2026-02-20,,2026-02-28,2026-03-03,82,82,BRL,87.62,,466.77,436.95,L0059-04
CMP00237,PRD0060,FOR013,NACIONAL,2025-01-19,,2025-01-28,2025-01-31,72,72,BRL,43.58,,157.53,110.86,L0060-01
CMP00238,PRD0060,FOR013,NACIONAL,2025-05-30,,2025-06-24,2025-06-22,83,83,BRL,47.55,,285.84,255.47,L0060-02
CMP00239,PRD0060,FOR013,NACIONAL,2025-10-13,,2025-10-20,2025-10-19,86,86,BRL,45.91,,285.58,210.02,L0060-03
CMP00240,PRD0060,FOR013,NACIONAL,2026-02-18,,2026-03-06,2026-03-10,89,89,BRL,42.68,,194.82,238.2,L0060-04
CMP00241,PRD0061,FOR014,NACIONAL,2025-01-15,,2025-02-06,2025-02-08,75,75,BRL,64.44,,214.63,328.11,L0061-01
CMP00242,PRD0061,FOR014,NACIONAL,2025-05-30,,2025-06-23,2025-06-25,84,84,BRL,67.33,,209.63,288.41,L0061-02
CMP00243,PRD0061,FOR014,NACIONAL,2025-10-05,,2025-10-17,2025-10-15,82,82,BRL,64.98,,131.39,324.01,L0061-03
CMP00244,PRD0061,FOR014,NACIONAL,2026-02-28,,2026-03-23,2026-03-27,172,172,BRL,69.2,,324.73,586.91,L0061-04
CMP00245,PRD0062,FOR015,NACIONAL,2025-01-13,,2025-01-30,2025-01-28,70,70,BRL,61.77,,287.3,248.61,L0062-01
CMP00246,PRD0062,FOR015,NACIONAL,2025-05-30,,2025-06-12,2025-06-15,63,63,BRL,59.95,,181.64,195.47,L0062-02
CMP00247,PRD0062,FOR015,NACIONAL,2025-10-03,,2025-10-13,2025-10-12,62,62,BRL,64.32,,295.19,195.28,L0062-03
CMP00248,PRD0062,FOR015,NACIONAL,2026-03-02,,2026-03-21,2026-03-23,153,153,BRL,57.91,,327.17,547.49,L0062-04
CMP00249,PRD0063,FOR016,NACIONAL,2025-01-02,,2025-01-21,2025-01-24,79,79,BRL,87.88,,252.98,412.38,L0063-01
CMP00250,PRD0063,FOR016,NACIONAL,2025-06-02,,2025-06-19,2025-06-19,74,74,BRL,86.36,,243.45,297.41,L0063-02
CMP00251,PRD0063,FOR016,NACIONAL,2025-10-17,,2025-11-07,2025-11-07,78,78,BRL,85.54,,373.55,165.22,L0063-03
CMP00252,PRD0063,FOR016,NACIONAL,2026-02-28,,2026-03-12,2026-03-12,151,151,BRL,87.35,,789.4,634.03,L0063-04
CMP00253,PRD0064,FOR017,NACIONAL,2025-01-08,,2025-01-21,2025-01-22,62,62,BRL,43.68,,200.87,191.85,L0064-01
CMP00254,PRD0064,FOR017,NACIONAL,2025-05-19,,2025-06-05,2025-06-06,55,55,BRL,43.13,,148.58,63.32,L0064-02
CMP00255,PRD0064,FOR017,NACIONAL,2025-10-13,,2025-10-28,2025-10-26,54,54,BRL,43.69,,112.94,69.39,L0064-03
CMP00256,PRD0064,FOR017,NACIONAL,2026-03-02,,2026-03-10,2026-03-15,117,117,BRL,46.86,,147.74,204.48,L0064-04
CMP00257,PRD0065,FOR018,NACIONAL,2025-01-17,,2025-01-26,2025-01-26,94,94,BRL,80.23,,323.39,192.23,L0065-01
CMP00258,PRD0065,FOR018,NACIONAL,2025-05-30,,2025-06-15,2025-06-20,88,88,BRL,73.48,,375.07,248.91,L0065-02
CMP00259,PRD0065,FOR018,NACIONAL,2025-10-12,,2025-10-29,2025-10-28,88,88,BRL,74.1,,208.87,232.42,L0065-03
CMP00260,PRD0065,FOR018,NACIONAL,2026-02-19,,2026-03-13,2026-03-16,178,178,BRL,74.44,,961.17,313.29,L0065-04
CMP00261,PRD0066,FOR019,NACIONAL,2025-01-19,,2025-02-08,2025-02-13,79,79,BRL,71.56,,298.5,331.36,L0066-01
CMP00262,PRD0066,FOR019,NACIONAL,2025-05-20,,2025-05-30,2025-06-02,79,79,BRL,67.82,,220.74,161.82,L0066-02
CMP00263,PRD0066,FOR019,NACIONAL,2025-10-18,,2025-10-25,2025-10-29,78,78,BRL,74.4,,399.26,195.3,L0066-03
CMP00264,PRD0066,FOR019,NACIONAL,2026-02-14,,2026-02-23,2026-02-28,161,161,BRL,75.7,,344.09,528.37,L0066-04
CMP00265,PRD0067,FOR020,NACIONAL,2025-01-14,,2025-01-28,2025-01-28,60,60,BRL,55.16,,234.7,180.74,L0067-01
CMP00266,PRD0067,FOR020,NACIONAL,2025-05-28,,2025-06-21,2025-06-20,58,58,BRL,58.94,,133.26,96.74,L0067-02
CMP00267,PRD0067,FOR020,NACIONAL,2025-10-07,,2025-10-14,2025-10-14,58,58,BRL,58.46,,175.76,145.41,L0067-03
CMP00268,PRD0067,FOR020,NACIONAL,2026-02-28,,2026-03-25,2026-03-27,128,128,BRL,55.5,,295.03,150.79,L0067-04
CMP00269,PRD0068,FOR021,NACIONAL,2025-01-17,,2025-01-24,2025-01-25,70,70,BRL,47.06,,244.87,134.1,L0068-01
CMP00270,PRD0068,FOR021,NACIONAL,2025-05-25,,2025-06-09,2025-06-08,69,69,BRL,48.98,,231.13,154.42,L0068-02
CMP00271,PRD0068,FOR021,NACIONAL,2025-09-29,,2025-10-07,2025-10-05,63,63,BRL,49.84,,63.23,172.83,L0068-03
CMP00272,PRD0068,FOR021,NACIONAL,2026-02-28,,2026-03-07,2026-03-06,144,144,BRL,47.66,,233.03,154.19,L0068-04
CMP00273,PRD0069,FOR022,NACIONAL,2025-01-11,,2025-01-28,2025-02-02,61,61,BRL,52.48,,70.41,159.61,L0069-01
CMP00274,PRD0069,FOR022,NACIONAL,2025-05-30,,2025-06-24,2025-06-25,67,67,BRL,47.66,,152.8,209.91,L0069-02
CMP00275,PRD0069,FOR022,NACIONAL,2025-10-05,,2025-10-16,2025-10-21,61,61,BRL,50.37,,152.22,154.41,L0069-03
CMP00276,PRD0069,FOR022,NACIONAL,2026-02-22,,2026-03-07,2026-03-09,117,117,BRL,50.56,,350.92,397.98,L0069-04
CMP00277,PRD0070,FOR023,NACIONAL,2025-01-07,,2025-01-19,2025-01-17,73,73,BRL,75.7,,169.13,206.49,L0070-01
CMP00278,PRD0070,FOR023,NACIONAL,2025-06-01,,2025-06-21,2025-06-23,73,73,BRL,78.1,,115.84,112.53,L0070-02
CMP00279,PRD0070,FOR023,NACIONAL,2025-10-02,,2025-10-24,2025-10-26,84,84,BRL,76.77,,474.38,137.87,L0070-03
CMP00280,PRD0070,FOR023,NACIONAL,2026-02-16,,2026-03-05,2026-03-04,157,157,BRL,71.98,,433.38,369.9,L0070-04
CMP00281,PRD0071,FOR024,NACIONAL,2025-01-14,,2025-01-31,2025-02-03,71,71,BRL,66.57,,103.18,140.75,L0071-01
CMP00282,PRD0071,FOR024,NACIONAL,2025-05-27,,2025-06-18,2025-06-20,64,64,BRL,74.52,,324.09,149.91,L0071-02
CMP00283,PRD0071,FOR024,NACIONAL,2025-10-04,,2025-10-18,2025-10-17,73,73,BRL,66.69,,144.17,250.18,L0071-03
CMP00284,PRD0071,FOR024,NACIONAL,2026-03-02,,2026-03-10,2026-03-12,157,157,BRL,69.64,,460.69,445.12,L0071-04
CMP00285,PRD0072,FOR001,NACIONAL,2025-01-12,,2025-01-30,2025-02-02,60,60,BRL,89.88,,330.25,139.17,L0072-01
CMP00286,PRD0072,FOR001,NACIONAL,2025-05-30,,2025-06-12,2025-06-17,52,52,BRL,86.29,,226.28,193.08,L0072-02
CMP00287,PRD0072,FOR001,NACIONAL,2025-09-30,,2025-10-21,2025-10-23,61,61,BRL,87.2,,160.42,343.42,L0072-03
CMP00288,PRD0072,FOR001,NACIONAL,2026-02-20,,2026-03-13,2026-03-11,102,102,BRL,86.25,,245.87,383.76,L0072-04
CMP00289,PRD0073,FOR002,NACIONAL,2025-01-07,,2025-01-30,2025-01-31,75,75,BRL,59.58,,285.87,151.81,L0073-01
CMP00290,PRD0073,FOR002,NACIONAL,2025-05-26,,2025-06-05,2025-06-10,67,67,BRL,55.75,,216.34,128.2,L0073-02
CMP00291,PRD0073,FOR002,NACIONAL,2025-10-08,,2025-10-25,2025-10-23,64,64,BRL,58.64,,220.91,178.73,L0073-03
CMP00292,PRD0073,FOR002,NACIONAL,2026-02-13,,2026-02-25,2026-02-25,159,159,BRL,61.79,,471.37,471.06,L0073-04
CMP00293,PRD0074,FOR003,NACIONAL,2025-01-13,,2025-01-22,2025-01-22,79,79,BRL,59.75,,125.02,260.92,L0074-01
CMP00294,PRD0074,FOR003,NACIONAL,2025-06-05,,2025-06-26,2025-06-25,75,75,BRL,59.99,,341.78,125.97,L0074-02
CMP00295,PRD0074,FOR003,NACIONAL,2025-10-02,,2025-10-20,2025-10-18,81,81,BRL,57.61,,312.44,170.38,L0074-03
CMP00296,PRD0074,FOR003,NACIONAL,2026-02-16,,2026-03-05,2026-03-10,165,165,BRL,54.49,,744.17,403.28,L0074-04
CMP00297,PRD0075,FOR004,NACIONAL,2025-01-13,,2025-02-03,2025-02-05,59,59,BRL,81.97,,299.49,155.78,L0075-01
CMP00298,PRD0075,FOR004,NACIONAL,2025-05-23,,2025-06-08,2025-06-10,62,62,BRL,78.14,,239.72,165.47,L0075-02
CMP00299,PRD0075,FOR004,NACIONAL,2025-10-05,,2025-10-18,2025-10-20,65,65,BRL,81.43,,177.41,201.65,L0075-03
CMP00300,PRD0075,FOR004,NACIONAL,2026-02-28,,2026-03-08,2026-03-09,132,132,BRL,76.03,,290.61,538.37,L0075-04
CMP00301,PRD0076,FOR005,NACIONAL,2025-01-18,,2025-01-31,2025-02-04,67,67,BRL,83.05,,209.27,342.52,L0076-01
CMP00302,PRD0076,FOR005,NACIONAL,2025-05-28,,2025-06-08,2025-06-09,64,64,BRL,87.01,,263.74,278.23,L0076-02
CMP00303,PRD0076,FOR005,NACIONAL,2025-10-09,,2025-11-03,2025-11-03,59,59,BRL,85.34,,99.77,297.94,L0076-03
CMP00304,PRD0076,FOR005,NACIONAL,2026-02-15,,2026-03-09,2026-03-11,144,144,BRL,85.04,,680.98,737.89,L0076-04
CMP00305,PRD0077,FOR006,NACIONAL,2025-01-02,,2025-01-18,2025-01-20,60,60,BRL,48.07,,105.48,85.86,L0077-01
CMP00306,PRD0077,FOR006,NACIONAL,2025-06-03,,2025-06-19,2025-06-24,62,62,BRL,50.89,,174.34,102.79,L0077-02
CMP00307,PRD0077,FOR006,NACIONAL,2025-09-30,,2025-10-13,2025-10-13,59,59,BRL,50.81,,97.2,157.29,L0077-03
CMP00308,PRD0077,FOR006,NACIONAL,2026-02-17,,2026-03-04,2026-03-08,121,121,BRL,50.32,,457.34,143.19,L0077-04
CMP00309,PRD0078,FOR007,NACIONAL,2025-01-16,,2025-02-04,2025-02-07,56,56,BRL,78.54,,155.03,219.38,L0078-01
CMP00310,PRD0078,FOR007,NACIONAL,2025-06-05,,2025-06-30,2025-07-03,47,47,BRL,80.53,,151.67,179.76,L0078-02
CMP00311,PRD0078,FOR007,NACIONAL,2025-10-09,,2025-10-26,2025-10-31,51,51,BRL,82.23,,183.39,88.41,L0078-03
CMP00312,PRD0078,FOR007,NACIONAL,2026-02-28,,2026-03-18,2026-03-22,111,111,BRL,79.54,,290.35,575.52,L0078-04
CMP00313,PRD0079,FOR008,NACIONAL,2025-01-18,,2025-02-05,2025-02-10,50,50,BRL,39.65,,114.45,56.97,L0079-01
CMP00314,PRD0079,FOR008,NACIONAL,2025-06-03,,2025-06-22,2025-06-24,54,54,BRL,43.67,,91.08,133.32,L0079-02
CMP00315,PRD0079,FOR008,NACIONAL,2025-09-30,,2025-10-11,2025-10-15,59,59,BRL,39.86,,56.14,140.17,L0079-03
CMP00316,PRD0079,FOR008,NACIONAL,2026-02-24,,2026-03-04,2026-03-03,111,111,BRL,40.2,,128.3,139.42,L0079-04
CMP00317,PRD0080,FOR009,NACIONAL,2025-01-02,,2025-01-21,2025-01-21,58,58,BRL,22.04,,55.8,45.99,L0080-01
CMP00318,PRD0080,FOR009,NACIONAL,2025-05-25,,2025-06-08,2025-06-13,63,63,BRL,22.59,,57.96,60.98,L0080-02
CMP00319,PRD0080,FOR009,NACIONAL,2025-09-29,,2025-10-12,2025-10-13,65,65,BRL,22.21,,57.53,52.75,L0080-03
CMP00320,PRD0080,FOR009,NACIONAL,2026-02-13,,2026-02-26,2026-02-28,134,134,BRL,22.6,,103.14,121.67,L0080-04
CMP00321,PRD0081,FOR010,NACIONAL,2025-01-10,,2025-01-17,2025-01-22,55,55,BRL,36.15,,50.06,106.05,L0081-01
CMP00322,PRD0081,FOR010,NACIONAL,2025-05-27,,2025-06-20,2025-06-25,49,49,BRL,36.85,,96.13,109.64,L0081-02
CMP00323,PRD0081,FOR010,NACIONAL,2025-10-04,,2025-10-19,2025-10-19,56,56,BRL,35.55,,133.06,147.49,L0081-03
CMP00324,PRD0081,FOR010,NACIONAL,2026-02-15,,2026-03-08,2026-03-11,109,109,BRL,35.88,,298.34,200.41,L0081-04
CMP00325,PRD0082,FOR011,NACIONAL,2025-01-02,,2025-01-21,2025-01-24,37,37,BRL,28.56,,29.74,49.01,L0082-01
CMP00326,PRD0082,FOR011,NACIONAL,2025-05-26,,2025-06-19,2025-06-20,40,40,BRL,27.64,,49.38,44.52,L0082-02
CMP00327,PRD0082,FOR011,NACIONAL,2025-09-30,,2025-10-18,2025-10-21,40,40,BRL,27.7,,70.2,45.5,L0082-03
CMP00328,PRD0082,FOR011,NACIONAL,2026-02-22,,2026-03-05,2026-03-05,79,79,BRL,30.52,,170.78,86.97,L0082-04
CMP00329,PRD0083,FOR012,NACIONAL,2025-01-09,,2025-01-16,2025-01-15,56,56,BRL,43.19,,125.88,128.81,L0083-01
CMP00330,PRD0083,FOR012,NACIONAL,2025-05-24,,2025-06-07,2025-06-10,53,53,BRL,44.57,,177.42,74.51,L0083-02
CMP00331,PRD0083,FOR012,NACIONAL,2025-10-01,,2025-10-17,2025-10-18,59,59,BRL,40.19,,56.8,127.84,L0083-03
CMP00332,PRD0083,FOR012,NACIONAL,2026-02-24,,2026-03-10,2026-03-09,121,121,BRL,43.1,,142.2,334.81,L0083-04
CMP00333,PRD0084,FOR013,NACIONAL,2025-01-19,,2025-02-07,2025-02-09,58,58,BRL,28.36,,93.45,86.24,L0084-01
CMP00334,PRD0084,FOR013,NACIONAL,2025-06-04,,2025-06-25,2025-06-30,64,64,BRL,25.96,,93.56,86.22,L0084-02
CMP00335,PRD0084,FOR013,NACIONAL,2025-10-11,,2025-10-18,2025-10-20,61,61,BRL,28.21,,79.03,54.63,L0084-03
CMP00336,PRD0084,FOR013,NACIONAL,2026-02-23,,2026-03-10,2026-03-08,123,123,BRL,28.18,,217.31,151.6,L0084-04
CMP00337,PRD0085,FOR014,NACIONAL,2025-01-09,,2025-01-19,2025-01-23,48,48,BRL,27.23,,52.11,56.43,L0085-01
CMP00338,PRD0085,FOR014,NACIONAL,2025-05-23,,2025-06-10,2025-06-08,50,50,BRL,26.3,,70.62,58.01,L0085-02
CMP00339,PRD0085,FOR014,NACIONAL,2025-10-07,,2025-10-15,2025-10-15,52,52,BRL,25.91,,108.14,72.33,L0085-03
CMP00340,PRD0085,FOR014,NACIONAL,2026-02-24,,2026-03-08,2026-03-09,111,111,BRL,26.11,,81.32,128.82,L0085-04
CMP00341,PRD0086,FOR015,NACIONAL,2025-01-11,,2025-01-25,2025-01-27,58,58,BRL,36.1,,77.84,42.75,L0086-01
CMP00342,PRD0086,FOR015,NACIONAL,2025-05-16,,2025-05-29,2025-05-31,60,60,BRL,35.09,,98.03,69.23,L0086-02
CMP00343,PRD0086,FOR015,NACIONAL,2025-10-02,,2025-10-19,2025-10-24,62,62,BRL,33.94,,44.34,60.33,L0086-03
CMP00344,PRD0086,FOR015,NACIONAL,2026-02-12,,2026-02-28,2026-03-02,132,132,BRL,35.75,,159.71,249.03,L0086-04
CMP00345,PRD0087,FOR016,NACIONAL,2025-01-06,,2025-01-28,2025-01-29,57,57,BRL,24.27,,30.48,28.47,L0087-01
CMP00346,PRD0087,FOR016,NACIONAL,2025-05-21,,2025-05-29,2025-06-03,48,48,BRL,24.19,,61.49,44.51,L0087-02
CMP00347,PRD0087,FOR016,NACIONAL,2025-10-17,,2025-10-25,2025-10-26,54,54,BRL,24.59,,77.48,57.85,L0087-03
CMP00348,PRD0087,FOR016,NACIONAL,2026-02-26,,2026-03-22,2026-03-26,115,115,BRL,24.96,,125.52,89.85,L0087-04
CMP00349,PRD0088,FOR017,NACIONAL,2025-01-08,,2025-01-19,2025-01-23,43,43,BRL,25.26,,46.3,48.18,L0088-01
CMP00350,PRD0088,FOR017,NACIONAL,2025-05-21,,2025-06-05,2025-06-09,42,42,BRL,25.38,,58.12,25.3,L0088-02
CMP00351,PRD0088,FOR017,NACIONAL,2025-10-11,,2025-10-22,2025-10-26,42,42,BRL,25.07,,41.66,28.23,L0088-03
CMP00352,PRD0088,FOR017,NACIONAL,2026-03-02,,2026-03-16,2026-03-15,100,100,BRL,23.86,,111.04,122.1,L0088-04
CMP00353,PRD0089,FOR018,NACIONAL,2025-01-15,,2025-01-27,2025-01-31,54,54,BRL,44.12,,150.51,123.99,L0089-01
CMP00354,PRD0089,FOR018,NACIONAL,2025-05-26,,2025-06-02,2025-06-01,46,46,BRL,43.05,,132.64,133.45,L0089-02
CMP00355,PRD0089,FOR018,NACIONAL,2025-10-13,,2025-10-27,2025-10-31,45,45,BRL,45.45,,69.0,42.38,L0089-03
CMP00356,PRD0089,FOR018,NACIONAL,2026-02-22,,2026-03-13,2026-03-12,109,109,BRL,40.97,,182.82,189.95,L0089-04
CMP00357,PRD0090,FOR019,NACIONAL,2025-01-16,,2025-02-01,2025-02-04,69,69,BRL,27.78,,131.12,61.9,L0090-01
CMP00358,PRD0090,FOR019,NACIONAL,2025-05-24,,2025-06-09,2025-06-10,65,65,BRL,26.88,,115.3,103.07,L0090-02
