compra_id;produto_id;fornecedor_id;origem_fornecedor;data_pedido_compra;data_evento_cambio;data_prevista;data_recebimento;quantidade_pedida;quantidade_recebida;moeda;valor_unitario_moeda;taxa_cambio_interna;frete_compra_brl;impostos_compra_brl;lote;data;ptax_venda;ptax_aproximada_por_data_pedido;taxa_cambio_interna_tratada;taxa_preenchida_com_ptax;spread_cambial_pct
CMP00128;PRD0032;FOR009;IMPORTADO;25/02/2026;25/02/2026;12/05/2026;11/05/2026;167;167;USD;12.73;5.252;826.87;1486.81;L0032-04;25/02/2026;5.144;False;5.252;False;20.995.334.370.139.900
CMP00056;PRD0014;FOR015;IMPORTADO;25/02/2026;25/02/2026;20/04/2026;22/04/2026;236;236;USD;12.82;52.419;648.96;1375.11;L0014-04;25/02/2026;5.144;False;52.419;False;19.031.881.804.043.500
CMP00012;PRD0003;FOR004;IMPORTADO;25/02/2026;25/02/2026;16/04/2026;18/04/2026;1155;1155;USD;16.27;52.504;6529.57;14430.37;L0003-04;25/02/2026;5.144;False;52.504;False;20.684.292.379.471.100
CMP00068;PRD0017;FOR018;IMPORTADO;26/02/2026;26/02/2026;13/05/2026;17/05/2026;202;202;USD;19.25;52.193;1565.37;1786.02;L0017-04;26/02/2026;51.382;False;52.193;False;15.783.737.495.620.800
CMP00004;PRD0001;FOR002;IMPORTADO;26/02/2026;26/02/2026;22/05/2026;24/05/2026;2220;2220;USD;9.38;52.708;7246.07;11703.93;L0001-04;26/02/2026;51.382;False;52.708;False;2.580.670.273.636.680
CMP00064;PRD0016;FOR017;IMPORTADO;26/02/2026;26/02/2026;20/05/2026;23/05/2026;254;254;USD;13.42;53.029;1088.87;1773.88;L0016-04;26/02/2026;51.382;False;53.029;False;32.054.026.701.957.800
CMP00084;PRD0021;FOR022;IMPORTADO;27/02/2026;27/02/2026;18/05/2026;18/05/2026;192;192;USD;11.18;52.435;624.89;1024.81;L0021-04;27/02/2026;51.495;False;52.435;False;18.254.199.436.838.500
CMP00072;PRD0018;FOR019;IMPORTADO;27/02/2026;27/02/2026;10/05/2026;15/05/2026;215;215;USD;9.31;52.937;724.41;1413.14;L0018-04;27/02/2026;51.495;False;52.937;False;2.800.271.871.055.450
CMP00108;PRD0027;FOR004;IMPORTADO;27/02/2026;27/02/2026;21/05/2026;22/05/2026;140;140;USD;22.57;52.663;1026.7;1923.9;L0027-04;27/02/2026;51.495;False;52.663;False;2.268.181.376.832.710
CMP00453;PRD0114;FOR019;NACIONAL;02/01/2025;;22/01/2025;25/01/2025;39;39;BRL;19.96;;42.58;52.36;L0114-01;02/01/2025;62.086;True;;False;
CMP00209;PRD0053;FOR006;NACIONAL;02/01/2025;;27/01/2025;27/01/2025;85;85;BRL;69.12;;322.64;161.83;L0053-01;02/01/2025;62.086;True;;False;
CMP00213;PRD0054;FOR007;NACIONAL;02/01/2025;;16/01/2025;15/01/2025;84;84;BRL;91.52;;199.19;450.45;L0054-01;02/01/2025;62.086;True;;False;
CMP00249;PRD0063;FOR016;NACIONAL;02/01/2025;;21/01/2025;24/01/2025;79;79;BRL;87.88;;252.98;412.38;L0063-01;02/01/2025;62.086;True;;False;
CMP00305;PRD0077;FOR006;NACIONAL;02/01/2025;;18/01/2025;20/01/2025;60;60;BRL;48.07;;105.48;85.86;L0077-01;02/01/2025;62.086;True;;False;
CMP00317;PRD0080;FOR009;NACIONAL;02/01/2025;;21/01/2025;21/01/2025;58;58;BRL;22.04;;55.8;45.99;L0080-01;02/01/2025;62.086;True;;False;
CMP00325;PRD0082;FOR011;NACIONAL;02/01/2025;;21/01/2025;24/01/2025;37;37;BRL;28.56;;29.74;49.01;L0082-01;02/01/2025;62.086;True;;False;
CMP00369;PRD0093;FOR022;NACIONAL;02/01/2025;;25/01/2025;29/01/2025;51;51;BRL;33.35;;38.33;80.88;L0093-01;02/01/2025;62.086;True;;False;
CMP00389;PRD0098;FOR003;NACIONAL;02/01/2025;;22/01/2025;27/01/2025;48;48;BRL;34.38;;88.8;66.32;L0098-01;02/01/2025;62.086;True;;False;
CMP00417;PRD0105;FOR010;NACIONAL;02/01/2025;;27/01/2025;31/01/2025;42;42;BRL;30.54;;63.32;26.26;L0105-01;02/01/2025;62.086;True;;False;
CMP00433;PRD0109;FOR014;NACIONAL;02/01/2025;;22/01/2025;23/01/2025;45;45;BRL;36.21;;103.2;39.84;L0109-01;02/01/2025;62.086;True;;False;
CMP00149;PRD0038;FOR015;NACIONAL;02/01/2025;;23/01/2025;24/01/2025;125;125;BRL;119.02;;1097.37;847.66;L0038-01;02/01/2025;62.086;True;;False;
CMP00537;PRD0135;FOR016;NACIONAL;02/01/2025;;18/01/2025;21/01/2025;30;30;BRL;18.69;;28.99;30.67;L0135-01;02/01/2025;62.086;True;;False;
CMP00561;PRD0141;FOR022;NACIONAL;02/01/2025;;14/01/2025;13/01/2025;20;20;BRL;12.25;;7.9;13.44;L0141-01;02/01/2025;62.086;True;;False;
CMP00189;PRD0048;FOR001;NACIONAL;02/01/2025;;17/01/2025;20/01/2025;116;116;BRL;47.76;;422.28;352.9;L0048-01;02/01/2025;62.086;True;;False;
CMP00581;PRD0146;FOR003;NACIONAL;02/01/2025;;26/01/2025;29/01/2025;42;42;BRL;11.06;;13.71;15.61;L0146-01;02/01/2025;62.086;True;;False;
CMP00657;PRD0165;FOR022;NACIONAL;02/01/2025;;13/01/2025;12/01/2025;36;36;BRL;10.26;;9.02;19.34;L0165-01;02/01/2025;62.086;True;;False;
CMP00593;PRD0149;FOR006;NACIONAL;02/01/2025;;12/01/2025;10/01/2025;38;38;BRL;14.08;;39.57;34.16;L0149-01;02/01/2025;62.086;True;;False;
CMP00137;PRD0035;FOR012;NACIONAL;02/01/2025;;25/01/2025;23/01/2025;139;139;BRL;101.7;;695.81;745.24;L0035-01;02/01/2025;62.086;True;;False;
CMP00573;PRD0144;FOR001;NACIONAL;02/01/2025;;14/01/2025;19/01/2025;30;30;BRL;10.82;;21.9;8.52;L0144-01;02/01/2025;62.086;True;;False;
CMP00165;PRD0042;FOR019;NACIONAL;03/01/2025;;22/01/2025;20/01/2025;124;124;BRL;121.16;;449.92;886.04;L0042-01;03/01/2025;61.563;True;;False;
CMP00577;PRD0145;FOR002;NACIONAL;03/01/2025;;26/01/2025;29/01/2025;28;28;BRL;8.79;;8.51;6.49;L0145-01;03/01/2025;61.563;True;;False;
CMP00541;PRD0136;FOR017;NACIONAL;03/01/2025;;26/01/2025;25/01/2025;23;23;BRL;43.1;;55.61;58.95;L0136-01;03/01/2025;61.563;True;;False;
CMP00633;PRD0159;FOR016;NACIONAL;03/01/2025;;17/01/2025;17/01/2025;38;38;BRL;14.33;;20.78;13.52;L0159-01;03/01/2025;61.563;True;;False;
CMP00193;PRD0049;FOR002;NACIONAL;03/01/2025;;20/01/2025;23/01/2025;105;105;BRL;42.65;;352.71;268.94;L0049-01;03/01/2025;61.563;True;;False;
CMP00637;PRD0160;FOR017;NACIONAL;04/01/2025;;27/01/2025;30/01/2025;25;25;BRL;15.51;;25.87;14.76;L0160-01;03/01/2025;61.563;True;;False;
CMP00609;PRD0153;FOR010;NACIONAL;04/01/2025;;14/01/2025;17/01/2025;20;20;BRL;13.45;;12.98;10.48;L0153-01;03/01/2025;61.563;True;;False;
CMP00153;PRD0039;FOR016;NACIONAL;04/01/2025;;14/01/2025;14/01/2025;143;143;BRL;69.23;;376.95;338.39;L0039-01;03/01/2025;61.563;True;;False;
CMP00397;PRD0100;FOR005;NACIONAL;04/01/2025;;11/01/2025;16/01/2025;43;43;BRL;28.28;;41.43;71.43;L0100-01;03/01/2025;61.563;True;;False;
CMP00613;PRD0154;FOR011;NACIONAL;04/01/2025;;15/01/2025;18/01/2025;29;29;BRL;14.68;;27.75;26.11;L0154-01;03/01/2025;61.563;True;;False;
CMP00589;PRD0148;FOR005;NACIONAL;05/01/2025;;29/01/2025;30/01/2025;33;33;BRL;6.23;;9.42;10.5;L0148-01;03/01/2025;61.563;True;;False;
CMP00469;PRD0118;FOR023;NACIONAL;05/01/2025;;23/01/2025;24/01/2025;38;38;BRL;28.4;;83.72;54.71;L0118-01;03/01/2025;61.563;True;;False;
CMP00521;PRD0131;FOR012;NACIONAL;05/01/2025;;14/01/2025;13/01/2025;35;35;BRL;25.54;;25.39;26.23;L0131-01;03/01/2025;61.563;True;;False;
CMP00585;PRD0147;FOR004;NACIONAL;05/01/2025;;14/01/2025;16/01/2025;24;24;BRL;7.61;;4.25;4.38;L0147-01;03/01/2025;61.563;True;;False;
CMP00173;PRD0044;FOR021;NACIONAL;06/01/2025;;28/01/2025;31/01/2025;107;107;BRL;42.58;;180.39;257.67;L0044-01;06/01/2025;61.119;True;;False;
CMP00697;PRD0175;FOR008;NACIONAL;06/01/2025;;14/01/2025;16/01/2025;20;20;BRL;8.03;;9.01;9.36;L0175-01;06/01/2025;61.119;True;;False;
CMP00625;PRD0157;FOR014;NACIONAL;06/01/2025;;31/01/2025;31/01/2025;34;34;BRL;15.1;;15.67;10.94;L0157-01;06/01/2025;61.119;True;;False;
CMP00345;PRD0087;FOR016;NACIONAL;06/01/2025;;28/01/2025;29/01/2025;57;57;BRL;24.27;;30.48;28.47;L0087-01;06/01/2025;61.119;True;;False;
CMP00569;PRD0143;FOR024;NACIONAL;06/01/2025;;26/01/2025;27/01/2025;36;36;BRL;13.35;;26.44;22.91;L0143-01;06/01/2025;61.119;True;;False;
CMP00361;PRD0091;FOR020;NACIONAL;06/01/2025;;21/01/2025;20/01/2025;38;38;BRL;46.07;;43.12;55.82;L0091-01;06/01/2025;61.119;True;;False;
CMP00673;PRD0169;FOR002;NACIONAL;06/01/2025;;15/01/2025;20/01/2025;21;21;BRL;5.94;;8.68;6.47;L0169-01;06/01/2025;61.119;True;;False;
CMP00653;PRD0164;FOR021;NACIONAL;06/01/2025;;28/01/2025;02/02/2025;41;41;BRL;7.26;;14.26;17.63;L0164-01;06/01/2025;61.119;True;;False;
CMP00289;PRD0073;FOR002;NACIONAL;07/01/2025;;30/01/2025;31/01/2025;75;75;BRL;59.58;;285.87;151.81;L0073-01;07/01/2025;60.741;True;;False;
CMP00277;PRD0070;FOR023;NACIONAL;07/01/2025;;19/01/2025;17/01/2025;73;73;BRL;75.7;;169.13;206.49;L0070-01;07/01/2025;60.741;True;;False;
CMP00485;PRD0122;FOR003;NACIONAL;07/01/2025;;23/01/2025;25/01/2025;34;34;BRL;43.68;;53.74;35.22;L0122-01;07/01/2025;60.741;True;;False;
CMP00701;PRD0176;FOR009;NACIONAL;07/01/2025;;26/01/2025;26/01/2025;20;20;BRL;11.13;;5.61;10.0;L0176-01;07/01/2025;60.741;True;;False;
CMP00233;PRD0059;FOR012;NACIONAL;07/01/2025;;28/01/2025;27/01/2025;76;76;BRL;82.36;;174.12;338.15;L0059-01;07/01/2025;60.741;True;;False;
CMP00665;PRD0167;FOR024;NACIONAL;07/01/2025;;20/01/2025;22/01/2025;24;24;BRL;6.82;;11.48;9.27;L0167-01;07/01/2025;60.741;True;;False;
CMP00545;PRD0137;FOR018;NACIONAL;07/01/2025;;16/01/2025;21/01/2025;27;27;BRL;26.03;;32.37;16.87;L0137-01;07/01/2025;60.741;True;;False;
CMP00713;PRD0179;FOR012;NACIONAL;07/01/2025;;17/01/2025;16/01/2025;20;20;BRL;5.96;;7.76;6.28;L0179-01;07/01/2025;60.741;True;;False;
CMP00693;PRD0174;FOR007;NACIONAL;08/01/2025;;24/01/2025;22/01/2025;32;32;BRL;12.24;;21.79;21.29;L0174-01;08/01/2025;61.321;True;;False;
CMP00437;PRD0110;FOR015;NACIONAL;08/01/2025;;16/01/2025;19/01/2025;33;33;BRL;32.94;;30.25;43.65;L0110-01;08/01/2025;61.321;True;;False;
CMP00597;PRD0150;FOR007;NACIONAL;08/01/2025;;18/01/2025;21/01/2025;39;39;BRL;11.34;;16.34;14.09;L0150-01;08/01/2025;61.321;True;;False;
CMP00349;PRD0088;FOR017;NACIONAL;08/01/2025;;19/01/2025;23/01/2025;43;43;BRL;25.26;;46.3;48.18;L0088-01;08/01/2025;61.321;True;;False;
CMP00501;PRD0126;FOR007;NACIONAL;08/01/2025;;23/01/2025;22/01/2025;35;35;BRL;30.42;;68.53;72.83;L0126-01;08/01/2025;61.321;True;;False;
CMP00201;PRD0051;FOR004;NACIONAL;08/01/2025;;27/01/2025;25/01/2025;71;71;BRL;66.5;;352.85;181.12;L0051-01;08/01/2025;61.321;True;;False;
CMP00709;PRD0178;FOR011;NACIONAL;08/01/2025;;17/01/2025;18/01/2025;20;20;BRL;10.49;;15.41;10.31;L0178-01;08/01/2025;61.321;True;;False;
CMP00253;PRD0064;FOR017;NACIONAL;08/01/2025;;21/01/2025;22/01/2025;62;62;BRL;43.68;;200.87;191.85;L0064-01;08/01/2025;61.321;True;;False;
CMP00129;PRD0033;FOR010;NACIONAL;08/01/2025;;30/01/2025;29/01/2025;141;141;BRL;116.94;;605.7;938.61;L0033-01;08/01/2025;61.321;True;;False;
CMP00145;PRD0037;FOR014;NACIONAL;08/01/2025;;29/01/2025;31/01/2025;126;126;BRL;93.82;;270.85;716.43;L0037-01;08/01/2025;61.321;True;;False;
CMP00533;PRD0134;FOR015;NACIONAL;09/01/2025;;18/01/2025;20/01/2025;31;31;BRL;21.45;;28.57;40.04;L0134-01;09/01/2025;60.896;True;;False;
CMP00377;PRD0095;FOR024;NACIONAL;09/01/2025;;17/01/2025;18/01/2025;63;63;BRL;20.14;;89.55;44.85;L0095-01;09/01/2025;60.896;True;;False;
CMP00329;PRD0083;FOR012;NACIONAL;09/01/2025;;16/01/2025;15/01/2025;56;56;BRL;43.19;;125.88;128.81;L0083-01;09/01/2025;60.896;True;;False;
CMP00337;PRD0085;FOR014;NACIONAL;09/01/2025;;19/01/2025;23/01/2025;48;48;BRL;27.23;;52.11;56.43;L0085-01;09/01/2025;60.896;True;;False;
CMP00473;PRD0119;FOR024;NACIONAL;10/01/2025;;29/01/2025;02/02/2025;49;49;BRL;29.02;;61.86;83.77;L0119-01;10/01/2025;60.965;True;;False;
CMP00321;PRD0081;FOR010;NACIONAL;10/01/2025;;17/01/2025;22/01/2025;55;55;BRL;36.15;;50.06;106.05;L0081-01;10/01/2025;60.965;True;;False;
CMP00645;PRD0162;FOR019;NACIONAL;10/01/2025;;21/01/2025;26/01/2025;32;32;BRL;10.66;;15.24;14.95;L0162-01;10/01/2025;60.965;True;;False;
CMP00669;PRD0168;FOR001;NACIONAL;10/01/2025;;23/01/2025;27/01/2025;20;20;BRL;10.71;;5.13;8.14;L0168-01;10/01/2025;60.965;True;;False;
CMP00457;PRD0115;FOR020;NACIONAL;10/01/2025;;01/02/2025;04/02/2025;32;32;BRL;32.52;;71.98;72.77;L0115-01;10/01/2025;60.965;True;;False;
CMP00617;PRD0155;FOR012;NACIONAL;10/01/2025;;26/01/2025;27/01/2025;33;33;BRL;13.35;;18.83;10.54;L0155-01;10/01/2025;60.965;True;;False;
CMP00161;PRD0041;FOR018;NACIONAL;10/01/2025;;24/01/2025;25/01/2025;118;118;BRL;97.23;;274.84;748.29;L0041-01;10/01/2025;60.965;True;;False;
CMP00525;PRD0132;FOR013;NACIONAL;11/01/2025;;29/01/2025;02/02/2025;21;21;BRL;34.53;;24.91;49.71;L0132-01;10/01/2025;60.965;True;;False;
CMP00513;PRD0129;FOR010;NACIONAL;11/01/2025;;31/01/2025;29/01/2025;39;39;BRL;34.68;;41.34;75.89;L0129-01;10/01/2025;60.965;True;;False;
CMP00705;PRD0177;FOR010;NACIONAL;11/01/2025;;04/02/2025;04/02/2025;20;20;BRL;11.77;;8.14;12.02;L0177-01;10/01/2025;60.965;True;;False;
CMP00273;PRD0069;FOR022;NACIONAL;11/01/2025;;28/01/2025;02/02/2025;61;61;BRL;52.48;;70.41;159.61;L0069-01;10/01/2025;60.965;True;;False;
CMP00185;PRD0047;FOR024;NACIONAL;11/01/2025;;22/01/2025;20/01/2025;94;94;BRL;76.2;;284.12;438.64;L0047-01;10/01/2025;60.965;True;;False;
CMP00341;PRD0086;FOR015;NACIONAL;11/01/2025;;25/01/2025;27/01/2025;58;58;BRL;36.1;;77.84;42.75;L0086-01;10/01/2025;60.965;True;;False;
CMP00221;PRD0056;FOR009;NACIONAL;12/01/2025;;19/01/2025;17/01/2025;89;89;BRL;64.72;;177.73;139.79;L0056-01;10/01/2025;60.965;True;;False;
CMP00465;PRD0117;FOR022;NACIONAL;12/01/2025;;23/01/2025;27/01/2025;38;38;BRL;38.09;;63.93;44.4;L0117-01;10/01/2025;60.965;True;;False;
CMP00677;PRD0170;FOR003;NACIONAL;12/01/2025;;24/01/2025;25/01/2025;20;20;BRL;11.4;;13.09;10.17;L0170-01;10/01/2025;60.965;True;;False;
CMP00401;PRD0101;FOR006;NACIONAL;12/01/2025;;31/01/2025;30/01/2025;34;34;BRL;40.73;;95.5;66.49;L0101-01;10/01/2025;60.965;True;;False;
CMP00365;PRD0092;FOR021;NACIONAL;12/01/2025;;24/01/2025;28/01/2025;58;58;BRL;27.99;;128.11;85.86;L0092-01;10/01/2025;60.965;True;;False;
CMP00285;PRD0072;FOR001;NACIONAL;12/01/2025;;30/01/2025;02/02/2025;60;60;BRL;89.88;;330.25;139.17;L0072-01;10/01/2025;60.965;True;;False;
CMP00565;PRD0142;FOR023;NACIONAL;12/01/2025;;01/02/2025;06/02/2025;43;43;BRL;7.1;;6.21;15.38;L0142-01;10/01/2025;60.965;True;;False;
CMP00373;PRD0094;FOR023;NACIONAL;13/01/2025;;22/01/2025;23/01/2025;42;42;BRL;29.94;;87.9;41.01;L0094-01;13/01/2025;61.079;True;;False;
CMP00169;PRD0043;FOR020;NACIONAL;13/01/2025;;30/01/2025;31/01/2025;103;103;BRL;46.46;;114.5;215.67;L0043-01;13/01/2025;61.079;True;;False;
CMP00489;PRD0123;FOR004;NACIONAL;13/01/2025;;02/02/2025;07/02/2025;33;33;BRL;31.9;;45.12;64.6;L0123-01;13/01/2025;61.079;True;;False;
CMP00297;PRD0075;FOR004;NACIONAL;13/01/2025;;03/02/2025;05/02/2025;59;59;BRL;81.97;;299.49;155.78;L0075-01;13/01/2025;61.079;True;;False;
CMP00293;PRD0074;FOR003;NACIONAL;13/01/2025;;22/01/2025;22/01/2025;79;79;BRL;59.75;;125.02;260.92;L0074-01;13/01/2025;61.079;True;;False;
CMP00245;PRD0062;FOR015;NACIONAL;13/01/2025;;30/01/2025;28/01/2025;70;70;BRL;61.77;;287.3;248.61;L0062-01;13/01/2025;61.079;True;;False;
CMP00517;PRD0130;FOR011;NACIONAL;13/01/2025;;03/02/2025;01/02/2025;28;28;BRL;34.02;;44.45;21.23;L0130-01;13/01/2025;61.079;True;;False;
CMP00265;PRD0067;FOR020;NACIONAL;14/01/2025;;28/01/2025;28/01/2025;60;60;BRL;55.16;;234.7;180.74;L0067-01;14/01/2025;60.671;True;;False;
CMP00685;PRD0172;FOR005;NACIONAL;14/01/2025;;02/02/2025;31/01/2025;20;20;BRL;12.56;;6.09;8.69;L0172-01;14/01/2025;60.671;True;;False;
CMP00281;PRD0071;FOR024;NACIONAL;14/01/2025;;31/01/2025;03/02/2025;71;71;BRL;66.57;;103.18;140.75;L0071-01;14/01/2025;60.671;True;;False;
CMP00177;PRD0045;FOR022;NACIONAL;14/01/2025;;24/01/2025;22/01/2025;108;108;BRL;62.71;;331.79;435.14;L0045-01;14/01/2025;60.671;True;;False;
CMP00441;PRD0111;FOR016;NACIONAL;14/01/2025;;06/02/2025;05/02/2025;45;45;BRL;36.18;;76.98;88.14;L0111-01;14/01/2025;60.671;True;;False;
CMP00241;PRD0061;FOR014;NACIONAL;15/01/2025;;06/02/2025;08/02/2025;75;75;BRL;64.44;;214.63;328.11;L0061-01;15/01/2025;60.377;True;;False;
CMP00629;PRD0158;FOR015;NACIONAL;15/01/2025;;25/01/2025;24/01/2025;37;37;BRL;13.72;;29.4;23.72;L0158-01;15/01/2025;60.377;True;;False;
CMP00413;PRD0104;FOR009;NACIONAL;15/01/2025;;22/01/2025;25/01/2025;48;48;BRL;33.3;;107.89;84.02;L0104-01;15/01/2025;60.377;True;;False;
CMP00353;PRD0089;FOR018;NACIONAL;15/01/2025;;27/01/2025;31/01/2025;54;54;BRL;44.12;;150.51;123.99;L0089-01;15/01/2025;60.377;True;;False;
CMP00445;PRD0112;FOR017;NACIONAL;15/01/2025;;28/01/2025;30/01/2025;52;52;BRL;40.27;;56.49;153.19;L0112-01;15/01/2025;60.377;True;;False;
CMP00181;PRD0046;FOR023;NACIONAL;15/01/2025;;02/02/2025;31/01/2025;108;108;BRL;56.06;;239.46;380.29;L0046-01;15/01/2025;60.377;True;;False;
CMP00649;PRD0163;FOR020;NACIONAL;15/01/2025;;22/01/2025;27/01/2025;30;30;BRL;12.96;;19.19;16.56;L0163-01;15/01/2025;60.377;True;;False;
CMP00425;PRD0107;FOR012;NACIONAL;16/01/2025;;24/01/2025;23/01/2025;36;36;BRL;38.56;;74.01;43.32;L0107-01;16/01/2025;60.322;True;;False;
CMP00381;PRD0096;FOR001;NACIONAL;16/01/2025;;31/01/2025;02/02/2025;41;41;BRL;24.74;;32.77;30.08;L0096-01;16/01/2025;60.322;True;;False;
CMP00357;PRD0090;FOR019;NACIONAL;16/01/2025;;01/02/2025;04/02/2025;69;69;BRL;27.78;;131.12;61.9;L0090-01;16/01/2025;60.322;True;;False;
CMP00641;PRD0161;FOR018;NACIONAL;16/01/2025;;29/01/2025;28/01/2025;24;24;BRL;6.83;;7.06;7.72;L0161-01;16/01/2025;60.322;True;;False;
CMP00309;PRD0078;FOR007;NACIONAL;16/01/2025;;04/02/2025;07/02/2025;56;56;BRL;78.54;;155.03;219.38;L0078-01;16/01/2025;60.322;True;;False;
CMP00601;PRD0151;FOR008;NACIONAL;17/01/2025;;24/01/2025;23/01/2025;20;20;BRL;9.59;;4.73;9.48;L0151-01;17/01/2025;60.609;True;;False;
CMP00493;PRD0124;FOR005;NACIONAL;17/01/2025;;03/02/2025;01/02/2025;43;43;BRL;23.07;;72.75;40.01;L0124-01;17/01/2025;60.609;True;;False;
CMP00553;PRD0139;FOR020;NACIONAL;17/01/2025;;04/02/2025;06/02/2025;26;26;BRL;37.67;;41.67;39.66;L0139-01;17/01/2025;60.609;True;;False;
CMP00269;PRD0068;FOR021;NACIONAL;17/01/2025;;24/01/2025;25/01/2025;70;70;BRL;47.06;;244.87;134.1;L0068-01;17/01/2025;60.609;True;;False;
CMP00461;PRD0116;FOR021;NACIONAL;17/01/2025;;10/02/2025;14/02/2025;37;37;BRL;35.56;;68.91;54.72;L0116-01;17/01/2025;60.609;True;;False;
CMP00257;PRD0065;FOR018;NACIONAL;17/01/2025;;26/01/2025;26/01/2025;94;94;BRL;80.23;;323.39;192.23;L0065-01;17/01/2025;60.609;True;;False;
CMP00157;PRD0040;FOR017;NACIONAL;17/01/2025;;28/01/2025;02/02/2025;145;145;BRL;123.79;;965.57;542.92;L0040-01;17/01/2025;60.609;True;;False;
CMP00505;PRD0127;FOR008;NACIONAL;17/01/2025;;10/02/2025;14/02/2025;30;30;BRL;30.64;;29.32;29.35;L0127-01;17/01/2025;60.609;True;;False;
CMP00313;PRD0079;FOR008;NACIONAL;18/01/2025;;05/02/2025;10/02/2025;50;50;BRL;39.65;;114.45;56.97;L0079-01;17/01/2025;60.609;True;;False;
CMP00197;PRD0050;FOR003;NACIONAL;18/01/2025;;03/02/2025;06/02/2025;111;111;BRL;95.13;;304.61;659.96;L0050-01;17/01/2025;60.609;True;;False;
CMP00689;PRD0173;FOR006;NACIONAL;18/01/2025;;29/01/2025;03/02/2025;22;22;BRL;7.24;;7.23;7.26;L0173-01;17/01/2025;60.609;True;;False;
CMP00557;PRD0140;FOR021;NACIONAL;18/01/2025;;31/01/2025;01/02/2025;28;28;BRL;33.02;;33.88;36.88;L0140-01;17/01/2025;60.609;True;;False;
CMP00529;PRD0133;FOR014;NACIONAL;18/01/2025;;31/01/2025;03/02/2025;38;38;BRL;22.84;;45.49;35.15;L0133-01;17/01/2025;60.609;True;;False;
CMP00301;PRD0076;FOR005;NACIONAL;18/01/2025;;31/01/2025;04/02/2025;67;67;BRL;83.05;;209.27;342.52;L0076-01;17/01/2025;60.609;True;;False;
CMP00605;PRD0152;FOR009;NACIONAL;18/01/2025;;06/02/2025;05/02/2025;29;29;BRL;11.89;;28.8;8.55;L0152-01;17/01/2025;60.609;True;;False;
CMP00477;PRD0120;FOR001;NACIONAL;18/01/2025;;08/02/2025;13/02/2025;25;25;BRL;31.02;;16.11;38.83;L0120-01;17/01/2025;60.609;True;;False;
CMP00481;PRD0121;FOR002;NACIONAL;18/01/2025;;28/01/2025;30/01/2025;33;33;BRL;20.88;;38.02;43.13;L0121-01;17/01/2025;60.609;True;;False;
CMP00497;PRD0125;FOR006;NACIONAL;18/01/2025;;26/01/2025;24/01/2025;41;41;BRL;34.11;;105.58;74.38;L0125-01;17/01/2025;60.609;True;;False;
CMP00405;PRD0102;FOR007;NACIONAL;18/01/2025;;31/01/2025;01/02/2025;40;40;BRL;38.52;;79.61;44.66;L0102-01;17/01/2025;60.609;True;;False;
CMP00409;PRD0103;FOR008;NACIONAL;19/01/2025;;29/01/2025;30/01/2025;47;47;BRL;42.55;;86.75;94.74;L0103-01;17/01/2025;60.609;True;;False;
CMP00449;PRD0113;FOR018;NACIONAL;19/01/2025;;30/01/2025;28/01/2025;41;41;BRL;42.42;;62.73;91.45;L0113-01;17/01/2025;60.609;True;;False;
CMP00333;PRD0084;FOR013;NACIONAL;19/01/2025;;07/02/2025;09/02/2025;58;58;BRL;28.36;;93.45;86.24;L0084-01;17/01/2025;60.609;True;;False;
CMP00237;PRD0060;FOR013;NACIONAL;19/01/2025;;28/01/2025;31/01/2025;72;72;BRL;43.58;;157.53;110.86;L0060-01;17/01/2025;60.609;True;;False;
CMP00133;PRD0034;FOR011;NACIONAL;19/01/2025;;13/02/2025;12/02/2025;172;172;BRL;110.78;;1344.64;924.29;L0034-01;17/01/2025;60.609;True;;False;
CMP00509;PRD0128;FOR009;NACIONAL;19/01/2025;;07/02/2025;07/02/2025;35;35;BRL;31.25;;49.29;68.41;L0128-01;17/01/2025;60.609;True;;False;
CMP00661;PRD0166;FOR023;NACIONAL;19/01/2025;;09/02/2025;07/02/2025;20;20;BRL;12.13;;14.73;15.63;L0166-01;17/01/2025;60.609;True;;False;
CMP00205;PRD0052;FOR005;NACIONAL;19/01/2025;;10/02/2025;15/02/2025;100;100;BRL;63.86;;401.9;168.7;L0052-01;17/01/2025;60.609;True;;False;
CMP00717;PRD0180;FOR013;NACIONAL;19/01/2025;;09/02/2025;13/02/2025;20;20;BRL;10.18;;16.73;4.84;L0180-01;17/01/2025;60.609;True;;False;
CMP00385;PRD0097;FOR002;NACIONAL;19/01/2025;;05/02/2025;04/02/2025;38;38;BRL;27.66;;24.16;29.64;L0097-01;17/01/2025;60.609;True;;False;
CMP00261;PRD0066;FOR019;NACIONAL;19/01/2025;;08/02/2025;13/02/2025;79;79;BRL;71.56;;298.5;331.36;L0066-01;17/01/2025;60.609;True;;False;
CMP00681;PRD0171;FOR004;NACIONAL;19/01/2025;;02/02/2025;05/02/2025;20;20;BRL;11.67;;5.63;10.1;L0171-01;17/01/2025;60.609;True;;False;
CMP00225;PRD0057;FOR010;NACIONAL;20/01/2025;;08/02/2025;07/02/2025;89;89;BRL;82.95;;342.14;497.15;L0057-01;20/01/2025;60.498;True;;False;
CMP00141;PRD0036;FOR013;NACIONAL;20/01/2025;;09/02/2025;09/02/2025;124;124;BRL;65.6;;289.38;335.42;L0036-01;20/01/2025;60.498;True;;False;
