pedido_id,data_operacao,turno,equipe,inicio_separacao,fim_expedicao,linhas_pedido,unidades,caixas_fechadas,embalagem_especial,ruptura_ou_substituicao,retrabalho,minutos_retrabalho,ocorrencia_operacional,expedido_no_prazo
PED002073,2025-03-19,MANHÃ,EQUIPE A,2025-03-19T09:09:00-03:00,2025-03-19T09:27:00-03:00,3,4,0,false,false,false,0,,true
PED002074,2025-03-24,MANHÃ,EQUIPE A,2025-03-24T08:33:00-03:00,2025-03-24T08:43:00-03:00,1,2,0,false,false,false,0,,false
PED002075,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T09:31:00-03:00,2025-03-31T10:25:00-03:00,5,9,0,false,true,false,0,Substituição de item,true
PED002076,2025-03-18,TARDE,EQUIPE B,2025-03-18T13:57:00-03:00,2025-03-18T14:15:00-03:00,3,3,0,false,false,false,0,,true
PED002077,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T11:13:00-03:00,2025-04-01T11:50:00-03:00,5,5,0,false,false,false,0,,true
PED002078,2025-03-06,TARDE,EQUIPE B,2025-03-06T15:34:00-03:00,2025-03-06T15:52:00-03:00,3,4,0,false,false,false,0,,true
PED002079,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T09:40:00-03:00,2025-04-01T09:57:00-03:00,1,1,0,false,false,false,0,,true
PED002080,2025-03-25,MANHÃ,EQUIPE A,2025-03-25T07:27:00-03:00,2025-03-25T07:38:00-03:00,1,3,0,false,false,false,0,,true
PED002082,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T09:55:00-03:00,2025-04-01T10:18:00-03:00,2,4,0,false,false,false,0,,true
PED002083,2025-03-25,MANHÃ,EQUIPE A,2025-03-25T11:42:00-03:00,2025-03-25T11:54:00-03:00,2,2,0,false,false,false,0,,false
PED002084,2025-03-26,MANHÃ,EQUIPE A,2025-03-26T10:33:00-03:00,2025-03-26T10:49:00-03:00,1,1,0,false,false,false,0,,true
PED002085,2025-03-17,MANHÃ,EQUIPE A,2025-03-17T08:36:00-03:00,2025-03-17T08:54:00-03:00,1,1,0,false,true,false,0,Substituição de item,true
PED002086,2025-03-27,MANHÃ,EQUIPE A,2025-03-27T10:16:00-03:00,2025-03-27T10:36:00-03:00,2,3,0,false,false,false,0,,false
PED002087,2025-03-19,TARDE,EQUIPE B,2025-03-19T16:35:00-03:00,2025-03-19T16:45:00-03:00,1,1,0,false,false,false,0,,true
PED002088,2025-03-11,MANHÃ,EQUIPE A,2025-03-11T11:29:00-03:00,2025-03-11T11:41:00-03:00,2,3,0,false,false,false,0,,true
PED002089,2025-03-20,MANHÃ,EQUIPE A,2025-03-20T08:23:00-03:00,2025-03-20T08:32:00-03:00,1,1,0,false,false,false,0,,true
PED002090,2025-04-01,TARDE,EQUIPE B,2025-04-01T15:02:00-03:00,2025-04-01T15:29:00-03:00,3,5,0,false,false,false,0,,false
PED002091,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T07:36:00-03:00,2025-03-31T08:05:00-03:00,3,3,0,false,false,false,0,,false
PED002092,2025-03-19,TARDE,EQUIPE B,2025-03-19T15:00:00-03:00,2025-03-19T15:27:00-03:00,3,7,0,false,true,false,0,Substituição de item,true
PED002093,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T09:24:00-03:00,2025-04-01T09:46:00-03:00,2,3,0,false,false,false,0,,true
PED002094,2025-03-07,MANHÃ,EQUIPE A,2025-03-07T09:13:00-03:00,2025-03-07T09:23:00-03:00,1,1,0,false,false,false,0,,true
PED002095,2025-03-11,MANHÃ,EQUIPE A,2025-03-11T07:09:00-03:00,2025-03-11T07:19:00-03:00,1,1,0,false,false,false,0,,false
PED002096,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T10:29:00-03:00,2025-04-01T10:45:00-03:00,1,1,0,false,false,false,0,,false
PED002097,2025-03-25,TARDE,EQUIPE B,2025-03-25T13:38:00-03:00,2025-03-25T13:53:00-03:00,2,6,0,false,false,false,0,,true
PED002098,2025-03-07,MANHÃ,EQUIPE A,2025-03-07T07:48:00-03:00,2025-03-07T08:05:00-03:00,3,4,0,false,false,false,0,,true
PED002099,2025-03-21,TARDE,EQUIPE B,2025-03-21T15:38:00-03:00,2025-03-21T15:47:00-03:00,1,1,0,false,false,false,0,,true
PED002100,2025-04-01,TARDE,EQUIPE B,2025-04-01T13:27:00-03:00,2025-04-01T14:00:00-03:00,4,5,0,false,false,false,0,,true
PED002101,2025-03-24,MANHÃ,EQUIPE A,2025-03-24T10:16:00-03:00,2025-03-24T10:42:00-03:00,5,11,1,false,false,false,0,,true
PED002102,2025-03-11,MANHÃ,EQUIPE A,2025-03-11T07:10:00-03:00,2025-03-11T07:29:00-03:00,3,14,2,false,false,false,0,,true
PED002103,2025-03-14,MANHÃ,EQUIPE A,2025-03-14T09:30:00-03:00,2025-03-14T09:54:00-03:00,4,17,2,false,false,false,0,,true
PED002104,2025-03-31,MANHÃ,EQUIPE A,,2025-03-31T09:24:00-03:00,4,13,2,false,false,true,9,Retrabalho de conferência,true
PED002105,2025-03-26,MANHÃ,EQUIPE A,2025-03-26T08:06:00-03:00,2025-03-26T08:40:00-03:00,3,17,2,false,false,false,0,,true
PED002106,2025-03-11,MANHÃ,EQUIPE A,2025-03-11T08:19:00-03:00,2025-03-11T08:32:00-03:00,2,4,0,false,false,false,0,,true
PED002107,2025-03-11,MANHÃ,EQUIPE A,2025-03-11T08:28:00-03:00,2025-03-11T08:54:00-03:00,5,12,2,false,false,false,0,,false
PED002108,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T07:28:00-03:00,2025-04-01T08:06:00-03:00,4,13,2,false,false,false,0,,false
PED002109,2025-03-05,MANHÃ,EQUIPE A,2025-03-05T08:49:00-03:00,2025-03-05T09:22:00-03:00,6,29,4,false,false,false,0,,true
PED002110,2025-03-21,MANHÃ,EQUIPE A,2025-03-21T11:43:00-03:00,2025-03-21T12:09:00-03:00,5,11,1,false,false,false,0,,false
PED002111,2025-03-19,TARDE,EQUIPE B,2025-03-19T16:24:00-03:00,2025-03-19T16:54:00-03:00,6,17,2,false,false,false,0,,true
PED002112,2025-03-10,MANHÃ,EQUIPE A,2025-03-10T07:23:00-03:00,2025-03-10T07:48:00-03:00,5,15,2,false,false,false,0,,true
PED002113,2025-03-27,MANHÃ,EQUIPE A,2025-03-27T10:45:00-03:00,2025-03-27T11:13:00-03:00,3,10,1,false,false,false,0,,true
PED002114,2025-03-28,MANHÃ,EQUIPE A,2025-03-28T08:13:00-03:00,2025-03-28T08:48:00-03:00,5,8,1,false,false,false,0,,true
PED002115,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T07:11:00-03:00,2025-04-01T07:49:00-03:00,4,18,3,false,false,false,0,,false
PED002116,2025-03-10,TARDE,EQUIPE B,2025-03-10T13:29:00-03:00,2025-03-10T13:59:00-03:00,5,35,5,false,false,false,0,,true
PED002117,2025-03-14,MANHÃ,EQUIPE A,2025-03-14T11:49:00-03:00,2025-03-14T12:17:00-03:00,4,15,2,false,true,false,0,Substituição de item,true
PED002118,2025-03-17,TARDE,EQUIPE B,2025-03-17T16:49:00-03:00,2025-03-17T17:17:00-03:00,5,19,3,false,false,false,0,,true
PED002119,2025-03-19,MANHÃ,EQUIPE A,2025-03-19T07:35:00-03:00,2025-03-19T08:06:00-03:00,6,24,4,false,false,false,0,,true
PED002120,2025-03-14,TARDE,EQUIPE B,2025-03-14T16:10:00-03:00,2025-03-14T16:51:00-03:00,8,19,3,true,false,false,0,,true
PED002121,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T09:51:00-03:00,2025-03-31T10:46:00-03:00,4,15,2,false,false,true,10,Retrabalho de conferência,true
PED002122,2025-03-11,MANHÃ,EQUIPE A,2025-03-11T07:34:00-03:00,2025-03-11T07:50:00-03:00,3,3,0,false,false,false,0,,true
PED002123,2025-03-10,MANHÃ,EQUIPE A,2025-03-10T11:37:00-03:00,2025-03-10T12:00:00-03:00,4,18,3,false,false,false,0,,true
PED002124,2025-03-05,TARDE,EQUIPE B,2025-03-05T13:53:00-03:00,2025-03-05T14:14:00-03:00,4,10,1,false,false,false,0,,true
PED002125,2025-03-24,MANHÃ,EQUIPE A,2025-03-24T09:02:00-03:00,2025-03-24T09:30:00-03:00,4,15,2,true,false,false,0,,true
PED002126,2025-03-24,TARDE,EQUIPE B,2025-03-24T13:50:00-03:00,2025-03-24T14:22:00-03:00,6,24,4,false,false,false,0,,true
PED002127,2025-03-25,MANHÃ,EQUIPE A,2025-03-25T09:24:00-03:00,2025-03-25T09:45:00-03:00,4,8,1,false,false,false,0,,true
PED002128,2025-03-07,TARDE,EQUIPE B,2025-03-07T13:41:00-03:00,2025-03-07T14:07:00-03:00,5,11,1,false,false,false,0,,true
PED002129,2025-03-26,MANHÃ,EQUIPE A,2025-03-26T09:29:00-03:00,2025-03-26T10:11:00-03:00,6,15,2,false,false,false,0,,true
PED002130,2025-03-06,TARDE,EQUIPE B,2025-03-06T16:11:00-03:00,2025-03-06T16:34:00-03:00,3,7,1,false,true,false,0,Substituição de item,true
PED002131,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T09:31:00-03:00,2025-03-31T10:16:00-03:00,4,17,2,false,true,false,0,Substituição de item,true
PED002132,2025-03-31,TARDE,EQUIPE B,2025-03-31T13:43:00-03:00,2025-03-31T14:25:00-03:00,5,21,3,false,false,false,0,,true
PED002133,2025-03-11,MANHÃ,EQUIPE A,2025-03-11T07:14:00-03:00,2025-03-11T07:43:00-03:00,6,23,3,false,false,false,0,,true
PED002134,2025-03-14,TARDE,EQUIPE B,2025-03-14T14:36:00-03:00,2025-03-14T14:58:00-03:00,4,17,2,false,false,false,0,,true
PED002135,2025-03-25,TARDE,EQUIPE B,2025-03-25T16:15:00-03:00,2025-03-25T16:44:00-03:00,6,8,1,true,false,false,0,,true
PED002136,2025-03-21,TARDE,EQUIPE B,2025-03-21T16:18:00-03:00,2025-03-21T16:46:00-03:00,6,12,2,false,false,false,0,,true
PED002137,2025-03-21,TARDE,EQUIPE B,2025-03-21T16:35:00-03:00,2025-03-21T17:15:00-03:00,6,35,5,true,false,false,0,,true
PED002138,2025-03-14,MANHÃ,EQUIPE A,2025-03-14T08:41:00-03:00,2025-03-14T09:08:00-03:00,5,16,2,false,false,false,0,,true
PED002139,2025-03-26,TARDE,EQUIPE B,2025-03-26T16:52:00-03:00,2025-03-26T17:45:00-03:00,5,9,1,false,true,false,0,Substituição de item,true
PED002140,2025-03-27,TARDE,EQUIPE B,2025-03-27T16:15:00-03:00,2025-03-27T16:55:00-03:00,4,11,1,true,false,false,0,,true
PED002141,2025-03-31,TARDE,EQUIPE B,2025-03-31T14:18:00-03:00,2025-03-31T14:43:00-03:00,3,4,0,false,false,false,0,,true
PED002142,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T07:36:00-03:00,2025-03-31T08:17:00-03:00,5,13,2,false,false,false,0,,true
PED002143,2025-03-21,TARDE,EQUIPE B,2025-03-21T13:06:00-03:00,2025-03-21T13:25:00-03:00,3,18,3,false,false,false,0,,true
PED002144,2025-03-18,MANHÃ,EQUIPE A,2025-03-18T08:21:00-03:00,2025-03-18T08:46:00-03:00,4,9,1,true,false,false,0,,true
PED002145,2025-03-07,MANHÃ,EQUIPE A,2025-03-07T08:18:00-03:00,2025-03-07T08:51:00-03:00,6,30,5,false,false,false,0,,true
PED002146,2025-03-19,MANHÃ,EQUIPE A,2025-03-19T08:17:00-03:00,2025-03-19T08:44:00-03:00,5,17,2,false,false,false,0,,true
PED002147,2025-03-13,MANHÃ,EQUIPE A,2025-03-13T11:59:00-03:00,2025-03-13T12:21:00-03:00,4,5,0,false,false,false,0,,true
PED002148,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T11:03:00-03:00,2025-03-31T11:53:00-03:00,7,12,2,false,false,false,0,,true
PED002149,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T08:01:00-03:00,2025-04-01T08:37:00-03:00,4,20,3,false,false,false,0,,false
PED002150,2025-03-28,MANHÃ,EQUIPE A,2025-03-28T11:48:00-03:00,2025-03-28T12:50:00-03:00,5,15,2,false,false,true,7,Retrabalho de conferência,true
PED002151,2025-03-26,TARDE,EQUIPE B,2025-03-26T13:16:00-03:00,2025-03-26T14:01:00-03:00,5,22,3,false,false,false,0,,true
PED002152,2025-03-04,TARDE,EQUIPE B,2025-03-04T15:14:00-03:00,2025-03-04T15:39:00-03:00,5,16,2,false,false,false,0,,true
PED002153,2025-03-14,MANHÃ,EQUIPE A,2025-03-14T08:25:00-03:00,2025-03-14T08:47:00-03:00,4,17,2,false,false,false,0,,true
PED002154,2025-03-06,TARDE,EQUIPE B,2025-03-06T13:51:00-03:00,2025-03-06T14:15:00-03:00,5,7,1,false,false,false,0,,false
PED002155,2025-03-20,TARDE,EQUIPE B,2025-03-20T15:44:00-03:00,2025-03-20T16:13:00-03:00,5,25,4,false,false,false,0,,true
PED002156,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T11:34:00-03:00,2025-03-31T12:20:00-03:00,6,21,3,false,false,false,0,,true
PED002159,2025-03-27,TARDE,EQUIPE B,,2025-03-27T14:27:00-03:00,4,4,0,false,false,true,11,Retrabalho de conferência,true
PED002160,2025-03-28,TARDE,EQUIPE B,2025-03-28T15:14:00-03:00,2025-03-28T15:53:00-03:00,5,19,3,false,false,false,0,,false
PED002161,2025-04-04,MANHÃ,EQUIPE A,2025-04-04T11:25:00-03:00,2025-04-04T12:44:00-03:00,5,46,7,true,false,true,6,Retrabalho de conferência,false
PED002162,2025-03-13,TARDE,EQUIPE B,2025-03-13T16:41:00-03:00,2025-03-13T16:58:00-03:00,2,14,2,false,false,false,0,,true
PED002163,2025-03-20,TARDE,EQUIPE B,2025-03-20T13:50:00-03:00,2025-03-20T14:24:00-03:00,6,28,4,true,false,false,0,,false
PED002164,2025-03-31,TARDE,EQUIPE B,2025-03-31T15:30:00-03:00,2025-03-31T16:15:00-03:00,5,18,3,false,false,false,0,,true
PED002165,2025-03-07,MANHÃ,EQUIPE A,2025-03-07T11:32:00-03:00,2025-03-07T11:59:00-03:00,4,9,1,false,true,false,0,Substituição de item,true
PED002166,2025-03-04,TARDE,EQUIPE B,2025-03-04T14:20:00-03:00,2025-03-04T14:55:00-03:00,6,8,1,true,false,false,0,,true
PED002167,2025-03-10,MANHÃ,EQUIPE A,2025-03-10T07:20:00-03:00,2025-03-10T07:47:00-03:00,6,21,3,false,false,false,0,,true
PED002168,2025-03-21,TARDE,EQUIPE B,2025-03-21T13:26:00-03:00,2025-03-21T14:01:00-03:00,7,19,3,false,false,false,0,,true
PED002169,2025-03-20,TARDE,EQUIPE B,2025-03-20T15:15:00-03:00,2025-03-20T15:34:00-03:00,4,7,1,false,false,false,0,,true
PED002170,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T08:54:00-03:00,2025-04-01T09:33:00-03:00,4,17,2,false,false,false,0,,false
PED002171,2025-03-17,MANHÃ,EQUIPE A,2025-03-17T08:15:00-03:00,2025-03-17T08:39:00-03:00,5,19,3,false,false,false,0,,true
PED002172,2025-04-03,TARDE,EQUIPE B,2025-04-03T14:53:00-03:00,2025-04-03T15:31:00-03:00,4,20,3,false,false,false,0,,false
PED002173,2025-03-10,TARDE,EQUIPE B,2025-03-10T13:16:00-03:00,2025-03-10T13:35:00-03:00,3,21,3,false,false,false,0,,true
PED002174,2025-03-25,MANHÃ,EQUIPE A,2025-03-25T10:18:00-03:00,2025-03-25T10:41:00-03:00,4,28,4,false,false,false,0,,true
PED002175,2025-03-19,TARDE,EQUIPE B,2025-03-19T16:26:00-03:00,2025-03-19T17:04:00-03:00,6,22,3,true,false,false,0,,true
PED002176,2025-03-10,TARDE,EQUIPE B,2025-03-10T14:37:00-03:00,2025-03-10T14:59:00-03:00,4,19,3,false,false,false,0,,true
PED002177,2025-04-01,TARDE,EQUIPE B,2025-04-01T14:25:00-03:00,2025-04-01T15:16:00-03:00,6,35,5,false,false,false,0,,true
PED002178,2025-03-20,MANHÃ,EQUIPE A,2025-03-20T09:29:00-03:00,2025-03-20T10:01:00-03:00,7,27,4,false,false,false,0,,false
PED002179,2025-03-12,TARDE,EQUIPE B,2025-03-12T16:27:00-03:00,2025-03-12T16:49:00-03:00,4,7,1,false,false,false,0,,true
PED002180,2025-03-18,MANHÃ,EQUIPE A,2025-03-18T09:31:00-03:00,2025-03-18T09:54:00-03:00,4,14,2,false,false,false,0,,true
PED002181,2025-03-06,MANHÃ,EQUIPE A,2025-03-06T09:59:00-03:00,2025-03-06T10:24:00-03:00,3,9,1,false,true,false,0,Substituição de item,true
PED002182,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T10:28:00-03:00,2025-04-01T11:03:00-03:00,3,24,4,false,false,false,0,,true
PED002183,2025-03-06,MANHÃ,EQUIPE A,2025-03-06T09:22:00-03:00,2025-03-06T09:48:00-03:00,5,12,2,false,false,false,0,,true
PED002184,2025-04-01,TARDE,EQUIPE B,2025-04-01T15:41:00-03:00,2025-04-01T16:22:00-03:00,6,13,2,false,false,false,0,,false
PED002185,2025-03-19,MANHÃ,EQUIPE A,2025-03-19T10:52:00-03:00,2025-03-19T11:16:00-03:00,5,21,3,false,false,false,0,,true
PED002186,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T11:19:00-03:00,2025-04-01T12:35:00-03:00,7,24,4,true,false,true,7,Retrabalho de conferência,true
PED002187,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T11:42:00-03:00,2025-04-01T12:14:00-03:00,4,5,0,false,false,false,0,,false
PED002188,2025-03-26,TARDE,EQUIPE B,2025-03-26T13:24:00-03:00,2025-03-26T14:00:00-03:00,5,6,1,false,false,false,0,,true
PED002189,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T07:56:00-03:00,2025-03-31T08:36:00-03:00,5,10,1,false,false,false,0,,true
PED002190,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T07:45:00-03:00,2025-03-31T08:30:00-03:00,6,20,3,false,false,false,0,,true
PED002191,2025-03-11,TARDE,EQUIPE B,2025-03-11T15:16:00-03:00,2025-03-11T15:45:00-03:00,6,11,1,false,false,false,0,,true
PED002192,2025-03-20,MANHÃ,EQUIPE A,2025-03-20T07:46:00-03:00,2025-03-20T08:09:00-03:00,4,16,2,false,false,false,0,,true
PED002193,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T07:53:00-03:00,2025-03-31T08:19:00-03:00,3,10,1,false,false,false,0,,false
PED002194,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T10:43:00-03:00,2025-04-01T11:49:00-03:00,8,31,5,false,false,false,0,,true
PED002195,2025-03-27,MANHÃ,EQUIPE A,2025-03-27T07:57:00-03:00,2025-03-27T09:03:00-03:00,8,32,5,false,false,false,0,,true
PED002196,2025-03-05,MANHÃ,EQUIPE A,2025-03-05T10:53:00-03:00,2025-03-05T11:29:00-03:00,7,23,3,false,false,false,0,,true
PED002197,2025-03-14,MANHÃ,EQUIPE A,2025-03-14T09:58:00-03:00,2025-03-14T10:35:00-03:00,5,13,2,false,false,true,9,,true
PED002198,2025-03-21,MANHÃ,EQUIPE A,2025-03-21T10:33:00-03:00,2025-03-21T11:08:00-03:00,6,11,1,true,false,false,0,,true
PED002199,2025-03-27,MANHÃ,EQUIPE A,2025-03-27T07:27:00-03:00,2025-03-27T08:23:00-03:00,7,29,4,false,false,false,0,,true
PED002201,2025-03-31,TARDE,EQUIPE B,2025-03-31T15:22:00-03:00,2025-03-31T16:03:00-03:00,6,13,2,false,false,false,0,,true
PED002202,2025-03-24,MANHÃ,EQUIPE A,2025-03-24T10:23:00-03:00,2025-03-24T10:50:00-03:00,5,23,3,false,false,false,0,,true
PED002203,2025-03-31,TARDE,EQUIPE B,2025-03-31T13:54:00-03:00,2025-03-31T14:42:00-03:00,6,21,3,false,false,false,0,,true
PED002204,2025-03-18,TARDE,EQUIPE B,2025-03-18T16:16:00-03:00,2025-03-18T16:47:00-03:00,6,29,4,false,false,false,0,,true
PED002205,2025-03-21,MANHÃ,EQUIPE A,2025-03-21T11:41:00-03:00,2025-03-21T12:10:00-03:00,6,25,4,false,false,false,0,,true
PED002206,2025-03-05,MANHÃ,EQUIPE A,2025-03-05T08:59:00-03:00,2025-03-05T09:23:00-03:00,5,18,3,false,false,false,0,,true
PED002207,2025-03-18,MANHÃ,EQUIPE A,2025-03-18T10:12:00-03:00,2025-03-18T10:41:00-03:00,7,17,2,false,false,false,0,,true
PED002208,2025-03-27,MANHÃ,EQUIPE A,2025-03-27T09:58:00-03:00,2025-03-27T10:37:00-03:00,5,10,1,false,false,false,0,,true
PED002209,2025-03-12,MANHÃ,EQUIPE A,2025-03-12T11:50:00-03:00,2025-03-12T12:14:00-03:00,4,14,2,false,false,false,0,,true
PED002210,2025-03-24,MANHÃ,EQUIPE A,2025-03-24T07:51:00-03:00,2025-03-24T08:16:00-03:00,6,12,2,false,false,false,0,,true
PED002211,2025-03-07,TARDE,EQUIPE B,2025-03-07T15:12:00-03:00,2025-03-07T15:36:00-03:00,4,17,2,false,false,false,0,,true
PED002212,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T07:13:00-03:00,2025-03-31T08:18:00-03:00,6,23,3,false,true,false,0,Substituição de item,false
PED002213,2025-03-13,MANHÃ,EQUIPE A,2025-03-13T09:40:00-03:00,2025-03-13T10:09:00-03:00,6,16,2,false,false,false,0,,true
PED002214,2025-03-20,TARDE,EQUIPE B,2025-03-20T14:56:00-03:00,2025-03-20T15:28:00-03:00,7,29,4,false,false,false,0,,false
PED002215,2025-03-05,MANHÃ,EQUIPE A,2025-03-05T09:32:00-03:00,2025-03-05T09:45:00-03:00,2,2,0,false,false,false,0,,true
PED002216,2025-03-07,MANHÃ,EQUIPE A,2025-03-07T09:03:00-03:00,2025-03-07T09:35:00-03:00,6,18,3,false,false,false,0,,true
PED002217,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T10:42:00-03:00,2025-04-01T10:58:00-03:00,1,3,0,false,false,false,0,,true
PED002218,2025-03-11,MANHÃ,EQUIPE A,2025-03-11T07:13:00-03:00,2025-03-11T07:40:00-03:00,6,6,1,false,false,false,0,,true
PED002219,2025-03-10,TARDE,EQUIPE B,2025-03-10T15:07:00-03:00,2025-03-10T15:27:00-03:00,4,8,1,false,false,false,0,,true
PED002220,2025-03-18,TARDE,EQUIPE B,2025-03-18T14:41:00-03:00,2025-03-18T15:04:00-03:00,5,7,1,false,false,false,0,,true
PED002221,2025-03-05,MANHÃ,EQUIPE A,2025-03-05T08:45:00-03:00,2025-03-05T09:11:00-03:00,4,8,1,true,false,false,0,,true
PED002222,2025-03-20,MANHÃ,EQUIPE A,2025-03-20T08:27:00-03:00,2025-03-20T08:58:00-03:00,6,9,1,true,false,false,0,,true
PED002223,2025-03-14,TARDE,EQUIPE B,2025-03-14T14:30:00-03:00,2025-03-14T15:11:00-03:00,6,15,2,false,false,true,10,Retrabalho de conferência,true
PED002224,2025-03-04,MANHÃ,EQUIPE A,2025-03-04T07:07:00-03:00,2025-03-04T07:30:00-03:00,4,12,2,false,false,false,0,,true
PED002225,2025-03-18,MANHÃ,EQUIPE A,2025-03-18T11:27:00-03:00,2025-03-18T11:51:00-03:00,5,23,3,false,false,false,0,,true
PED002226,2025-03-31,TARDE,EQUIPE B,2025-03-31T13:20:00-03:00,2025-03-31T13:51:00-03:00,3,16,2,false,false,false,0,,true
PED002227,2025-03-05,MANHÃ,EQUIPE A,2025-03-05T11:50:00-03:00,2025-03-05T12:12:00-03:00,4,20,3,false,false,false,0,,true
PED002228,2025-03-27,TARDE,EQUIPE B,2025-03-27T16:18:00-03:00,2025-03-27T16:51:00-03:00,4,7,1,false,false,false,0,,true
PED002229,2025-03-19,MANHÃ,EQUIPE A,2025-03-19T09:14:00-03:00,2025-03-19T09:39:00-03:00,5,10,1,false,false,false,0,,true
PED002230,2025-03-06,MANHÃ,EQUIPE A,2025-03-06T09:42:00-03:00,2025-03-06T10:02:00-03:00,4,8,1,false,false,false,0,,false
PED002231,2025-03-12,MANHÃ,EQUIPE A,2025-03-12T08:15:00-03:00,2025-03-12T08:45:00-03:00,4,12,2,true,false,false,0,,true
PED002232,2025-03-21,MANHÃ,EQUIPE A,,2025-03-21T10:42:00-03:00,4,16,2,true,false,false,0,,true
PED002233,2025-03-26,MANHÃ,EQUIPE A,2025-03-26T10:18:00-03:00,2025-03-26T11:14:00-03:00,4,11,1,true,false,true,6,Retrabalho de conferência,true
PED002234,2025-03-21,MANHÃ,EQUIPE A,2025-03-21T07:49:00-03:00,2025-03-21T08:13:00-03:00,5,12,2,false,false,false,0,,true
PED002235,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T07:45:00-03:00,2025-04-01T08:40:00-03:00,7,20,3,false,false,false,0,,true
PED002236,2025-03-27,MANHÃ,EQUIPE A,2025-03-27T10:48:00-03:00,2025-03-27T11:35:00-03:00,4,9,1,false,false,true,7,Retrabalho de conferência,true
PED002237,2025-03-14,TARDE,EQUIPE B,2025-03-14T13:36:00-03:00,2025-03-14T14:02:00-03:00,4,21,3,false,false,false,0,,true
PED002238,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T08:12:00-03:00,2025-03-31T08:55:00-03:00,3,6,1,false,true,false,0,Substituição de item,true
PED002239,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T11:14:00-03:00,2025-03-31T12:07:00-03:00,4,14,2,false,true,false,0,Substituição de item,true
PED002240,2025-03-26,TARDE,EQUIPE B,2025-03-26T16:33:00-03:00,2025-03-26T17:14:00-03:00,5,19,3,false,false,false,0,,true
PED002241,2025-03-28,MANHÃ,EQUIPE A,2025-03-28T08:26:00-03:00,2025-03-28T09:16:00-03:00,6,26,4,false,false,false,0,,true
PED002242,2025-03-28,MANHÃ,EQUIPE A,2025-03-28T09:24:00-03:00,2025-03-28T10:16:00-03:00,6,34,5,false,false,false,0,,true
PED002243,2025-03-31,MANHÃ,EQUIPE A,2025-03-31T08:18:00-03:00,2025-03-31T09:02:00-03:00,5,15,2,false,false,false,0,,true
PED002244,2025-04-01,MANHÃ,EQUIPE A,2025-04-01T10:21:00-03:00,2025-04-01T11:05:00-03:00,5,15,2,false,false,false,0,,true
PED002245,2025-03-27,TARDE,EQUIPE B,2025-03-27T14:57:00-03:00,2025-03-27T16:01:00-03:00,4,11,1,true,false,true,7,Retrabalho de conferência,true
PED002246,2025-04-01,TARDE,EQUIPE B,2025-04-01T16:27:00-03:00,2025-04-01T16:52:00-03:00,2,9,1,false,false,false,0,,true
PED002248,2025-03-27,TARDE,EQUIPE B,2025-03-27T15:04:00-03:00,2025-03-27T15:56:00-03:00,4,15,2,false,true,false,0,Substituição de item,true
PED002249,2025-03-27,TARDE,EQUIPE B,2025-03-27T14:45:00-03:00,2025-03-27T15:39:00-03:00,5,28,4,false,false,true,7,Retrabalho de conferência,true
PED002250,2025-03-19,TARDE,EQUIPE B,2025-03-19T13:16:00-03:00,2025-03-19T13:44:00-03:00,5,17,2,false,false,false,0,,true
PED002251,2025-05-01,MANHÃ,EQUIPE A,2025-05-01T10:21:00-03:00,2025-05-01T10:38:00-03:00,3,4,0,false,false,false,0,,true
PED002252,2025-04-30,MANHÃ,EQUIPE A,2025-04-30T10:21:00-03:00,2025-04-30T11:04:00-03:00,3,4,0,false,true,false,0,Substituição de item,true
PED002253,2025-05-01,TARDE,EQUIPE B,2025-05-01T13:18:00-03:00,2025-05-01T13:42:00-03:00,2,7,0,false,false,false,0,,false
PED002254,2025-04-29,MANHÃ,EQUIPE A,2025-04-29T07:00:00-03:00,2025-04-29T07:15:00-03:00,1,1,0,false,false,false,0,,false
