data,campanha_id,campanha,plataforma,tipo_campanha,investimento,impressoes,cliques,sessoes,pedidos_atribuidos,novos_clientes_atribuidos,receita_atribuida
2025-06-27,SOC-202506,Social 06/2025,Meta Ads,SOCIAL,93.73,814,37,33,4,1,1384.83
2025-06-30,SOC-202506,Social 06/2025,Meta Ads,SOCIAL,93.78,725,25,19,9,5,1384.85
2025-06-03,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,1972,58,46,2,1,803.1
2025-06-05,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,2684,61,49,2,1,803.1
2025-06-06,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,1170,78,71,2,1,803.1
2025-06-09,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,1517,41,32,2,1,803.1
2025-06-10,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,3690,90,78,2,1,803.1
2025-06-11,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,2184,52,45,2,1,803.1
2025-06-12,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,2652,68,62,2,1,803.1
2025-06-16,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,3145,85,71,2,1,803.1
2025-06-17,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,820,41,36,2,1,803.1
2025-06-19,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,3552,111,87,2,1,803.1
2025-06-20,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,1230,41,32,2,1,803.1
2025-06-23,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,1792,64,52,2,1,803.1
2025-06-25,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,1440,40,37,2,1,803.1
2025-06-26,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.53,1806,43,37,2,1,803.1
2025-06-30,INF-202506,Influencer 06/2025,Creators,INFLUENCER,154.58,880,44,34,8,5,803.07
2025-07-01,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,1564,46,38,5,1,2049.05
2025-07-02,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,1768,52,43,5,1,2049.05
2025-07-03,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,1248,52,46,5,1,2049.05
2025-07-04,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,1230,41,32,5,1,2049.05
2025-07-10,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,4148,122,113,5,1,2049.05
2025-07-11,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,2430,54,46,5,1,2049.05
2025-07-14,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,1547,91,73,5,1,2049.05
2025-07-15,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,1215,45,36,5,1,2049.05
2025-07-18,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,1900,50,43,5,1,2049.05
2025-07-24,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,3731,91,82,5,1,2049.05
2025-07-25,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,3348,124,112,5,1,2049.05
2025-07-28,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,2232,62,49,5,1,2049.05
2025-07-29,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,1456,56,50,5,1,2049.05
2025-07-30,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,1104,46,37,5,1,2049.05
2025-07-31,SEA-202507,Search 07/2025,Google Ads,SEARCH,150.0,1782,54,47,10,11,2049.0
2025-07-01,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,2034,113,89,5,2,1854.4
2025-07-03,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,2645,115,103,5,2,1854.4
2025-07-04,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,3016,104,94,5,2,1854.4
2025-07-07,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,2464,112,102,5,2,1854.4
2025-07-08,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,1760,44,40,5,2,1854.4
2025-07-09,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,1932,46,39,5,2,1854.4
2025-07-14,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,2537,59,54,5,2,1854.4
2025-07-15,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,1536,64,50,5,2,1854.4
2025-07-16,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,2478,59,51,5,2,1854.4
2025-07-17,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,2450,98,77,5,2,1854.4
2025-07-18,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,1716,66,55,5,2,1854.4
2025-07-24,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,836,44,36,5,2,1854.4
2025-07-25,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,1458,54,50,5,2,1854.4
2025-07-28,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.73,3572,94,83,5,2,1854.4
2025-07-30,SOC-202507,Social 07/2025,Meta Ads,SOCIAL,167.78,1716,44,35,10,6,1854.39
2025-07-03,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,1974,47,43,2,1,948.9
2025-07-04,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,1275,75,62,2,1,948.9
2025-07-07,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,1591,43,36,2,1,948.9
2025-07-08,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,1624,58,45,2,1,948.9
2025-07-14,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,2277,69,57,2,1,948.9
2025-07-15,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,2088,87,76,2,1,948.9
2025-07-16,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,1660,83,75,2,1,948.9
2025-07-18,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,1080,45,36,2,1,948.9
2025-07-21,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,1813,49,44,2,1,948.9
2025-07-23,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,2241,83,67,2,1,948.9
2025-07-24,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,1316,47,41,2,1,948.9
2025-07-25,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,615,41,33,2,1,948.9
2025-07-28,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,888,37,30,2,1,948.9
2025-07-29,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.13,1755,39,34,2,1,948.9
2025-07-31,INF-202507,Influencer 07/2025,Creators,INFLUENCER,130.18,960,40,33,9,2,948.9
2025-08-05,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,4116,98,86,6,1,2653.89
2025-08-07,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,1274,49,40,6,1,2653.89
2025-08-08,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,2640,60,51,6,1,2653.89
2025-08-11,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,3120,78,66,6,1,2653.89
2025-08-12,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,3256,88,76,6,1,2653.89
2025-08-13,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,3422,118,107,6,1,2653.89
2025-08-18,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,2144,67,58,6,1,2653.89
2025-08-19,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,4100,100,88,6,1,2653.89
2025-08-20,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,2940,70,56,6,1,2653.89
2025-08-21,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,828,46,36,6,1,2653.89
2025-08-22,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,1248,48,45,6,1,2653.89
2025-08-26,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,1248,52,47,6,1,2653.89
2025-08-27,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,2720,80,71,6,1,2653.89
2025-08-28,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,1224,51,46,6,1,2653.89
2025-08-29,SEA-202508,Search 08/2025,Google Ads,SEARCH,168.0,2928,122,109,12,14,2653.93
2025-08-04,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,1577,83,71,7,3,2555.69
2025-08-06,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,7455,213,198,7,3,2555.69
2025-08-07,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,3256,88,79,7,3,2555.69
2025-08-08,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,4560,114,99,7,3,2555.69
2025-08-11,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,5762,134,111,7,3,2555.69
2025-08-12,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,1802,106,93,7,3,2555.69
2025-08-13,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,1680,80,74,7,3,2555.69
2025-08-15,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,3801,181,150,7,3,2555.69
2025-08-18,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,3663,99,91,7,3,2555.69
2025-08-19,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,2925,195,179,7,3,2555.69
2025-08-21,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,3720,124,108,7,3,2555.69
2025-08-22,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,4343,101,87,7,3,2555.69
2025-08-25,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,1932,84,73,7,3,2555.69
2025-08-27,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.27,2544,106,90,7,3,2555.69
2025-08-28,SOC-202508,Social 08/2025,Meta Ads,SOCIAL,276.22,2800,112,96,7,14,2555.75
2025-08-01,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,2331,63,59,2,1,830.48
2025-08-04,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,2352,84,73,2,1,830.48
2025-08-06,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,3564,108,100,2,1,830.48
2025-08-07,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,986,58,50,2,1,830.48
2025-08-08,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,2185,95,82,2,1,830.48
2025-08-11,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,987,47,43,2,1,830.48
2025-08-12,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,4000,100,82,2,1,830.48
2025-08-13,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,1296,54,42,2,1,830.48
2025-08-15,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,2349,87,69,2,1,830.48
2025-08-19,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,1188,44,34,2,1,830.48
2025-08-20,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,1800,72,59,2,1,830.48
2025-08-22,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,2108,68,59,2,1,830.48
2025-08-26,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,1344,48,42,2,1,830.48
2025-08-27,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.53,2150,50,44,2,1,830.48
2025-08-29,INF-202508,Influencer 08/2025,Creators,INFLUENCER,154.58,1815,55,51,9,5,830.49
2025-09-01,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,4181,113,97,6,2,2308.99
2025-09-02,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,2368,64,56,6,2,2308.99
2025-09-04,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,5066,149,124,6,2,2308.99
2025-09-05,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,5472,152,130,6,2,2308.99
2025-09-09,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,2175,75,60,6,2,2308.99
2025-09-10,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,2279,53,46,6,2,2308.99
2025-09-12,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,1600,64,52,6,2,2308.99
2025-09-15,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,2280,114,92,6,2,2308.99
2025-09-18,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,3026,89,80,6,2,2308.99
2025-09-19,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,2640,110,89,6,2,2308.99
2025-09-23,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,3024,72,57,6,2,2308.99
2025-09-24,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,1586,61,54,6,2,2308.99
2025-09-25,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,1024,64,50,6,2,2308.99
2025-09-26,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,2774,73,66,6,2,2308.99
2025-09-29,SEA-202509,Search 09/2025,Google Ads,SEARCH,192.0,1340,67,56,8,4,2308.98
2025-09-01,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,3584,128,113,6,2,2284.6
2025-09-04,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,1536,96,90,6,2,2284.6
2025-09-08,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,1919,101,88,6,2,2284.6
2025-09-09,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,2665,65,54,6,2,2284.6
2025-09-10,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,3913,91,75,6,2,2284.6
2025-09-11,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,6075,135,119,6,2,2284.6
2025-09-12,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,2847,73,66,6,2,2284.6
2025-09-15,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,3132,87,78,6,2,2284.6
2025-09-17,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,3567,87,69,6,2,2284.6
2025-09-19,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,7434,177,157,6,2,2284.6
2025-09-22,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,2781,103,82,6,2,2284.6
2025-09-24,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,4797,123,111,6,2,2284.6
2025-09-25,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,1806,86,75,6,2,2284.6
2025-09-29,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.07,2958,87,78,6,2,2284.6
2025-09-30,SOC-202509,Social 09/2025,Meta Ads,SOCIAL,217.02,7040,176,138,17,16,2284.65
2025-09-03,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,1302,42,36,1,1,642.14
2025-09-08,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,4800,120,103,1,1,642.14
2025-09-10,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,4264,104,96,1,1,642.14
2025-09-11,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,2310,55,44,1,1,642.14
2025-09-12,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,1012,44,35,1,1,642.14
2025-09-15,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,3720,120,98,1,1,642.14
2025-09-17,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,1935,43,40,1,1,642.14
2025-09-18,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,2700,100,82,1,1,642.14
2025-09-19,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,1904,68,57,1,1,642.14
2025-09-22,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,2730,70,62,1,1,642.14
2025-09-24,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,2886,78,68,1,1,642.14
2025-09-25,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,1860,60,52,1,1,642.14
2025-09-26,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,1300,52,43,1,1,642.14
2025-09-29,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,1120,40,35,1,1,642.14
2025-09-30,INF-202509,Influencer 09/2025,Creators,INFLUENCER,146.4,1806,42,39,15,4,642.16
2025-10-01,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,2756,106,92,5,2,2144.4
2025-10-02,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,1500,60,56,5,2,2144.4
2025-10-03,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,1785,51,43,5,2,2144.4
2025-10-07,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,2352,56,50,5,2,2144.4
2025-10-10,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,4158,99,90,5,2,2144.4
2025-10-15,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,2001,87,68,5,2,2144.4
2025-10-16,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,2310,66,58,5,2,2144.4
2025-10-17,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,2788,68,56,5,2,2144.4
2025-10-20,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,1914,66,57,5,2,2144.4
2025-10-21,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,2482,73,66,5,2,2144.4
2025-10-22,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,1848,56,50,5,2,2144.4
2025-10-23,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,3300,75,60,5,2,2144.4
2025-10-24,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,1200,75,58,5,2,2144.4
2025-10-30,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,2013,61,47,5,2,2144.4
2025-10-31,SEA-202510,Search 10/2025,Google Ads,SEARCH,180.0,1664,64,54,16,2,2144.44
2025-10-01,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,2640,88,77,6,3,2284.87
2025-10-02,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,6232,164,133,6,3,2284.87
2025-10-03,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,2627,71,63,6,3,2284.87
2025-10-06,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,1880,94,83,6,3,2284.87
2025-10-09,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,2210,65,54,6,3,2284.87
2025-10-10,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,3441,111,91,6,3,2284.87
2025-10-13,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,1900,76,69,6,3,2284.87
2025-10-15,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,3680,92,76,6,3,2284.87
2025-10-16,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,3250,125,116,6,3,2284.87
2025-10-20,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,1700,68,58,6,3,2284.87
2025-10-21,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,4851,147,133,6,3,2284.87
2025-10-23,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,3480,174,141,6,3,2284.87
2025-10-27,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,2295,85,76,6,3,2284.87
2025-10-28,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.93,2318,61,56,6,3,2284.87
2025-10-29,SOC-202510,Social 10/2025,Meta Ads,SOCIAL,226.98,1827,63,54,17,4,2284.87
2025-10-01,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,2112,48,41,1,0,647.83
2025-10-02,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,2496,64,52,1,0,647.83
2025-10-07,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,1102,58,53,1,0,647.83
2025-10-08,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,700,35,28,1,0,647.83
2025-10-10,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,988,52,40,1,0,647.83
2025-10-13,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,1110,30,27,1,0,647.83
2025-10-14,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,777,37,31,1,0,647.83
2025-10-15,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,476,28,24,1,0,647.83
2025-10-17,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,2340,65,51,1,0,647.83
2025-10-21,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,1015,29,25,1,0,647.83
2025-10-22,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,1190,35,30,1,0,647.83
2025-10-23,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,903,43,39,1,0,647.83
2025-10-27,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,945,45,40,1,0,647.83
2025-10-29,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.73,1156,34,29,1,0,647.83
2025-10-31,INF-202510,Influencer 10/2025,Creators,INFLUENCER,105.78,1040,40,34,14,13,647.9
2025-11-05,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,1886,82,75,9,2,3354.21
2025-11-07,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,2254,98,84,9,2,3354.21
2025-11-11,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,3150,175,144,9,2,3354.21
2025-11-12,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,5134,151,127,9,2,3354.21
2025-11-13,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,2346,69,62,9,2,3354.21
2025-11-14,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,2001,87,71,9,2,3354.21
2025-11-17,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,4428,123,98,9,2,3354.21
2025-11-18,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,1836,102,94,9,2,3354.21
2025-11-19,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,5184,162,135,9,2,3354.21
2025-11-21,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,3182,86,72,9,2,3354.21
2025-11-24,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,3560,178,150,9,2,3354.21
2025-11-25,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,4452,106,88,9,2,3354.21
2025-11-26,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,1840,92,81,9,2,3354.21
2025-11-27,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,1995,95,86,9,2,3354.21
2025-11-28,SEA-202511,Search 11/2025,Google Ads,SEARCH,222.0,4340,155,141,22,9,3354.28
2025-11-03,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,2546,67,57,7,2,2339.27
2025-11-04,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,2112,64,58,7,2,2339.27
2025-11-05,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,2924,68,54,7,2,2339.27
2025-11-07,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,1950,78,71,7,2,2339.27
2025-11-11,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,3534,114,99,7,2,2339.27
2025-11-12,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,2125,85,69,7,2,2339.27
2025-11-13,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,3520,160,149,7,2,2339.27
2025-11-14,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,2556,142,129,7,2,2339.27
2025-11-17,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,1512,63,52,7,2,2339.27
2025-11-18,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,1260,70,56,7,2,2339.27
2025-11-19,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,1911,91,80,7,2,2339.27
2025-11-21,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,2394,126,99,7,2,2339.27
2025-11-24,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,3526,86,73,7,2,2339.27
2025-11-27,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.27,1026,57,45,7,2,2339.27
2025-11-28,SOC-202511,Social 11/2025,Meta Ads,SOCIAL,202.22,3968,128,100,18,13,2339.24
2025-11-04,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,2660,95,75,3,1,956.89
2025-11-05,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,1785,105,93,3,1,956.89
2025-11-06,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,2214,54,42,3,1,956.89
2025-11-07,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,2560,64,50,3,1,956.89
2025-11-10,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,3024,126,98,3,1,956.89
2025-11-11,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,1116,62,53,3,1,956.89
2025-11-12,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,3404,92,74,3,1,956.89
2025-11-14,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,1392,58,50,3,1,956.89
2025-11-17,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,6072,138,123,3,1,956.89
2025-11-18,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,2289,109,95,3,1,956.89
2025-11-20,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,1600,50,45,3,1,956.89
2025-11-21,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,2160,48,39,3,1,956.89
2025-11-24,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,4556,134,120,3,1,956.89
2025-11-25,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,4998,119,95,3,1,956.89
2025-11-26,INF-202511,Influencer 11/2025,Creators,INFLUENCER,170.8,1794,78,69,3,7,956.92
2025-12-01,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,2877,137,123,5,2,1718.26
2025-12-02,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,4578,109,97,5,2,1718.26
2025-12-03,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,2278,67,54,5,2,1718.26
2025-12-05,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,1890,126,102,5,2,1718.26
2025-12-10,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,1207,71,56,5,2,1718.26
2025-12-11,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,2496,104,89,5,2,1718.26
2025-12-12,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,1220,61,53,5,2,1718.26
2025-12-16,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,896,56,50,5,2,1718.26
2025-12-17,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,2320,80,65,5,2,1718.26
2025-12-18,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,3440,86,75,5,2,1718.26
2025-12-19,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,1188,66,52,5,2,1718.26
2025-12-23,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,1856,116,103,5,2,1718.26
2025-12-25,SEA-202512,Search 12/2025,Google Ads,SEARCH,216.0,960,60,48,5,2,1718.26
