pedido_id,cliente_id,data_pedido,canal_venda,campanha_id,vendedor_id,status,valor_bruto_produtos,desconto_itens,desconto_pedido,frete_cobrado,frete_pago,taxa_pagamento,comissao,impostos_venda,data_prometida,data_expedicao,transportadora,urgente
PED001413,CLI004421,2025-02-17T08:24:00-03:00,B2B,,VND08,CONCLUÍDO,1607.11,206.13,12.14,10.56,47.51,16.54,68.97,90.27,2025-02-19T18:00:00-03:00,2025-02-18T07:58:00-03:00,Eixo Cargo,false
PED001414,CLI004298,2025-02-04T15:05:00-03:00,B2B,,VND01,CONCLUÍDO,670.84,94.54,6.3,4.71,20.67,5.49,25.24,37.05,2025-02-06T18:00:00-03:00,2025-02-05T08:07:00-03:00,Rota Nacional,true
PED001415,CLI004446,2025-02-21T10:45:00-03:00,B2B,,VND03,CONCLUÍDO,1331.91,171.86,43.09,1.86,16.32,7.67,47.2,72.6,2025-02-25T18:00:00-03:00,2025-02-24T10:54:00-03:00,Eixo Cargo,false
PED001416,CLI004389,2025-02-26T19:44:00-03:00,B2B,,VND02,CONCLUÍDO,2074.57,336.13,8.09,8.61,40.21,20.32,80.86,112.47,2025-02-28T18:00:00-03:00,2025-02-27T10:43:00-03:00,Eixo Cargo,false
PED001417,CLI004479,2025-02-13T10:37:00-03:00,B2B,,VND07,CONCLUÍDO,1295.2,159.07,32.72,4.09,19.23,9.79,48.81,71.72,2025-02-17T18:00:00-03:00,2025-02-14T12:02:00-03:00,Eixo Cargo,false
PED001418,CLI004314,2025-02-10T17:55:00-03:00,B2B,,VND08,CONCLUÍDO,2017.53,312.32,73.83,7.38,36.61,22.97,78.97,106.04,2025-02-12T18:00:00-03:00,2025-02-11T07:24:00-03:00,Eixo Cargo,false
PED001419,CLI004453,2025-02-17T14:09:00-03:00,B2B,,VND01,CONCLUÍDO,1908.16,253.05,6.42,7.08,26.22,11.03,69.26,107.16,2025-02-19T18:00:00-03:00,2025-02-18T08:53:00-03:00,Rápido Sul,false
PED001420,CLI004368,2025-02-04T09:19:00-03:00,B2B,,VND02,CONCLUÍDO,2003.64,305.52,13.59,6.27,21.97,12.88,58.15,109.49,2025-02-06T18:00:00-03:00,2025-02-05T15:05:00-03:00,Rápido Sul,false
PED001421,CLI004453,2025-02-28T13:21:00-03:00,B2B,,VND01,CONCLUÍDO,702.01,103.29,4.72,4.95,22.18,7.81,26.81,38.61,2025-03-04T18:00:00-03:00,2025-03-03T10:29:00-03:00,Rápido Sul,false
PED001422,CLI004268,2025-02-05T09:02:00-03:00,B2B,,VND04,CONCLUÍDO,2229.46,284.92,0.18,8.7,43.71,27.87,70.33,126.38,2025-02-07T18:00:00-03:00,2025-02-06T10:17:00-03:00,Eixo Cargo,false
PED001423,CLI004226,2025-02-11T18:41:00-03:00,B2B,,VND08,CONCLUÍDO,607.16,86.14,23.27,4.16,15.01,2.04,20.15,32.35,2025-02-13T18:00:00-03:00,2025-02-12T09:28:00-03:00,Expresso Interior,false
PED001424,CLI004232,2025-02-20T17:57:00-03:00,B2B,,VND08,CONCLUÍDO,3424.11,423.26,43.66,26.53,77.16,33.96,142.72,192.22,2025-02-24T18:00:00-03:00,2025-02-21T08:13:00-03:00,Expresso Interior,false
PED001425,CLI004389,2025-02-07T19:13:00-03:00,B2B,,VND02,CONCLUÍDO,3962.18,570.87,79.61,12.91,45.69,37.77,162.07,215.26,2025-02-11T18:00:00-03:00,2025-02-10T10:12:00-03:00,Eixo Cargo,false
PED001426,CLI004368,2025-02-26T09:42:00-03:00,B2B,,VND02,CONCLUÍDO,3591.66,568.25,58.77,5.43,27.94,33.0,94.42,192.7,2025-02-28T18:00:00-03:00,2025-03-04T11:09:00-03:00,Rota Nacional,false
PED001427,CLI004457,2025-02-24T11:17:00-03:00,B2B,,VND01,CONCLUÍDO,558.08,73.77,3.87,5.88,23.12,6.17,20.35,31.23,2025-02-26T18:00:00-03:00,2025-02-25T09:33:00-03:00,Rota Nacional,true
PED001428,CLI004479,2025-02-28T19:31:00-03:00,B2B,,VND07,CONCLUÍDO,1554.98,202.9,46.49,6.44,21.84,16.52,60.25,84.86,2025-03-04T18:00:00-03:00,2025-03-05T07:52:00-03:00,Rota Nacional,true
PED001429,CLI004268,2025-02-05T14:24:00-03:00,B2B,,VND04,CONCLUÍDO,2325.08,368.49,19.73,13.43,42.07,16.58,76.65,125.9,2025-02-07T18:00:00-03:00,2025-02-06T13:55:00-03:00,Expresso Interior,false
PED001430,CLI004232,2025-02-26T14:12:00-03:00,B2B,,VND08,DEVOLVIDO_PARCIAL,614.81,91.97,18.88,6.37,28.95,3.71,15.89,32.76,2025-02-28T18:00:00-03:00,2025-02-27T10:58:00-03:00,Rápido Sul,false
PED001431,CLI004418,2025-02-26T17:36:00-03:00,B2B,,VND01,CONCLUÍDO,1870.61,323.26,47.5,7.34,33.93,8.49,63.54,97.49,2025-02-28T18:00:00-03:00,2025-03-03T16:39:00-03:00,Expresso Interior,false
PED001432,CLI004232,2025-02-10T17:26:00-03:00,B2B,,VND08,CONCLUÍDO,1550.34,225.65,47.12,13.89,47.42,11.06,48.87,83.04,2025-02-12T18:00:00-03:00,2025-02-11T10:00:00-03:00,Eixo Cargo,true
PED001433,CLI004418,2025-02-13T14:28:00-03:00,B2B,,VND01,CONCLUÍDO,807.08,107.05,14.06,3.57,15.68,7.57,25.24,44.59,2025-02-17T18:00:00-03:00,2025-02-14T09:29:00-03:00,Rota Nacional,false
PED001434,CLI004268,2025-02-20T16:35:00-03:00,B2B,,VND04,CONCLUÍDO,2670.98,372.34,52.78,11.02,46.01,28.28,101.52,145.98,2025-02-24T18:00:00-03:00,2025-02-21T08:10:00-03:00,Eixo Cargo,false
PED001435,CLI004268,2025-02-24T15:36:00-03:00,B2B,,VND04,CONCLUÍDO,823.9,125.78,24.12,5.54,25.56,3.56,28.94,43.81,2025-02-26T18:00:00-03:00,2025-02-25T17:04:00-03:00,Expresso Interior,true
PED001436,CLI004232,2025-02-10T17:47:00-03:00,B2B,,VND08,CONCLUÍDO,1888.79,312.67,14.13,9.99,42.77,10.23,48.63,101.53,2025-02-12T18:00:00-03:00,2025-02-14T11:14:00-03:00,Rápido Sul,false
PED001437,CLI004226,2025-02-28T13:58:00-03:00,B2B,,VND08,CONCLUÍDO,1548.91,208.17,1.25,5.09,18.93,17.12,52.79,87.07,2025-03-04T18:00:00-03:00,2025-03-03T17:05:00-03:00,Rota Nacional,false
PED001438,CLI004446,2025-02-28T10:26:00-03:00,B2B,,VND03,CONCLUÍDO,1458.54,171.53,19.81,6.25,23.59,10.97,41.65,82.37,2025-03-04T18:00:00-03:00,2025-03-03T12:07:00-03:00,Rápido Sul,false
PED001439,CLI004314,2025-02-27T09:09:00-03:00,B2B,,VND08,CONCLUÍDO,1398.37,176.21,7.92,9.24,31.6,17.68,42.02,78.93,2025-03-03T18:00:00-03:00,2025-02-28T11:04:00-03:00,Eixo Cargo,false
PED001440,CLI004368,2025-02-25T14:12:00-03:00,B2B,,VND02,CONCLUÍDO,2222.69,329.6,39.79,7.87,23.58,13.44,73.88,120.46,2025-02-27T18:00:00-03:00,2025-02-26T11:18:00-03:00,Rápido Sul,false
PED001441,CLI004268,2025-02-19T16:14:00-03:00,B2B,,VND04,CONCLUÍDO,1796.19,299.98,2.35,4.74,27.1,15.47,45.71,97.1,2025-02-21T18:00:00-03:00,2025-02-20T07:53:00-03:00,Rápido Sul,false
PED001442,CLI004365,2025-02-04T14:31:00-03:00,B2B,,VND06,CONCLUÍDO,1834.25,268.66,21.38,6.89,21.01,15.99,66.13,100.37,2025-02-06T18:00:00-03:00,2025-02-05T10:59:00-03:00,Rápido Sul,false
PED001443,CLI004258,2025-02-20T16:27:00-03:00,B2B,,VND06,CONCLUÍDO,4147.93,689.78,141.14,10.21,61.45,49.29,101.49,215.61,2025-02-24T18:00:00-03:00,2025-02-26T13:55:00-03:00,Eixo Cargo,false
PED001444,CLI004479,2025-02-18T09:06:00-03:00,B2B,,VND07,CONCLUÍDO,1668.77,286.51,48.59,7.7,22.2,19.23,43.55,86.69,2025-02-20T18:00:00-03:00,2025-02-19T10:13:00-03:00,Rápido Sul,false
PED001445,CLI004218,2025-02-20T09:24:00-03:00,B2B,,VND03,CONCLUÍDO,1985.73,221.56,68.97,5.44,21.81,19.52,63.46,110.19,2025-02-24T18:00:00-03:00,2025-02-21T09:31:00-03:00,Expresso Interior,false
PED001446,CLI004389,2025-02-06T14:56:00-03:00,B2B,,VND02,CONCLUÍDO,860.11,164.89,5.01,6.65,20.14,4.32,22.23,44.86,2025-02-10T18:00:00-03:00,2025-02-07T10:45:00-03:00,Rota Nacional,false
PED001447,CLI004232,2025-02-28T13:06:00-03:00,B2B,,VND08,CONCLUÍDO,1547.78,158.46,9.91,4.23,36.47,13.27,47.97,89.66,2025-03-04T18:00:00-03:00,2025-03-03T14:22:00-03:00,Rápido Sul,false
PED001448,CLI004368,2025-02-27T16:39:00-03:00,B2B,,VND02,CONCLUÍDO,1437.16,191.4,56.33,4.17,23.63,13.42,54.82,77.31,2025-03-03T18:00:00-03:00,2025-03-05T16:03:00-03:00,Rota Nacional,false
PED001449,CLI004368,2025-02-19T08:39:00-03:00,B2B,,VND02,CONCLUÍDO,1213.77,199.7,46.59,3.74,18.53,6.91,36.72,62.89,2025-02-21T18:00:00-03:00,2025-02-20T09:22:00-03:00,Eixo Cargo,true
PED001450,CLI004314,2025-02-12T13:34:00-03:00,B2B,,VND08,CONCLUÍDO,2218.09,332.63,41.18,4.89,38.91,22.23,73.68,119.88,2025-02-14T18:00:00-03:00,2025-02-13T16:37:00-03:00,Eixo Cargo,false
PED001451,CLI004384,2025-02-25T08:00:00-03:00,B2B,,VND08,CONCLUÍDO,2031.79,312.34,38.71,16.8,53.79,18.73,71.0,109.25,2025-02-27T18:00:00-03:00,2025-02-26T11:12:00-03:00,Eixo Cargo,true
PED001452,CLI004365,2025-02-14T17:28:00-03:00,B2B,,VND06,CONCLUÍDO,2680.7,516.68,49.45,5.32,26.44,12.02,67.79,137.45,2025-02-18T18:00:00-03:00,2025-02-17T10:41:00-03:00,Rota Nacional,true
PED001453,CLI004218,2025-02-13T13:26:00-03:00,B2B,,VND03,CANCELADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-02-17T18:00:00-03:00,,Rota Nacional,false
PED001454,CLI004369,2025-02-07T16:11:00-03:00,B2B,,VND06,CONCLUÍDO,2931.98,500.35,22.53,4.23,26.41,31.07,75.68,156.59,2025-02-11T18:00:00-03:00,2025-02-10T09:36:00-03:00,Rota Nacional,false
PED001455,CLI004421,2025-02-24T12:09:00-03:00,B2B,,VND08,CONCLUÍDO,2718.42,307.05,86.8,8.68,75.56,25.69,108.09,151.1,2025-02-26T18:00:00-03:00,2025-02-25T14:06:00-03:00,Rota Nacional,false
PED001456,CLI004418,2025-02-27T18:15:00-03:00,B2B,,VND01,CONCLUÍDO,1375.31,156.15,28.82,6.32,18.36,12.08,39.73,77.37,2025-03-03T18:00:00-03:00,2025-03-05T15:07:00-03:00,Expresso Interior,false
PED001457,CLI004373,2025-02-25T09:06:00-03:00,B2B,,VND01,CONCLUÍDO,1604.39,191.72,59.58,5.48,16.98,6.28,46.94,87.95,2025-02-27T18:00:00-03:00,2025-02-26T09:42:00-03:00,Eixo Cargo,false
PED001458,CLI004502,2025-02-07T08:32:00-03:00,B2B,,VND07,CONCLUÍDO,1315.23,224.99,16.89,4.36,24.24,8.09,34.26,69.77,2025-02-11T18:00:00-03:00,2025-02-10T14:56:00-03:00,Rota Nacional,true
PED001459,CLI004365,2025-02-07T14:31:00-03:00,B2B,,VND06,CONCLUÍDO,3742.73,542.88,48.84,5.43,32.29,44.61,127.16,204.82,2025-02-11T18:00:00-03:00,2025-02-10T10:15:00-03:00,Eixo Cargo,false
PED001460,CLI004298,2025-02-26T14:20:00-03:00,B2B,,VND01,CONCLUÍDO,1677.29,233.97,22.92,8.54,28.21,16.92,66.42,92.33,2025-02-28T18:00:00-03:00,2025-02-27T12:29:00-03:00,Rápido Sul,false
PED001461,CLI004226,2025-02-11T08:04:00-03:00,B2B,,VND08,CONCLUÍDO,2859.0,398.86,22.36,6.6,23.82,28.75,119.85,158.46,2025-02-13T18:00:00-03:00,2025-02-12T12:03:00-03:00,Rota Nacional,false
PED001462,CLI004298,2025-02-27T14:34:00-03:00,B2B,,VND01,CONCLUÍDO,1343.73,195.47,17.0,4.79,26.71,13.78,50.2,73.53,2025-03-03T18:00:00-03:00,2025-03-04T11:24:00-03:00,Rápido Sul,false
PED001463,CLI004502,2025-02-20T15:57:00-03:00,B2B,,VND07,CONCLUÍDO,1106.62,178.35,26.06,2.92,24.46,6.74,41.19,58.64,2025-02-24T18:00:00-03:00,2025-02-21T07:45:00-03:00,Expresso Interior,false
PED001464,CLI004373,2025-02-24T12:51:00-03:00,B2B,,VND01,CONCLUÍDO,2537.25,316.19,68.69,8.82,27.04,20.64,82.01,139.9,2025-02-26T18:00:00-03:00,2025-02-25T09:39:00-03:00,Rápido Sul,false
PED001465,CLI004231,2025-02-05T15:34:00-03:00,B2B,,VND08,CONCLUÍDO,2881.43,444.96,68.79,13.98,45.87,33.88,108.45,153.9,2025-02-07T18:00:00-03:00,2025-02-06T15:35:00-03:00,Eixo Cargo,false
PED001466,CLI004389,2025-02-26T12:21:00-03:00,B2B,,VND02,CONCLUÍDO,566.83,72.35,20.1,5.73,19.3,6.61,22.16,30.83,2025-02-28T18:00:00-03:00,2025-02-27T16:42:00-03:00,Eixo Cargo,false
PED001467,CLI004365,2025-02-18T18:49:00-03:00,B2B,,VND06,CONCLUÍDO,985.1,124.25,2.35,6.02,18.36,4.0,29.84,55.8,2025-02-20T18:00:00-03:00,2025-02-19T11:47:00-03:00,Rápido Sul,false
PED001468,CLI004457,2025-02-05T13:49:00-03:00,B2B,,VND01,CONCLUÍDO,4323.28,508.66,20.43,7.65,65.63,25.72,161.36,246.62,2025-02-07T18:00:00-03:00,2025-02-06T14:34:00-03:00,Rápido Sul,false
PED001469,CLI004418,2025-02-26T15:57:00-03:00,B2B,,VND01,DEVOLVIDO_PARCIAL,1006.18,170.93,23.65,5.39,15.79,8.68,36.08,52.75,2025-02-28T18:00:00-03:00,2025-02-27T09:41:00-03:00,Expresso Interior,false
PED001470,CLI004453,2025-02-25T10:11:00-03:00,B2B,,VND01,CONCLUÍDO,2146.6,381.95,14.94,4.23,29.04,21.58,76.08,113.73,2025-02-27T18:00:00-03:00,2025-02-26T09:05:00-03:00,Rápido Sul,false
PED001471,CLI004453,2025-02-17T16:51:00-03:00,B2B,,VND01,CONCLUÍDO,2863.4,519.67,110.47,5.47,30.52,24.66,101.8,145.16,2025-02-19T18:00:00-03:00,2025-02-18T16:25:00-03:00,Rápido Sul,false
PED001472,CLI004369,2025-02-11T11:26:00-03:00,B2B,,VND06,CONCLUÍDO,2966.08,377.19,14.71,4.71,26.43,11.26,115.66,167.32,2025-02-13T18:00:00-03:00,2025-02-12T09:03:00-03:00,Rápido Sul,false
PED001473,CLI004314,2025-02-04T11:27:00-03:00,B2B,,VND08,CONCLUÍDO,1896.89,290.71,33.54,7.73,38.46,9.86,69.77,102.22,2025-02-06T18:00:00-03:00,2025-02-05T10:41:00-03:00,Eixo Cargo,false
PED001474,CLI004231,2025-02-04T11:20:00-03:00,B2B,,VND08,CONCLUÍDO,4440.15,712.22,113.59,6.97,55.12,49.12,149.98,234.93,2025-02-06T18:00:00-03:00,2025-02-05T09:31:00-03:00,Rápido Sul,false
PED001475,CLI004298,2025-02-19T13:20:00-03:00,B2B,,VND01,CONCLUÍDO,500.11,87.45,13.92,5.95,19.9,2.02,18.85,25.92,2025-02-21T18:00:00-03:00,2025-02-20T08:56:00-03:00,Eixo Cargo,true
PED001476,CLI004457,2025-02-03T08:42:00-03:00,B2B,,VND01,CONCLUÍDO,439.01,60.72,1.08,3.66,22.5,3.88,14.26,24.52,2025-02-05T18:00:00-03:00,2025-02-04T11:54:00-03:00,Eixo Cargo,false
PED001477,CLI004231,2025-02-06T09:28:00-03:00,B2B,,VND08,CONCLUÍDO,1938.79,218.83,26.22,4.1,27.83,15.29,60.1,110.09,2025-02-10T18:00:00-03:00,2025-02-07T11:32:00-03:00,Rápido Sul,false
PED001478,CLI004226,2025-02-14T13:00:00-03:00,B2B,,VND08,CONCLUÍDO,1135.9,184.15,18.63,5.09,20.25,6.53,42.07,60.65,2025-02-18T18:00:00-03:00,2025-02-17T10:31:00-03:00,Expresso Interior,false
PED001479,CLI004226,2025-02-13T10:09:00-03:00,B2B,,VND08,CONCLUÍDO,2272.13,261.58,44.06,3.02,26.84,26.73,72.21,127.82,2025-02-17T18:00:00-03:00,2025-02-18T08:49:00-03:00,Expresso Interior,false
PED001480,CLI004485,2025-02-17T19:25:00-03:00,B2B,,VND02,CONCLUÍDO,1114.7,235.61,36.3,4.94,24.06,10.46,27.44,54.78,2025-02-19T18:00:00-03:00,2025-02-18T15:35:00-03:00,Rota Nacional,true
PED001481,CLI004418,2025-02-10T14:11:00-03:00,B2B,,VND01,DEVOLVIDO_PARCIAL,2945.55,479.36,114.94,10.04,32.66,31.37,115.66,152.83,2025-02-12T18:00:00-03:00,2025-02-11T11:11:00-03:00,Expresso Interior,false
PED001482,CLI004231,2025-02-21T16:03:00-03:00,B2B,,VND08,CONCLUÍDO,2502.24,517.24,41.67,5.79,37.34,19.47,83.46,126.32,2025-02-25T18:00:00-03:00,2025-02-24T11:55:00-03:00,Eixo Cargo,false
PED001483,CLI004268,2025-02-11T09:45:00-03:00,B2B,,VND04,CONCLUÍDO,4047.17,764.77,113.44,14.77,44.56,35.12,100.07,205.98,2025-02-13T18:00:00-03:00,2025-02-14T10:11:00-03:00,Expresso Interior,false
PED001484,CLI004298,2025-02-28T13:57:00-03:00,B2B,,VND01,CONCLUÍDO,3593.06,650.0,27.96,3.75,36.41,12.82,112.84,189.48,2025-03-04T18:00:00-03:00,2025-03-03T08:50:00-03:00,Rota Nacional,true
PED001485,CLI004373,2025-02-24T14:55:00-03:00,B2B,,VND01,CONCLUÍDO,2193.38,424.37,72.58,4.22,28.26,15.3,51.68,110.27,2025-02-26T18:00:00-03:00,2025-02-27T07:59:00-03:00,Eixo Cargo,false
PED001486,CLI004389,2025-02-06T16:11:00-03:00,B2B,,VND02,CONCLUÍDO,2854.48,565.84,19.27,11.4,32.87,23.77,75.28,147.51,2025-02-10T18:00:00-03:00,2025-02-11T10:40:00-03:00,Rota Nacional,false
PED001487,CLI004231,2025-02-06T18:57:00-03:00,B2B,,VND08,CONCLUÍDO,1626.25,283.29,13.36,8.14,26.59,16.6,60.15,86.42,2025-02-10T18:00:00-03:00,2025-02-07T14:34:00-03:00,Eixo Cargo,false
PED001488,CLI004389,2025-02-12T18:13:00-03:00,B2B,,VND02,CONCLUÍDO,3518.97,534.25,41.57,11.33,44.01,19.75,123.07,191.3,2025-02-14T18:00:00-03:00,2025-02-13T09:35:00-03:00,Expresso Interior,false
PED001489,CLI004268,2025-02-11T11:55:00-03:00,B2B,,VND04,CONCLUÍDO,1770.18,328.85,23.63,6.28,37.04,18.41,53.77,92.15,2025-02-13T18:00:00-03:00,2025-02-12T16:22:00-03:00,Rápido Sul,false
PED001490,CLI004314,2025-02-26T16:14:00-03:00,B2B,,VND08,CONCLUÍDO,1157.06,175.63,41.79,7.27,31.6,5.49,43.89,61.08,2025-02-28T18:00:00-03:00,2025-02-27T08:15:00-03:00,Eixo Cargo,false
PED001491,CLI004231,2025-02-14T18:53:00-03:00,B2B,,VND08,CONCLUÍDO,1676.8,287.92,63.09,5.67,24.0,16.6,39.9,86.18,2025-02-18T18:00:00-03:00,2025-02-17T08:38:00-03:00,Rota Nacional,false
PED001492,CLI004218,2025-02-19T17:57:00-03:00,B2B,,VND03,CONCLUÍDO,2281.02,335.67,30.06,2.86,26.45,8.64,66.97,124.49,2025-02-21T18:00:00-03:00,2025-02-20T13:33:00-03:00,Eixo Cargo,true
PED001493,CLI004298,2025-02-27T18:54:00-03:00,B2B,,VND01,CONCLUÍDO,1584.29,276.01,2.1,5.4,28.22,13.51,46.25,84.9,2025-03-03T18:00:00-03:00,2025-02-28T12:10:00-03:00,Eixo Cargo,false
PED001494,CLI004485,2025-02-17T18:23:00-03:00,B2B,,VND02,CONCLUÍDO,3734.35,468.16,90.56,18.56,53.3,22.63,157.59,206.42,2025-02-19T18:00:00-03:00,2025-02-18T11:36:00-03:00,Rota Nacional,false
PED001495,CLI004434,2025-02-20T11:38:00-03:00,B2B,,VND07,CONCLUÍDO,269.39,57.0,10.23,3.61,23.95,2.41,9.09,13.14,2025-02-24T18:00:00-03:00,2025-02-21T11:06:00-03:00,Rápido Sul,false
PED001496,CLI004369,2025-02-28T10:14:00-03:00,B2B,,VND06,DEVOLVIDO_PARCIAL,2812.48,412.11,40.18,7.8,24.97,13.07,87.81,153.41,2025-03-04T18:00:00-03:00,2025-03-03T12:19:00-03:00,Rápido Sul,false
PED001497,CLI004373,2025-02-24T16:51:00-03:00,B2B,,VND01,CONCLUÍDO,1879.16,301.14,64.04,6.01,22.69,20.13,52.61,98.41,2025-02-26T18:00:00-03:00,2025-02-25T08:07:00-03:00,Expresso Interior,false
PED001498,CLI004226,2025-02-11T08:51:00-03:00,B2B,,VND08,CONCLUÍDO,2340.45,256.52,47.14,5.05,24.24,27.52,78.22,132.39,2025-02-13T18:00:00-03:00,2025-02-12T14:30:00-03:00,Eixo Cargo,false
PED001499,CLI004434,2025-02-07T11:04:00-03:00,B2B,,VND07,CONCLUÍDO,718.17,89.73,18.12,4.77,32.28,5.81,22.89,39.67,2025-02-11T18:00:00-03:00,2025-02-10T09:23:00-03:00,Rota Nacional,false
PED001500,CLI004268,2025-02-28T10:57:00-03:00,B2B,,VND04,CONCLUÍDO,1421.95,202.83,31.71,6.43,41.08,10.59,51.95,77.18,2025-03-04T18:00:00-03:00,2025-03-03T11:12:00-03:00,Eixo Cargo,false
PED001501,CLI000270,2025-03-25T13:11:00-03:00,ECOMMERCE,,,CONCLUÍDO,149.76,12.76,2.33,7.33,19.1,4.15,0.0,10.1,2025-03-26T18:00:00-03:00,2025-03-26T10:29:00-03:00,Rápido Sul,false
PED001502,CLI000892,2025-03-26T17:20:00-03:00,ECOMMERCE,,,CONCLUÍDO,581.82,48.66,2.77,2.81,35.49,18.15,0.0,39.78,2025-03-27T18:00:00-03:00,2025-03-27T08:09:00-03:00,Eixo Cargo,false
PED001503,CLI000360,2025-03-10T09:23:00-03:00,ECOMMERCE,INF-202503,,CONCLUÍDO,330.63,37.41,5.82,9.59,22.46,10.98,0.0,21.56,2025-03-11T18:00:00-03:00,2025-03-11T15:17:00-03:00,Rápido Sul,false
PED001504,CLI003723,2025-03-12T13:41:00-03:00,ECOMMERCE,,,CONCLUÍDO,162.26,13.86,0.11,7.87,22.6,4.78,0.0,11.12,2025-03-13T18:00:00-03:00,2025-03-13T08:51:00-03:00,Rápido Sul,false
PED001505,CLI000560,2025-03-05T19:57:00-03:00,ECOMMERCE,,,CONCLUÍDO,584.88,64.06,9.96,2.43,23.54,19.28,0.0,38.31,2025-03-06T18:00:00-03:00,2025-03-06T11:30:00-03:00,Rota Nacional,false
PED001506,CLI003277,2025-03-28T16:22:00-03:00,ECOMMERCE,,,CONCLUÍDO,690.49,53.06,16.69,2.82,35.77,15.31,0.0,46.56,2025-03-31T18:00:00-03:00,2025-04-01T15:50:00-03:00,Expresso Interior,false
PED001507,CLI003096,2025-03-10T12:54:00-03:00,ECOMMERCE,SOC-202503,,CONCLUÍDO,347.09,33.23,3.61,2.11,21.8,12.18,0.0,23.27,2025-03-11T18:00:00-03:00,2025-03-11T15:36:00-03:00,Expresso Interior,false
PED001508,CLI004157,2025-03-28T19:04:00-03:00,ECOMMERCE,,,CONCLUÍDO,432.74,42.96,9.76,1.32,17.07,10.19,0.0,28.5,2025-03-31T18:00:00-03:00,2025-04-01T11:06:00-03:00,Rota Nacional,false
PED001509,CLI003599,2025-03-24T12:20:00-03:00,ECOMMERCE,SEA-202503,,CONCLUÍDO,439.23,34.08,6.69,1.64,17.85,13.79,0.0,29.88,2025-03-25T18:00:00-03:00,2025-03-25T08:25:00-03:00,Rápido Sul,false
PED001510,CLI003925,2025-03-14T16:36:00-03:00,ECOMMERCE,INF-202503,,CONCLUÍDO,380.5,32.76,5.07,1.85,16.99,9.0,0.0,25.7,2025-03-17T18:00:00-03:00,2025-03-17T08:08:00-03:00,Rota Nacional,false
PED001511,CLI000833,2025-03-25T08:07:00-03:00,ECOMMERCE,,,CONCLUÍDO,194.27,18.16,4.3,10.85,23.18,5.1,0.0,12.89,2025-03-26T18:00:00-03:00,2025-03-26T11:37:00-03:00,Rápido Sul,false
PED001512,CLI000706,2025-03-18T19:07:00-03:00,ECOMMERCE,SEA-202503,,CANCELADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-19T18:00:00-03:00,,Rota Nacional,false
PED001513,CLI001320,2025-03-28T19:00:00-03:00,ECOMMERCE,SOC-202503,,CONCLUÍDO,19.09,1.53,0.13,3.69,13.71,0.52,0.0,1.31,2025-03-31T18:00:00-03:00,2025-04-01T09:16:00-03:00,Eixo Cargo,false
PED001514,CLI000722,2025-03-06T09:12:00-03:00,ECOMMERCE,,,CONCLUÍDO,168.1,15.47,2.15,11.47,24.86,4.91,0.0,11.29,2025-03-07T18:00:00-03:00,2025-03-07T10:28:00-03:00,Eixo Cargo,false
PED001515,CLI002027,2025-03-10T13:34:00-03:00,ECOMMERCE,SOC-202503,,CONCLUÍDO,1223.65,122.12,30.25,2.4,25.53,28.68,0.0,80.35,2025-03-11T18:00:00-03:00,2025-03-12T12:01:00-03:00,Expresso Interior,false
PED001516,CLI000526,2025-03-31T12:35:00-03:00,ECOMMERCE,,,CONCLUÍDO,302.05,22.82,0.49,6.44,15.71,7.12,0.0,20.91,2025-04-01T18:00:00-03:00,2025-04-01T14:49:00-03:00,Rápido Sul,false
PED001517,CLI003653,2025-03-07T09:28:00-03:00,ECOMMERCE,SEA-202503,,CONCLUÍDO,252.88,16.8,2.56,19.71,36.61,6.04,0.0,17.51,2025-03-10T18:00:00-03:00,2025-03-10T12:06:00-03:00,Rota Nacional,false
PED001518,CLI001132,2025-03-28T19:11:00-03:00,ECOMMERCE,,,CONCLUÍDO,503.45,48.68,8.88,1.65,16.27,16.2,0.0,33.44,2025-03-31T18:00:00-03:00,2025-03-31T12:21:00-03:00,Eixo Cargo,false
PED001519,CLI003770,2025-03-26T12:10:00-03:00,ECOMMERCE,,,CONCLUÍDO,207.18,24.29,2.14,7.3,25.05,5.28,0.0,13.56,2025-03-27T18:00:00-03:00,2025-03-27T13:34:00-03:00,Expresso Interior,false
PED001520,CLI003307,2025-03-13T14:09:00-03:00,ECOMMERCE,SOC-202503,,CONCLUÍDO,112.67,10.47,1.42,6.58,17.66,3.8,0.0,7.56,2025-03-14T18:00:00-03:00,2025-03-14T16:14:00-03:00,Expresso Interior,false
PED001521,CLI000300,2025-03-25T08:25:00-03:00,ECOMMERCE,SEA-202503,,DEVOLVIDO_PARCIAL,254.19,24.66,4.53,6.51,15.51,6.74,0.0,16.88,2025-03-26T18:00:00-03:00,2025-03-26T12:09:00-03:00,Rota Nacional,false
PED001522,CLI002188,2025-03-27T10:46:00-03:00,ECOMMERCE,SOC-202503,,DEVOLVIDO_PARCIAL,257.52,23.94,3.78,6.53,23.65,7.27,0.0,17.24,2025-03-28T18:00:00-03:00,2025-03-28T11:24:00-03:00,Rápido Sul,false
PED001523,CLI000774,2025-03-04T12:06:00-03:00,ECOMMERCE,,,CONCLUÍDO,894.15,88.25,14.4,2.03,20.25,30.59,0.0,59.36,2025-03-05T18:00:00-03:00,2025-03-05T14:25:00-03:00,Eixo Cargo,false
