pedido_id,produto_id,quantidade,preco_unitario_bruto,desconto_item,custo_unitario_historico,quantidade_cancelada
PED001571,PRD0005,1,162.92,14.13,94.9,0
PED001572,PRD0002,1,135.23,10.96,71.87,0
PED001572,PRD0144,1,17.86,1.21,10.43,0
PED001573,PRD0005,1,153.96,11.86,91.96,0
PED001573,PRD0007,1,106.86,7.79,56.89,0
PED001574,PRD0003,1,163.57,17.37,91.31,0
PED001575,PRD0011,1,122.47,10.85,59.92,0
PED001576,PRD0001,1,92.13,7.73,56.55,0
PED001576,PRD0019,2,195.36,34.13,112.12,0
PED001577,PRD0006,3,153.73,47.39,78.58,0
PED001577,PRD0018,1,100.3,8.84,56.89,0
PED001577,PRD0003,2,169.33,25.44,91.52,0
PED001578,PRD0012,1,203.62,12.77,102.16,0
PED001578,PRD0048,4,82.65,23.6,44.29,0
PED001579,PRD0001,2,98.94,13.06,54.56,0
PED001579,PRD0006,1,140.2,7.75,77.84,0
PED001580,PRD0034,1,199.59,9.04,115.08,0
PED001580,PRD0001,2,94.17,9.47,54.41,0
PED001580,PRD0004,1,134.21,7.25,77.88,0
PED001581,PRD0002,1,132.83,9.74,70.35,0
PED001581,PRD0156,1,19.74,1.57,11.82,0
PED001582,PRD0001,1,98.42,6.38,57.44,0
PED001582,PRD0011,1,111.26,7.72,63.64,0
PED001583,PRD0001,1,90.42,6.14,53.4,0
PED001583,PRD0013,1,197.94,10.36,107.47,0
PED001583,PRD0005,1,159.71,11.5,89.62,0
PED001583,PRD0003,1,163.13,10.47,88.64,0
PED001584,PRD0001,1,97.1,8.29,54.74,0
PED001585,PRD0022,1,115.15,9.74,65.6,0
PED001585,PRD0001,1,100.39,10.62,55.47,0
PED001585,PRD0049,1,74.23,6.37,43.66,0
PED001586,PRD0001,1,93.73,8.81,55.31,0
PED001587,PRD0151,1,18.57,1.85,10.15,0
PED001587,PRD0011,1,112.52,10.05,60.41,0
PED001587,PRD0003,2,162.95,32.32,91.98,0
PED001588,PRD0011,1,119.0,10.31,59.97,0
PED001588,PRD0004,1,140.54,11.98,81.34,0
PED001588,PRD0003,1,157.45,15.5,92.67,0
PED001589,PRD0002,3,127.08,34.28,70.96,0
PED001589,PRD0001,1,95.99,8.72,53.28,0
PED001589,PRD0017,1,216.54,18.59,117.32,0
PED001590,PRD0040,3,0.0,0.0,0.0,3
PED001591,PRD0021,1,116.65,7.88,68.37,0
PED001591,PRD0014,1,143.7,6.49,78.22,0
PED001591,PRD0003,3,151.04,26.37,92.01,0
PED001592,PRD0002,1,120.31,9.48,70.62,0
PED001592,PRD0012,1,195.14,15.39,100.64,0
PED001593,PRD0001,1,91.42,9.59,54.65,0
PED001593,PRD0048,1,83.39,8.52,44.49,0
PED001594,PRD0062,1,109.31,13.68,60.81,0
PED001594,PRD0088,1,62.03,6.48,24.56,0
PED001595,PRD0105,1,70.88,3.8,30.11,0
PED001596,PRD0005,1,161.69,21.71,94.5,0
PED001596,PRD0014,5,152.24,94.58,78.11,0
PED001596,PRD0004,2,150.95,37.31,81.55,0
PED001597,PRD0007,1,108.8,13.26,59.04,0
PED001598,PRD0002,1,128.28,11.65,67.27,0
PED001598,PRD0023,1,228.59,13.78,122.1,0
PED001598,PRD0015,1,200.02,14.48,112.61,0
PED001598,PRD0043,1,80.18,6.02,46.04,0
PED001599,PRD0023,1,222.87,11.27,127.3,0
PED001599,PRD0006,1,135.18,8.37,75.63,0
PED001600,PRD0039,1,129.33,10.21,71.62,0
PED001601,PRD0082,1,65.97,3.58,29.24,0
PED001601,PRD0004,1,137.85,6.08,79.33,0
PED001601,PRD0007,3,111.53,14.45,58.62,0
PED001602,PRD0002,1,127.05,6.9,71.36,0
PED001603,PRD0006,1,150.64,16.04,77.02,0
PED001604,PRD0001,1,91.9,9.09,54.81,0
PED001604,PRD0059,1,149.54,16.4,84.57,0
PED001604,PRD0008,1,187.38,14.52,100.05,0
PED001605,PRD0024,4,106.66,35.26,59.73,0
PED001605,PRD0140,1,55.58,4.1,32.33,0
PED001605,PRD0012,1,196.19,14.61,107.99,0
PED001606,PRD0013,1,190.91,19.85,109.24,0
PED001606,PRD0054,1,154.77,13.84,90.38,0
PED001606,PRD0005,1,164.37,14.69,93.86,0
PED001607,PRD0002,1,120.15,10.24,72.81,0
PED001608,PRD0001,1,91.06,10.75,54.05,0
PED001608,PRD0007,1,105.4,10.76,59.61,0
PED001609,PRD0002,1,125.8,7.25,70.47,0
PED001609,PRD0010,2,120.94,11.8,75.29,0
PED001609,PRD0003,1,154.15,8.75,88.06,0
PED001610,PRD0033,1,185.49,10.09,116.31,0
PED001610,PRD0003,1,167.93,8.21,94.29,0
PED001611,PRD0018,1,92.57,9.15,56.06,0
PED001611,PRD0033,1,197.51,23.09,110.38,0
PED001612,PRD0024,1,97.34,6.45,55.97,0
PED001612,PRD0046,1,100.27,7.62,56.21,0
PED001612,PRD0001,1,90.58,7.0,54.77,0
PED001612,PRD0003,1,162.76,15.04,90.77,0
PED001613,PRD0002,1,127.79,11.84,74.34,0
PED001614,PRD0013,1,177.32,9.84,108.5,0
PED001615,PRD0032,1,130.56,13.68,69.78,0
PED001615,PRD0001,4,92.42,35.56,53.09,0
PED001616,PRD0016,4,154.02,83.98,82.7,0
PED001616,PRD0002,1,127.23,17.13,68.36,0
PED001616,PRD0004,3,152.06,56.03,78.14,0
PED001617,PRD0001,1,100.01,5.47,55.63,0
PED001617,PRD0002,2,129.86,14.92,69.14,0
PED001617,PRD0145,1,16.22,0.86,9.34,0
PED001617,PRD0026,1,142.3,6.88,81.83,0
PED001618,PRD0009,1,156.87,13.81,95.42,0
PED001618,PRD0006,3,140.45,39.69,80.79,0
PED001619,PRD0039,1,136.17,9.59,68.71,0
PED001620,PRD0020,1,120.48,6.96,70.71,0
PED001620,PRD0009,1,161.78,12.49,96.45,0
PED001621,PRD0034,5,188.03,77.36,111.71,0
PED001622,PRD0073,1,101.13,5.11,58.47,0
PED001622,PRD0019,1,194.33,9.43,111.04,0
PED001622,PRD0029,1,161.91,8.86,88.71,0
PED001623,PRD0010,3,127.18,38.57,77.47,0
PED001623,PRD0165,1,17.94,1.75,10.99,0
PED001623,PRD0003,2,154.42,31.3,93.48,0
PED001624,PRD0037,5,0.0,0.0,0.0,5
PED001624,PRD0003,2,0.0,0.0,0.0,2
PED001624,PRD0154,1,0.0,0.0,0.0,1
PED001625,PRD0034,1,185.57,8.06,115.71,0
PED001625,PRD0008,2,186.47,18.46,110.28,0
PED001626,PRD0036,1,108.19,6.1,62.4,0
PED001626,PRD0004,1,151.41,8.02,79.5,0
PED001626,PRD0003,1,167.75,8.89,89.4,0
PED001627,PRD0001,1,0.0,0.0,0.0,1
PED001627,PRD0004,2,0.0,0.0,0.0,2
PED001628,PRD0106,1,63.87,5.76,29.88,0
PED001628,PRD0001,1,90.56,8.12,54.67,0
PED001628,PRD0007,1,111.9,11.25,60.5,0
PED001629,PRD0057,1,140.01,7.51,81.61,0
PED001629,PRD0101,2,88.34,11.08,38.81,0
PED001630,PRD0024,1,97.34,12.64,56.21,0
PED001630,PRD0002,1,123.49,14.8,71.58,0
PED001630,PRD0006,1,139.61,15.78,76.9,0
PED001631,PRD0003,1,160.84,16.72,89.86,0
PED001631,PRD0040,2,212.89,32.66,117.9,0
PED001631,PRD0007,2,113.99,26.85,56.49,0
PED001631,PRD0006,4,151.26,59.27,76.0,0
PED001631,PRD0107,1,91.95,7.16,38.32,0
PED001632,PRD0009,1,157.47,15.0,96.72,0
PED001633,PRD0001,1,96.7,9.03,55.79,0
PED001633,PRD0009,3,167.83,42.58,94.4,0
PED001633,PRD0116,2,58.15,10.19,34.85,0
PED001634,PRD0002,1,131.46,12.24,72.22,0
PED001634,PRD0013,2,185.0,37.21,108.95,0
PED001634,PRD0003,1,163.23,12.44,90.43,0
PED001635,PRD0002,1,118.56,6.58,70.86,0
PED001636,PRD0025,1,135.5,10.96,78.16,0
PED001637,PRD0021,1,111.57,9.92,66.39,0
PED001637,PRD0115,1,55.74,5.91,32.89,0
PED001637,PRD0116,1,58.42,6.21,35.4,0
PED001637,PRD0004,1,142.64,14.06,78.8,0
PED001638,PRD0038,1,205.81,22.09,127.24,0
PED001639,PRD0013,1,194.38,14.7,112.54,0
PED001639,PRD0006,1,139.75,11.02,79.68,0
PED001640,PRD0057,1,151.88,19.2,80.53,0
PED001640,PRD0001,2,92.69,18.93,54.25,0
PED001640,PRD0017,1,214.6,19.22,119.49,0
PED001641,PRD0124,2,37.59,8.21,23.19,0
PED001641,PRD0001,1,88.16,8.05,52.81,0
PED001641,PRD0017,1,210.7,25.6,112.55,0
PED001641,PRD0012,1,188.22,17.19,102.25,0
PED001642,PRD0034,1,192.86,10.32,113.15,0
PED001642,PRD0005,1,161.13,8.96,97.02,0
PED001643,PRD0066,2,133.76,20.53,71.85,0
PED001644,PRD0026,2,154.81,37.09,88.42,0
PED001645,PRD0061,1,111.27,9.21,67.04,0
PED001645,PRD0016,2,141.08,19.71,82.41,0
PED001645,PRD0003,1,164.88,13.18,91.4,0
PED001646,PRD0046,1,89.72,11.2,56.21,0
PED001646,PRD0009,1,159.37,17.67,94.14,0
PED001647,PRD0064,3,78.91,14.76,44.33,0
PED001647,PRD0017,1,221.51,14.7,114.74,0
PED001648,PRD0057,1,143.2,14.61,78.71,0
PED001648,PRD0043,2,83.25,19.09,47.29,0
PED001649,PRD0032,1,134.12,10.41,72.58,0
PED001650,PRD0002,1,132.68,14.41,71.85,0
PED001650,PRD0123,1,56.28,6.41,30.72,0
PED001650,PRD0003,1,167.2,13.7,91.13,0
PED001651,PRD0155,1,21.84,1.86,12.77,0
PED001652,PRD0002,1,121.62,10.7,74.03,0
PED001652,PRD0001,1,90.6,7.6,57.22,0
PED001652,PRD0003,1,167.23,12.15,94.48,0
PED001653,PRD0119,1,56.14,4.71,29.53,0
PED001653,PRD0010,3,126.79,25.35,72.88,0
PED001654,PRD0017,1,203.1,11.4,119.32,0
PED001654,PRD0010,1,131.74,9.7,72.71,0
PED001655,PRD0001,2,99.15,15.26,55.5,0
PED001656,PRD0003,1,153.05,13.24,88.68,0
PED001656,PRD0001,1,90.56,9.6,53.71,0
PED001656,PRD0095,2,45.32,7.41,20.05,0
PED001656,PRD0025,1,141.67,14.95,75.93,0
PED001656,PRD0026,1,145.53,15.06,86.45,0
PED001657,PRD0002,1,125.67,8.26,69.93,0
PED001657,PRD0011,1,114.26,5.38,59.78,0
PED001657,PRD0044,1,74.7,3.63,42.37,0
PED001658,PRD0008,1,0.0,0.0,0.0,1
PED001658,PRD0010,1,0.0,0.0,0.0,1
PED001658,PRD0027,1,0.0,0.0,0.0,1
PED001659,PRD0001,1,93.74,9.89,54.21,0
PED001660,PRD0050,1,153.47,11.47,90.1,0
PED001660,PRD0036,1,108.73,6.27,61.53,0
PED001660,PRD0003,1,168.04,9.29,88.69,0
PED001661,PRD0020,1,116.74,9.16,71.78,0
PED001662,PRD0039,1,132.27,9.07,71.91,0
PED001662,PRD0005,1,158.56,10.83,95.47,0
PED001662,PRD0066,1,140.44,10.48,73.38,0
PED001663,PRD0001,1,100.94,12.19,52.89,0
PED001663,PRD0006,1,153.37,13.1,77.19,0
PED001664,PRD0001,1,91.92,3.76,56.97,0
PED001664,PRD0003,1,156.29,8.67,96.92,0
PED001665,PRD0007,1,108.12,11.33,58.08,0
PED001666,PRD0002,1,130.41,9.73,69.88,0
PED001666,PRD0001,1,88.53,6.06,54.23,0
PED001666,PRD0005,1,151.72,10.38,94.61,0
PED001667,PRD0002,1,133.59,14.29,69.2,0
PED001668,PRD0025,2,134.82,16.78,76.2,0
PED001668,PRD0073,2,94.14,10.75,58.17,0
PED001668,PRD0143,1,23.59,1.8,13.23,0
PED001669,PRD0001,1,96.86,7.99,54.21,0
PED001670,PRD0039,1,132.06,15.28,72.37,0
PED001670,PRD0011,1,120.54,15.12,64.51,0
PED001670,PRD0003,1,163.45,14.48,91.42,0
PED001670,PRD0001,1,91.74,8.13,56.35,0
PED001670,PRD0017,1,229.27,26.08,121.11,0
PED001671,PRD0009,1,155.29,9.36,99.66,0
PED001671,PRD0007,1,114.56,6.62,59.46,0
PED001672,PRD0002,1,125.28,11.37,71.9,0
PED001672,PRD0032,1,138.04,12.69,73.42,0
PED001673,PRD0025,1,142.71,11.89,79.05,0
PED001673,PRD0123,1,58.94,4.72,31.97,0
PED001673,PRD0020,1,115.09,10.14,68.79,0
PED001674,PRD0010,1,126.96,9.02,76.0,0
PED001675,PRD0013,1,203.69,13.53,115.76,0
PED001676,PRD0163,2,20.53,4.95,12.26,0
PED001676,PRD0114,2,32.01,6.73,20.3,0
PED001676,PRD0054,2,161.57,41.32,93.05,0
PED001676,PRD0077,1,87.27,9.12,49.16,0
PED001677,PRD0003,2,168.33,15.95,88.41,0
PED001678,PRD0031,1,177.98,22.99,96.89,0
PED001678,PRD0002,2,124.36,30.48,68.41,0
PED001679,PRD0022,1,114.0,13.97,66.65,0
PED001679,PRD0002,1,120.27,13.77,68.11,0
PED001679,PRD0001,1,99.41,12.94,54.5,0
PED001680,PRD0002,1,125.38,13.38,70.86,0
PED001680,PRD0085,4,59.72,26.88,27.71,0
PED001680,PRD0041,3,166.94,64.43,100.6,0
PED001681,PRD0065,1,145.61,19.67,78.59,0
PED001682,PRD0069,1,84.28,4.99,49.87,0
PED001682,PRD0001,1,99.91,5.41,53.17,0
PED001682,PRD0049,2,80.74,9.95,43.98,0
PED001683,PRD0003,4,168.75,63.78,93.44,0
PED001684,PRD0001,1,97.68,12.17,56.12,0
PED001685,PRD0001,1,90.44,7.78,54.65,0
PED001685,PRD0132,1,63.82,5.83,36.14,0
PED001686,PRD0053,1,129.98,9.23,67.74,0
PED001686,PRD0041,1,181.43,19.69,101.42,0
PED001686,PRD0013,1,184.88,16.97,111.32,0
PED001687,PRD0004,2,142.55,33.19,79.05,0
PED001687,PRD0102,2,79.92,16.15,38.44,0
PED001688,PRD0001,1,99.94,7.28,55.55,0
PED001689,PRD0001,1,90.62,7.4,53.62,0
PED001690,PRD0006,1,149.2,13.33,79.78,0
PED001691,PRD0019,1,203.74,21.78,108.49,0
PED001692,PRD0001,1,97.43,4.43,56.38,0
PED001692,PRD0002,1,132.52,6.99,70.51,0
PED001692,PRD0013,2,188.3,18.88,109.26,0
PED001693,PRD0008,1,190.26,16.0,105.04,0
PED001694,PRD0002,1,123.69,12.89,69.72,0
PED001694,PRD0015,1,203.31,20.3,114.48,0
PED001695,PRD0001,1,101.23,11.25,58.82,0
PED001695,PRD0014,1,148.31,13.9,78.69,0
PED001696,PRD0009,3,166.13,36.78,95.02,0
PED001696,PRD0004,1,134.94,10.02,82.22,0
PED001696,PRD0012,1,184.49,19.25,100.31,0
PED001697,PRD0021,1,111.88,8.17,67.47,0
PED001697,PRD0020,4,124.42,50.35,68.12,0
PED001697,PRD0036,1,106.79,11.1,63.64,0
PED001698,PRD0050,1,150.98,18.43,92.11,0
PED001698,PRD0002,1,134.24,11.67,70.29,0
PED001698,PRD0005,2,166.33,28.43,92.3,0
PED001699,PRD0001,1,96.4,10.97,54.13,0
PED001699,PRD0059,1,150.43,16.75,85.73,0
PED001699,PRD0019,2,196.74,44.72,106.35,0
PED001700,PRD0008,1,183.28,17.45,104.63,0
PED001700,PRD0084,1,61.26,4.78,27.62,0
PED001700,PRD0006,1,141.83,13.13,79.92,0
PED001701,PRD0020,1,126.27,6.21,69.5,0
PED001701,PRD0012,1,189.07,10.96,103.61,0
PED001702,PRD0001,1,93.04,7.14,53.61,0
PED001702,PRD0013,1,202.62,12.16,111.68,0
PED001703,PRD0030,1,168.21,9.3,97.99,0
PED001704,PRD0036,1,115.84,9.99,60.36,0
PED001704,PRD0018,1,93.65,7.73,57.53,0
PED001705,PRD0069,1,88.45,6.22,49.43,0
PED001705,PRD0017,1,203.33,13.71,120.44,0
PED001705,PRD0005,1,151.02,8.7,92.8,0
PED001705,PRD0033,4,182.82,49.87,111.38,0
PED001706,PRD0014,2,153.73,15.64,78.46,0
PED001707,PRD0002,4,134.7,23.32,71.05,0
PED001707,PRD0042,1,191.89,10.66,116.12,0
PED001707,PRD0068,1,87.58,4.76,49.72,0
PED001708,PRD0031,1,178.86,16.8,97.23,0
PED001708,PRD0008,1,174.35,11.66,109.35,0
PED001708,PRD0006,1,147.82,13.93,78.86,0
PED001709,PRD0001,1,98.99,6.74,53.79,0
PED001710,PRD0001,1,88.9,9.1,56.22,0
PED001710,PRD0003,1,151.74,14.2,89.0,0
PED001711,PRD0011,2,109.29,15.23,60.87,0
PED001711,PRD0134,2,35.69,5.73,22.11,0
PED001712,PRD0001,1,94.58,7.79,53.91,0
PED001712,PRD0017,1,208.34,22.69,118.36,0
PED001713,PRD0050,1,146.72,12.74,91.94,0
PED001713,PRD0111,1,57.94,3.54,35.03,0
PED001714,PRD0001,1,98.81,7.22,58.7,0
PED001714,PRD0038,1,197.04,16.61,123.47,0
PED001714,PRD0071,1,122.31,9.05,70.24,0
PED001715,PRD0003,1,161.73,18.03,88.94,0
PED001716,PRD0002,1,134.42,12.32,69.3,0
PED001716,PRD0045,2,121.98,22.36,66.67,0
PED001716,PRD0004,1,145.5,18.2,81.18,0
PED001717,PRD0006,1,155.06,10.32,80.08,0
PED001718,PRD0047,1,0.0,0.0,0.0,1
PED001718,PRD0001,1,0.0,0.0,0.0,1
PED001719,PRD0148,1,11.91,1.37,6.09,0
PED001720,PRD0002,1,123.12,8.36,69.17,0
PED001720,PRD0054,1,148.45,12.25,91.46,0
PED001721,PRD0007,1,110.64,10.71,58.92,0
PED001722,PRD0021,1,123.49,4.86,66.69,0
PED001722,PRD0042,2,207.07,17.56,117.52,0
PED001722,PRD0165,1,19.64,1.16,10.6,0
PED001723,PRD0029,2,155.2,37.67,90.22,0
PED001723,PRD0003,1,152.69,17.34,94.34,0
PED001724,PRD0025,1,140.5,11.87,78.87,0
PED001724,PRD0044,1,75.75,6.32,42.39,0
PED001725,PRD0020,1,125.05,9.58,69.82,0
PED001725,PRD0009,1,164.45,12.87,91.64,0
PED001725,PRD0040,1,215.07,12.79,120.54,0
PED001726,PRD0031,1,0.0,0.0,0.0,1
PED001726,PRD0002,1,0.0,0.0,0.0,1
PED001726,PRD0001,1,0.0,0.0,0.0,1
PED001727,PRD0030,1,171.1,12.38,93.41,0
PED001727,PRD0003,1,165.91,12.52,89.34,0
PED001728,PRD0002,1,127.91,9.73,67.56,0
PED001728,PRD0008,1,187.78,13.4,99.9,0
PED001728,PRD0054,1,149.34,11.84,91.01,0
PED001728,PRD0003,1,159.29,9.41,88.21,0
PED001728,PRD0080,2,52.6,8.77,21.86,0
PED001729,PRD0001,1,90.71,4.46,54.56,0
PED001729,PRD0017,1,220.06,11.81,113.15,0
PED001729,PRD0014,2,148.78,15.8,76.58,0
PED001729,PRD0004,1,151.97,6.65,81.58,0
PED001730,PRD0021,1,110.82,8.55,68.8,0
PED001730,PRD0011,2,122.05,17.23,61.25,0
PED001730,PRD0078,1,137.3,9.56,81.13,0
PED001730,PRD0004,1,137.4,10.83,81.37,0
PED001731,PRD0039,1,124.69,11.71,70.42,0
PED001731,PRD0106,1,59.4,4.36,29.54,0
PED001732,PRD0001,3,98.21,14.03,53.74,0
PED001732,PRD0015,1,182.34,10.43,116.4,0
PED001733,PRD0019,1,202.86,17.91,112.61,0
PED001734,PRD0113,1,71.16,5.03,42.95,0
PED001734,PRD0085,1,61.21,4.96,27.21,0
PED001734,PRD0005,1,160.76,12.82,91.77,0
PED001735,PRD0102,4,0.0,0.0,0.0,4
PED001736,PRD0002,1,122.02,16.03,70.24,0
PED001736,PRD0037,1,148.93,16.19,94.72,0
PED001736,PRD0001,1,99.16,11.86,55.53,0
PED001736,PRD0147,1,14.26,1.8,7.46,0
PED001736,PRD0027,1,210.32,20.65,119.75,0
PED001737,PRD0001,3,93.07,19.53,52.96,0
PED001738,PRD0017,1,221.82,16.87,118.67,0
PED001738,PRD0123,1,54.41,4.58,31.67,0
PED001739,PRD0002,3,124.59,41.9,67.23,0
PED001739,PRD0118,1,50.47,5.65,26.94,0
PED001740,PRD0139,1,62.01,5.49,38.99,0
PED001740,PRD0013,4,201.79,59.28,107.77,0
PED001740,PRD0012,2,202.68,43.75,101.82,0
PED001741,PRD0003,1,157.05,19.66,87.32,0
PED001741,PRD0035,1,169.82,14.02,96.07,0
PED001741,PRD0001,1,88.88,9.03,54.35,0
PED001741,PRD0013,1,185.49,19.77,107.4,0
PED001741,PRD0048,1,76.29,6.1,45.5,0
PED001742,PRD0003,1,167.34,8.48,88.34,0
PED001742,PRD0031,1,177.36,9.89,97.37,0
PED001742,PRD0096,1,49.58,2.98,23.79,0
PED001742,PRD0093,1,73.01,3.54,32.68,0
PED001742,PRD0004,1,149.38,8.24,79.33,0
PED001743,PRD0008,1,185.27,8.77,100.47,0
PED001744,PRD0022,1,115.74,15.3,68.83,0
PED001744,PRD0020,1,130.39,14.71,72.49,0
PED001744,PRD0003,3,168.93,48.7,89.62,0
PED001745,PRD0008,1,171.13,15.79,101.52,0
PED001746,PRD0011,1,116.65,8.68,61.54,0
PED001746,PRD0005,2,168.72,28.45,92.38,0
PED001746,PRD0001,1,88.56,7.92,52.84,0
PED001746,PRD0015,1,189.17,18.93,115.23,0
PED001746,PRD0004,1,138.48,13.66,82.58,0
PED001747,PRD0001,1,95.25,3.97,56.54,0
PED001747,PRD0080,1,55.13,3.2,22.02,0
PED001747,PRD0088,1,60.7,3.27,24.93,0
PED001747,PRD0008,1,168.1,9.96,105.62,0
PED001748,PRD0004,1,147.14,15.65,81.58,0
PED001749,PRD0004,1,137.16,7.14,82.83,0
PED001749,PRD0012,1,191.17,11.72,106.29,0
PED001750,PRD0018,1,98.74,11.86,57.69,0
PED001750,PRD0102,1,85.89,7.62,37.28,0
PED001751,PRD0001,1,91.29,11.42,53.41,0
PED001751,PRD0009,1,167.85,18.42,92.12,0
PED001751,PRD0004,1,149.92,16.97,80.64,0
PED001752,PRD0014,4,142.57,39.83,76.55,0
PED001752,PRD0004,2,149.33,23.45,79.88,0
PED001753,PRD0023,1,217.13,16.66,126.55,0
PED001753,PRD0017,1,203.12,18.47,118.24,0
PED001754,PRD0001,5,94.44,32.95,56.0,0
PED001754,PRD0078,3,146.3,30.25,81.58,0
PED001755,PRD0016,1,154.21,10.33,79.44,0
PED001755,PRD0001,2,88.8,11.15,55.03,0
PED001756,PRD0038,1,211.06,17.48,123.76,0
PED001756,PRD0005,1,163.71,11.59,96.18,0
PED001757,PRD0039,1,132.72,15.77,72.01,0
PED001757,PRD0005,1,159.92,17.36,98.79,0
PED001758,PRD0021,1,125.68,14.23,67.56,0
PED001758,PRD0011,1,122.15,13.01,60.71,0
PED001759,PRD0064,1,73.26,7.08,46.3,0
PED001760,PRD0015,1,189.18,11.65,111.42,0
PED001760,PRD0005,1,162.9,14.09,92.65,0
PED001760,PRD0121,1,34.21,2.14,,0
PED001761,PRD0002,1,122.73,6.19,68.61,0
PED001762,PRD0002,1,127.44,7.83,72.72,0
PED001762,PRD0011,1,111.55,8.97,62.62,0
PED001762,PRD0097,1,64.03,3.64,26.91,0
PED001762,PRD0007,1,108.25,6.24,57.65,0
PED001763,PRD0034,1,196.62,19.64,110.64,0
PED001763,PRD0005,1,167.21,12.69,95.06,0
PED001763,PRD0042,1,210.57,22.71,117.93,0
PED001763,PRD0012,1,195.22,15.7,108.11,0
PED001764,PRD0006,1,150.74,14.9,79.1,0
PED001765,PRD0024,1,100.39,10.52,55.07,0
PED001765,PRD0011,1,116.59,9.72,61.11,0
PED001765,PRD0001,1,95.46,7.01,55.41,0
PED001765,PRD0071,1,122.64,12.18,,0
PED001766,PRD0006,1,146.0,7.77,77.53,0
PED001767,PRD0006,1,0.0,0.0,0.0,1
PED001767,PRD0005,1,0.0,0.0,0.0,1
PED001767,PRD0003,2,0.0,0.0,0.0,2
PED001768,PRD0025,1,132.98,8.75,79.22,0
PED001769,PRD0002,2,122.99,15.48,69.88,0
PED001769,PRD0038,1,217.17,13.38,121.69,0
PED001770,PRD0001,1,98.41,7.92,54.98,0
PED001770,PRD0020,1,117.24,14.02,71.1,0
PED001770,PRD0008,1,186.21,21.33,103.46,0
PED001770,PRD0004,1,134.56,15.37,82.66,0
PED001771,PRD0016,1,150.38,8.07,84.63,0
PED001772,PRD0136,1,76.8,4.56,41.01,0
PED001772,PRD0001,1,93.67,6.34,53.62,0
PED001772,PRD0007,1,109.61,6.6,56.54,0
PED001773,PRD0001,1,92.37,6.96,54.99,0
PED001773,PRD0015,1,199.18,12.51,111.81,0
PED001773,PRD0005,2,160.96,16.91,92.56,0
PED001774,PRD0002,2,0.0,0.0,0.0,2
PED001774,PRD0018,2,0.0,0.0,0.0,2
PED001774,PRD0009,1,0.0,0.0,0.0,1
PED001774,PRD0111,1,0.0,0.0,0.0,1
PED001774,PRD0144,1,0.0,0.0,0.0,1
PED001775,PRD0002,1,125.55,9.4,69.62,0
PED001775,PRD0010,1,124.67,10.33,74.91,0
PED001775,PRD0026,1,145.86,11.08,85.89,0
PED001775,PRD0003,1,161.93,9.4,92.72,0
PED001776,PRD0002,1,134.6,12.07,67.46,0
PED001776,PRD0067,1,108.04,9.42,57.48,0
PED001776,PRD0007,1,111.24,12.08,56.6,0
PED001777,PRD0023,1,212.07,24.56,121.26,0
PED001777,PRD0003,1,164.6,20.37,91.86,0
PED001778,PRD0025,2,147.68,18.36,80.31,0
PED001778,PRD0045,1,112.98,7.33,68.25,0
PED001779,PRD0131,1,44.44,4.3,26.0,0
PED001780,PRD0002,1,128.39,9.8,69.15,0
PED001781,PRD0029,1,160.28,13.53,92.86,0
PED001782,PRD0003,1,0.0,0.0,0.0,1
PED001783,PRD0017,1,212.36,19.96,117.34,0
PED001784,PRD0028,5,164.26,102.66,93.0,0
PED001785,PRD0002,1,137.9,10.0,73.43,0
PED001785,PRD0007,1,105.49,8.34,59.58,0
PED001785,PRD0003,2,159.89,30.15,95.97,0
PED001786,PRD0030,1,152.23,13.99,95.05,0
PED001786,PRD0007,1,108.29,9.85,58.35,0
PED001786,PRD0013,1,189.72,22.43,106.77,0
PED001786,PRD0015,1,206.87,25.49,112.11,0
PED001786,PRD0026,1,140.66,13.19,86.72,0
PED001787,PRD0081,2,81.95,10.27,37.43,0
PED001787,PRD0045,1,118.06,5.57,64.56,0
PED001787,PRD0070,1,131.6,7.76,73.74,0
PED001787,PRD0072,1,151.25,8.78,89.33,0
PED001787,PRD0006,2,145.36,18.98,76.87,0
PED001787,PRD0025,2,134.72,17.66,80.46,0
PED001788,PRD0002,1,135.92,11.7,72.32,0
PED001788,PRD0010,3,134.93,30.45,77.81,0
PED001788,PRD0003,1,151.81,10.94,93.6,0
PED001789,PRD0016,1,150.83,15.79,82.09,0
PED001789,PRD0013,3,182.47,41.75,,0
PED001790,PRD0060,1,85.54,6.49,46.35,0
PED001790,PRD0054,6,159.67,69.3,90.28,0
PED001790,PRD0006,1,152.76,14.4,77.16,0
PED001791,PRD0005,1,150.06,16.38,92.88,0
PED001791,PRD0014,1,145.3,14.77,78.41,0
PED001792,PRD0008,1,179.25,8.71,99.68,0
PED001793,PRD0001,1,94.41,8.8,58.37,0
PED001793,PRD0010,1,136.0,13.39,79.57,0
PED001793,PRD0004,1,154.56,13.48,84.21,0
PED001794,PRD0070,4,146.28,45.58,75.59,0
PED001795,PRD0022,1,113.65,8.65,63.93,0
PED001795,PRD0009,1,158.08,11.1,91.55,0
PED001795,PRD0005,1,149.57,10.54,89.83,0
PED001796,PRD0030,1,151.3,18.4,97.11,0
PED001796,PRD0002,1,128.31,15.22,71.22,0
PED001796,PRD0078,1,139.04,13.0,83.14,0
PED001797,PRD0037,1,153.52,8.53,93.11,0
