data_referencia,produto_id,lote,data_validade,quantidade_disponivel,quantidade_reservada,entrada_semana,saida_semana,retorno_semana,perda_validade,perda_avaria,custo_medio_unitario
2026-01-19,PRD0058,L0058-03,2027-07-26,77,1,0,0,0,0,0,42.4
2026-01-26,PRD0058,L0058-01,2026-11-05,38,2,0,0,0,0,0,42.4
2026-01-26,PRD0058,L0058-02,2027-03-30,75,4,0,0,0,0,0,42.4
2026-01-26,PRD0058,L0058-03,2027-07-26,77,1,0,0,0,0,0,42.4
2026-02-02,PRD0058,L0058-01,2026-11-05,37,0,0,1,0,0,0,42.4
2026-02-02,PRD0058,L0058-02,2027-03-30,75,5,0,0,0,0,0,42.4
2026-02-02,PRD0058,L0058-03,2027-07-26,77,2,0,0,0,0,0,42.4
2026-02-09,PRD0058,L0058-01,2026-11-05,32,0,0,5,0,0,0,42.4
2026-02-09,PRD0058,L0058-02,2027-03-30,75,0,0,0,0,0,0,42.4
2026-02-09,PRD0058,L0058-03,2027-07-26,77,2,0,0,0,0,0,42.4
2026-02-16,PRD0058,L0058-01,2026-11-05,32,1,0,0,0,0,0,42.4
2026-02-16,PRD0058,L0058-02,2027-03-30,75,2,0,0,0,0,0,42.4
2026-02-16,PRD0058,L0058-03,2027-07-26,77,2,0,0,0,0,0,42.4
2026-02-23,PRD0058,L0058-01,2026-11-05,28,1,0,4,0,0,0,42.4
2026-02-23,PRD0058,L0058-02,2027-03-30,75,0,0,0,0,0,0,42.4
2026-02-23,PRD0058,L0058-03,2027-07-26,77,1,0,0,0,0,0,42.4
2026-03-02,PRD0058,L0058-01,2026-11-05,27,0,0,1,0,0,0,42.4
2026-03-02,PRD0058,L0058-02,2027-03-30,75,3,0,0,0,0,0,42.4
2026-03-02,PRD0058,L0058-03,2027-07-26,77,4,0,0,0,0,0,42.4
2026-03-09,PRD0058,L0058-01,2026-11-05,25,0,93,2,0,0,0,42.4
2026-03-09,PRD0058,L0058-02,2027-03-30,75,0,0,0,0,0,0,42.4
2026-03-09,PRD0058,L0058-03,2027-07-26,77,6,0,0,0,0,0,42.4
2026-03-09,PRD0058,L0058-04,2027-12-08,93,1,0,0,0,0,0,42.4
2026-03-16,PRD0058,L0058-01,2026-11-05,24,0,0,1,0,0,0,42.4
2026-03-16,PRD0058,L0058-02,2027-03-30,75,2,0,0,0,0,0,42.4
2026-03-16,PRD0058,L0058-03,2027-07-26,77,0,0,0,0,0,0,42.4
2026-03-16,PRD0058,L0058-04,2027-12-08,93,7,0,0,0,0,0,42.4
2026-03-23,PRD0058,AB0058,2026-09-28,1,0,0,3,1,0,0,42.4
2026-03-23,PRD0058,L0058-01,2026-11-05,21,1,0,0,0,0,0,42.4
2026-03-23,PRD0058,L0058-02,2027-03-30,75,1,0,0,0,0,0,42.4
2026-03-23,PRD0058,L0058-03,2027-07-26,77,4,0,0,0,0,0,42.4
2026-03-23,PRD0058,L0058-04,2027-12-08,93,5,0,0,0,0,0,42.4
2026-03-30,PRD0058,L0058-01,2026-11-05,18,1,0,4,0,0,0,42.4
2026-03-30,PRD0058,L0058-02,2027-03-30,75,5,0,0,0,0,0,42.4
2026-03-30,PRD0058,L0058-03,2027-07-26,77,1,0,0,0,0,0,42.4
2026-03-30,PRD0058,L0058-04,2027-12-08,93,6,0,0,0,0,0,42.4
2026-04-06,PRD0058,L0058-01,2026-11-05,18,0,0,0,0,0,0,42.4
2026-04-06,PRD0058,L0058-02,2027-03-30,75,4,0,0,0,0,0,42.4
2026-04-06,PRD0058,L0058-03,2027-07-26,77,2,0,0,0,0,0,42.4
2026-04-06,PRD0058,L0058-04,2027-12-08,93,5,0,0,0,0,0,42.4
2026-04-13,PRD0058,L0058-01,2026-11-05,7,0,0,11,0,0,0,42.4
2026-04-13,PRD0058,L0058-02,2027-03-30,75,1,0,0,0,0,0,42.4
2026-04-13,PRD0058,L0058-03,2027-07-26,77,1,0,0,0,0,0,42.4
2026-04-13,PRD0058,L0058-04,2027-12-08,93,1,0,0,0,0,0,42.4
2026-04-20,PRD0058,L0058-01,2026-11-05,5,0,0,2,0,0,0,42.4
2026-04-20,PRD0058,L0058-02,2027-03-30,75,0,0,0,0,0,0,42.4
2026-04-20,PRD0058,L0058-03,2027-07-26,77,1,0,0,0,0,0,42.4
2026-04-20,PRD0058,L0058-04,2027-12-08,93,0,0,0,0,0,0,42.4
2026-04-27,PRD0058,L0058-02,2027-03-30,74,3,0,6,0,0,0,42.4
2026-04-27,PRD0058,L0058-03,2027-07-26,77,0,0,0,0,0,0,42.4
2026-04-27,PRD0058,L0058-04,2027-12-08,93,3,0,0,0,0,0,42.4
2026-05-04,PRD0058,L0058-02,2027-03-30,74,2,0,0,0,0,0,42.4
2026-05-04,PRD0058,L0058-03,2027-07-26,77,5,0,0,0,0,0,42.4
2026-05-04,PRD0058,L0058-04,2027-12-08,93,6,0,0,0,0,0,42.4
2026-05-11,PRD0058,L0058-02,2027-03-30,72,2,0,2,0,0,0,42.4
2026-05-11,PRD0058,L0058-03,2027-07-26,77,0,0,0,0,0,0,42.4
2026-05-11,PRD0058,L0058-04,2027-12-08,93,1,0,0,0,0,0,42.4
2026-05-18,PRD0058,L0058-02,2027-03-30,72,0,0,0,0,0,0,42.4
2026-05-18,PRD0058,L0058-03,2027-07-26,77,2,0,0,0,0,0,42.4
2026-05-18,PRD0058,L0058-04,2027-12-08,93,4,0,0,0,0,0,42.4
2026-05-25,PRD0058,L0058-02,2027-03-30,57,0,0,15,0,0,0,42.4
2026-05-25,PRD0058,L0058-03,2027-07-26,77,1,0,0,0,0,0,42.4
2026-05-25,PRD0058,L0058-04,2027-12-08,93,7,0,0,0,0,0,42.4
2026-06-01,PRD0058,L0058-02,2027-03-30,55,2,0,2,0,0,0,42.4
2026-06-01,PRD0058,L0058-03,2027-07-26,77,4,0,0,0,0,0,42.4
2026-06-01,PRD0058,L0058-04,2027-12-08,93,2,0,0,0,0,0,42.4
2026-06-08,PRD0058,L0058-02,2027-03-30,54,3,0,1,0,0,0,42.4
2026-06-08,PRD0058,L0058-03,2027-07-26,77,1,0,0,0,0,0,42.4
2026-06-08,PRD0058,L0058-04,2027-12-08,93,7,0,0,0,0,0,42.4
2026-06-15,PRD0058,L0058-02,2027-03-30,49,0,0,5,0,0,0,42.4
2026-06-15,PRD0058,L0058-03,2027-07-26,77,5,0,0,0,0,0,42.4
2026-06-15,PRD0058,L0058-04,2027-12-08,93,2,0,0,0,0,0,42.4
2026-06-22,PRD0058,L0058-02,2027-03-30,48,1,0,1,0,0,0,42.4
2026-06-22,PRD0058,L0058-03,2027-07-26,77,5,0,0,0,0,0,42.4
2026-06-22,PRD0058,L0058-04,2027-12-08,93,2,0,0,0,0,0,42.4
2026-06-29,PRD0058,L0058-02,2027-03-30,46,2,0,2,0,0,0,42.4
2026-06-29,PRD0058,L0058-03,2027-07-26,77,,0,0,0,0,0,42.4
2026-06-29,PRD0058,L0058-04,2027-12-08,93,4,0,0,0,0,0,42.4
2025-01-06,PRD0059,AB0059,2027-01-01,101,2,0,7,0,0,0,85.94
2025-01-13,PRD0059,AB0059,2027-01-01,99,7,0,2,0,0,0,85.94
2025-01-20,PRD0059,AB0059,2027-01-01,97,4,0,2,0,0,0,85.94
2025-01-27,PRD0059,AB0059,2027-01-01,96,5,76,1,0,0,0,85.94
2025-01-27,PRD0059,L0059-01,2027-01-27,76,,0,0,0,0,0,85.94
2025-02-03,PRD0059,AB0059,2027-01-01,90,0,0,6,0,0,0,85.94
2025-02-03,PRD0059,L0059-01,2027-01-27,76,4,0,0,0,0,0,85.94
2025-02-10,PRD0059,AB0059,2027-01-01,80,5,0,10,0,0,0,85.94
2025-02-10,PRD0059,L0059-01,2027-01-27,76,3,0,0,0,0,0,85.94
2025-02-17,PRD0059,AB0059,2027-01-01,78,5,0,2,0,0,0,85.94
2025-02-17,PRD0059,L0059-01,2027-01-27,76,5,0,0,0,0,0,85.94
2025-02-24,PRD0059,AB0059,2027-01-01,60,3,0,18,0,0,0,85.94
2025-02-24,PRD0059,L0059-01,2027-01-27,76,1,0,0,0,0,0,85.94
2025-03-03,PRD0059,AB0059,2027-01-01,60,3,0,0,0,0,0,85.94
2025-03-03,PRD0059,L0059-01,2027-01-27,76,3,0,0,0,0,0,85.94
2025-03-10,PRD0059,AB0059,2027-01-01,60,3,0,0,0,0,0,85.94
2025-03-10,PRD0059,L0059-01,2027-01-27,76,5,0,0,0,0,0,85.94
2025-03-17,PRD0059,AB0059,2027-01-01,56,0,0,4,0,0,0,85.94
2025-03-17,PRD0059,L0059-01,2027-01-27,76,5,0,0,0,0,0,85.94
2025-03-24,PRD0059,AB0059,2027-01-01,54,0,0,2,0,0,0,85.94
2025-03-24,PRD0059,L0059-01,2027-01-27,76,4,0,0,0,0,0,85.94
2025-03-31,PRD0059,AB0059,2027-01-01,52,2,0,2,0,0,0,85.94
2025-03-31,PRD0059,L0059-01,2027-01-27,76,5,0,0,0,0,0,85.94
2025-04-07,PRD0059,AB0059,2027-01-01,51,0,0,1,0,0,0,85.94
2025-04-07,PRD0059,L0059-01,2027-01-27,76,0,0,0,0,0,0,85.94
2025-04-14,PRD0059,AB0059,2027-01-01,53,2,0,0,2,0,0,85.94
2025-04-14,PRD0059,L0059-01,2027-01-27,76,5,0,0,0,0,0,85.94
2025-04-21,PRD0059,AB0059,2027-01-01,50,1,0,4,1,0,0,85.94
2025-04-21,PRD0059,L0059-01,2027-01-27,76,3,0,0,0,0,0,85.94
2025-04-28,PRD0059,AB0059,2027-01-01,48,2,0,2,0,0,0,85.94
2025-04-28,PRD0059,L0059-01,2027-01-27,76,1,0,0,0,0,0,85.94
2025-05-05,PRD0059,AB0059,2027-01-01,45,2,0,3,0,0,0,85.94
2025-05-05,PRD0059,L0059-01,2027-01-27,76,2,0,0,0,0,0,85.94
2025-05-12,PRD0059,AB0059,2027-01-01,43,2,0,2,0,0,0,85.94
2025-05-12,PRD0059,L0059-01,2027-01-27,76,0,0,0,0,0,0,85.94
2025-05-19,PRD0059,AB0059,2027-01-01,43,1,0,0,0,0,0,85.94
2025-05-19,PRD0059,L0059-01,2027-01-27,76,4,0,0,0,0,0,85.94
2025-05-26,PRD0059,AB0059,2027-01-01,38,1,0,5,0,0,0,85.94
2025-05-26,PRD0059,L0059-01,2027-01-27,76,3,0,0,0,0,0,85.94
2025-06-02,PRD0059,AB0059,2027-01-01,38,2,0,0,0,0,0,85.94
2025-06-02,PRD0059,L0059-01,2027-01-27,76,2,0,0,0,0,0,85.94
2025-06-09,PRD0059,AB0059,2027-01-01,37,2,0,1,0,0,0,85.94
2025-06-09,PRD0059,L0059-01,2027-01-27,76,5,0,0,0,0,0,85.94
2025-06-16,PRD0059,AB0059,2027-01-01,37,1,89,0,0,0,0,85.94
2025-06-16,PRD0059,L0059-01,2027-01-27,76,2,0,0,0,0,0,85.94
2025-06-16,PRD0059,L0059-02,2027-06-20,89,3,0,0,0,0,0,85.94
2025-06-23,PRD0059,AB0059,2027-01-01,35,1,0,2,0,0,0,85.94
2025-06-23,PRD0059,L0059-01,2027-01-27,76,4,0,0,0,0,0,85.94
2025-06-23,PRD0059,L0059-02,2027-06-20,89,7,0,0,0,0,0,85.94
2025-06-30,PRD0059,AB0059,2027-01-01,35,1,0,0,0,0,0,85.94
2025-06-30,PRD0059,L0059-01,2027-01-27,76,5,0,0,0,0,0,85.94
2025-06-30,PRD0059,L0059-02,2027-06-20,89,0,0,0,0,0,0,85.94
2025-07-07,PRD0059,AB0059,2027-01-01,30,1,0,5,0,0,0,85.94
2025-07-07,PRD0059,L0059-01,2027-01-27,76,0,0,0,0,0,0,85.94
2025-07-07,PRD0059,L0059-02,2027-06-20,89,2,0,0,0,0,0,85.94
2025-07-14,PRD0059,AB0059,2027-01-01,21,1,0,9,0,0,0,85.94
2025-07-14,PRD0059,L0059-01,2027-01-27,76,4,0,0,0,0,0,85.94
2025-07-14,PRD0059,L0059-02,2027-06-20,89,4,0,0,0,0,0,85.94
2025-07-21,PRD0059,AB0059,2027-01-01,13,0,0,8,0,0,0,85.94
2025-07-21,PRD0059,L0059-01,2027-01-27,76,5,0,0,0,0,0,85.94
2025-07-21,PRD0059,L0059-02,2027-06-20,89,4,0,0,0,0,0,85.94
2025-07-28,PRD0059,AB0059,2027-01-01,12,,0,1,0,0,0,85.94
2025-07-28,PRD0059,L0059-01,2027-01-27,76,4,0,0,0,0,0,85.94
2025-07-28,PRD0059,L0059-02,2027-06-20,89,6,0,0,0,0,0,85.94
2025-08-04,PRD0059,AB0059,2027-01-01,7,0,0,5,0,0,0,85.94
2025-08-04,PRD0059,L0059-01,2027-01-27,76,4,0,0,0,0,0,85.94
2025-08-04,PRD0059,L0059-02,2027-06-20,89,4,0,0,0,0,0,85.94
2025-08-11,PRD0059,AB0059,2027-01-01,6,0,0,1,0,0,0,85.94
2025-08-11,PRD0059,L0059-01,2027-01-27,76,4,0,0,0,0,0,85.94
2025-08-11,PRD0059,L0059-02,2027-06-20,89,3,0,0,0,0,0,85.94
2025-08-18,PRD0059,AB0059,2027-01-01,4,0,0,2,0,0,0,85.94
2025-08-18,PRD0059,L0059-01,2027-01-27,76,,0,0,0,0,0,85.94
2025-08-18,PRD0059,L0059-02,2027-06-20,89,0,0,0,0,0,0,85.94
2025-08-25,PRD0059,AB0059,2027-01-01,2,0,0,2,0,0,0,85.94
2025-08-25,PRD0059,L0059-01,2027-01-27,76,3,0,0,0,0,0,85.94
2025-08-25,PRD0059,L0059-02,2027-06-20,89,2,0,0,0,0,0,85.94
2025-09-01,PRD0059,AB0059,2027-01-01,1,0,0,1,0,0,0,85.94
2025-09-01,PRD0059,L0059-01,2027-01-27,76,6,0,0,0,0,0,85.94
2025-09-01,PRD0059,L0059-02,2027-06-20,89,2,0,0,0,0,0,85.94
2025-09-08,PRD0059,L0059-01,2027-01-27,75,3,0,2,0,0,0,85.94
2025-09-08,PRD0059,L0059-02,2027-06-20,89,0,0,0,0,0,0,85.94
2025-09-15,PRD0059,L0059-01,2027-01-27,72,2,0,3,0,0,0,85.94
2025-09-15,PRD0059,L0059-02,2027-06-20,89,2,0,0,0,0,0,85.94
2025-09-22,PRD0059,L0059-01,2027-01-27,70,2,0,2,0,0,0,85.94
2025-09-22,PRD0059,L0059-02,2027-06-20,89,1,0,0,0,0,0,85.94
2025-09-29,PRD0059,L0059-01,2027-01-27,68,1,0,2,0,0,0,85.94
2025-09-29,PRD0059,L0059-02,2027-06-20,89,,0,0,0,0,0,85.94
2025-10-06,PRD0059,L0059-01,2027-01-27,67,0,0,1,0,0,0,85.94
2025-10-06,PRD0059,L0059-02,2027-06-20,89,4,0,0,0,0,0,85.94
2025-10-13,PRD0059,L0059-01,2027-01-27,65,3,0,2,0,0,0,85.94
2025-10-13,PRD0059,L0059-02,2027-06-20,89,2,0,0,0,0,0,85.94
2025-10-20,PRD0059,L0059-01,2027-01-27,62,2,0,3,0,0,0,85.94
2025-10-20,PRD0059,L0059-02,2027-06-20,89,,0,0,0,0,0,85.94
2025-10-27,PRD0059,L0059-01,2027-01-27,61,4,0,1,0,0,0,85.94
2025-10-27,PRD0059,L0059-02,2027-06-20,89,4,0,0,0,0,0,85.94
2025-11-03,PRD0059,L0059-01,2027-01-27,60,4,0,1,0,0,0,85.94
2025-11-03,PRD0059,L0059-02,2027-06-20,89,4,0,0,0,0,0,85.94
2025-11-10,PRD0059,L0059-01,2027-01-27,56,3,87,4,0,0,0,85.94
2025-11-10,PRD0059,L0059-02,2027-06-20,89,1,0,0,0,0,0,85.94
2025-11-10,PRD0059,L0059-03,2027-11-11,87,5,0,0,0,0,0,85.94
2025-11-17,PRD0059,AB0059,2027-01-01,1,0,0,3,1,0,0,85.94
2025-11-17,PRD0059,L0059-01,2027-01-27,53,1,0,0,0,0,0,85.94
2025-11-17,PRD0059,L0059-02,2027-06-20,89,0,0,0,0,0,0,85.94
2025-11-17,PRD0059,L0059-03,2027-11-11,87,6,0,0,0,0,0,85.94
2025-11-24,PRD0059,L0059-01,2027-01-27,47,2,0,7,0,0,0,85.94
2025-11-24,PRD0059,L0059-02,2027-06-20,89,0,0,0,0,0,0,85.94
2025-11-24,PRD0059,L0059-03,2027-11-11,87,6,0,0,0,0,0,85.94
2025-12-01,PRD0059,L0059-01,2027-01-27,47,3,0,0,0,0,0,85.94
2025-12-01,PRD0059,L0059-02,2027-06-20,89,0,0,0,0,0,0,85.94
2025-12-01,PRD0059,L0059-03,2027-11-11,87,3,0,0,0,0,0,85.94
2025-12-08,PRD0059,L0059-01,2027-01-27,45,1,0,2,0,0,0,85.94
2025-12-08,PRD0059,L0059-02,2027-06-20,89,5,0,0,0,0,0,85.94
2025-12-08,PRD0059,L0059-03,2027-11-11,87,2,0,0,0,0,0,85.94
2025-12-15,PRD0059,L0059-01,2027-01-27,44,0,0,1,0,0,0,85.94
2025-12-15,PRD0059,L0059-02,2027-06-20,89,6,0,0,0,0,0,85.94
2025-12-15,PRD0059,L0059-03,2027-11-11,87,3,0,0,0,0,0,85.94
2025-12-22,PRD0059,L0059-01,2027-01-27,30,1,0,14,0,0,0,85.94
2025-12-22,PRD0059,L0059-02,2027-06-20,89,6,0,0,0,0,0,85.94
2025-12-22,PRD0059,L0059-03,2027-11-11,87,2,0,0,0,0,0,85.94
2025-12-29,PRD0059,L0059-01,2027-01-27,27,,0,3,0,0,0,85.94
2025-12-29,PRD0059,L0059-02,2027-06-20,89,6,0,0,0,0,0,85.94
2025-12-29,PRD0059,L0059-03,2027-11-11,87,1,0,0,0,0,0,85.94
2026-01-05,PRD0059,L0059-01,2027-01-27,25,0,0,2,0,0,0,85.94
2026-01-05,PRD0059,L0059-02,2027-06-20,89,0,0,0,0,0,0,85.94
2026-01-05,PRD0059,L0059-03,2027-11-11,87,6,0,0,0,0,0,85.94
2026-01-12,PRD0059,L0059-01,2027-01-27,25,0,0,0,0,0,0,85.94
2026-01-12,PRD0059,L0059-02,2027-06-20,89,0,0,0,0,0,0,85.94
2026-01-12,PRD0059,L0059-03,2027-11-11,87,5,0,0,0,0,0,85.94
2026-01-19,PRD0059,L0059-01,2027-01-27,21,0,0,4,0,0,0,85.94
2026-01-19,PRD0059,L0059-02,2027-06-20,89,0,0,0,0,0,0,85.94
2026-01-19,PRD0059,L0059-03,2027-11-11,87,5,0,0,0,0,0,85.94
2026-01-26,PRD0059,L0059-01,2027-01-27,5,0,0,16,0,0,0,85.94
2026-01-26,PRD0059,L0059-02,2027-06-20,89,2,0,0,0,0,0,85.94
2026-01-26,PRD0059,L0059-03,2027-11-11,87,0,0,0,0,0,0,85.94
2026-02-02,PRD0059,L0059-01,2027-01-27,3,0,0,2,0,0,0,85.94
2026-02-02,PRD0059,L0059-02,2027-06-20,89,5,0,0,0,0,0,85.94
2026-02-02,PRD0059,L0059-03,2027-11-11,87,1,0,0,0,0,0,85.94
2026-02-09,PRD0059,L0059-02,2027-06-20,81,6,0,11,0,0,0,85.94
2026-02-09,PRD0059,L0059-03,2027-11-11,87,5,0,0,0,0,0,85.94
2026-02-16,PRD0059,L0059-02,2027-06-20,77,4,0,4,0,0,0,85.94
2026-02-16,PRD0059,L0059-03,2027-11-11,87,2,0,0,0,0,0,85.94
2026-02-23,PRD0059,L0059-02,2027-06-20,76,2,0,1,0,0,0,85.94
2026-02-23,PRD0059,L0059-03,2027-11-11,87,5,0,0,0,0,0,85.94
2026-03-02,PRD0059,L0059-02,2027-06-20,76,5,82,0,0,0,0,85.94
2026-03-02,PRD0059,L0059-03,2027-11-11,87,3,0,0,0,0,0,85.94
2026-03-02,PRD0059,L0059-04,2028-03-02,82,3,0,0,0,0,0,85.94
2026-03-09,PRD0059,L0059-02,2027-06-20,69,5,0,7,0,0,0,85.94
2026-03-09,PRD0059,L0059-03,2027-11-11,87,0,0,0,0,0,0,85.94
2026-03-09,PRD0059,L0059-04,2028-03-02,82,1,0,0,0,0,0,85.94
2026-03-16,PRD0059,L0059-02,2027-06-20,65,1,0,4,0,0,0,85.94
2026-03-16,PRD0059,L0059-03,2027-11-11,87,4,0,0,0,0,0,85.94
2026-03-16,PRD0059,L0059-04,2028-03-02,82,0,0,0,0,0,0,85.94
2026-03-23,PRD0059,L0059-02,2027-06-20,61,3,0,4,0,0,0,85.94
2026-03-23,PRD0059,L0059-03,2027-11-11,87,5,0,0,0,0,0,85.94
2026-03-23,PRD0059,L0059-04,2028-03-02,82,4,0,0,0,0,0,85.94
2026-03-30,PRD0059,L0059-02,2027-06-20,56,3,0,5,0,0,0,85.94
2026-03-30,PRD0059,L0059-03,2027-11-11,87,1,0,0,0,0,0,85.94
2026-03-30,PRD0059,L0059-04,2028-03-02,82,1,0,0,0,0,0,85.94
2026-04-06,PRD0059,L0059-02,2027-06-20,56,2,0,0,0,0,0,85.94
2026-04-06,PRD0059,L0059-03,2027-11-11,87,2,0,0,0,0,0,85.94
2026-04-06,PRD0059,L0059-04,2028-03-02,82,0,0,0,0,0,0,85.94
2026-04-13,PRD0059,L0059-02,2027-06-20,49,2,0,7,0,0,0,85.94
2026-04-13,PRD0059,L0059-03,2027-11-11,87,5,0,0,0,0,0,85.94
2026-04-13,PRD0059,L0059-04,2028-03-02,82,2,0,0,0,0,0,85.94
2026-04-20,PRD0059,L0059-02,2027-06-20,30,1,0,19,0,0,0,85.94
2026-04-20,PRD0059,L0059-03,2027-11-11,87,3,0,0,0,0,0,85.94
2026-04-20,PRD0059,L0059-04,2028-03-02,82,,0,0,0,0,0,85.94
2026-04-27,PRD0059,L0059-02,2027-06-20,28,0,0,2,0,0,0,85.94
2026-04-27,PRD0059,L0059-03,2027-11-11,87,2,0,0,0,0,0,85.94
2026-04-27,PRD0059,L0059-04,2028-03-02,82,4,0,0,0,0,0,85.94
2026-05-04,PRD0059,L0059-02,2027-06-20,27,0,0,1,0,0,0,85.94
2026-05-04,PRD0059,L0059-03,2027-11-11,87,1,0,0,0,0,0,85.94
2026-05-04,PRD0059,L0059-04,2028-03-02,82,0,0,0,0,0,0,85.94
2026-05-11,PRD0059,L0059-02,2027-06-20,27,0,0,0,0,0,0,85.94
2026-05-11,PRD0059,L0059-03,2027-11-11,87,4,0,0,0,0,0,85.94
2026-05-11,PRD0059,L0059-04,2028-03-02,82,3,0,0,0,0,0,85.94
2026-05-18,PRD0059,L0059-02,2027-06-20,18,0,0,9,0,0,0,85.94
2026-05-18,PRD0059,L0059-03,2027-11-11,87,0,0,0,0,0,0,85.94
2026-05-18,PRD0059,L0059-04,2028-03-02,82,5,0,0,0,0,0,85.94
2026-05-25,PRD0059,L0059-02,2027-06-20,16,1,0,2,0,0,0,85.94
2026-05-25,PRD0059,L0059-03,2027-11-11,87,1,0,0,0,0,0,85.94
2026-05-25,PRD0059,L0059-04,2028-03-02,82,3,0,0,0,0,0,85.94
2026-06-01,PRD0059,L0059-02,2027-06-20,14,,0,2,0,0,0,85.94
2026-06-01,PRD0059,L0059-03,2027-11-11,87,5,0,0,0,0,0,85.94
2026-06-01,PRD0059,L0059-04,2028-03-02,82,0,0,0,0,0,0,85.94
2026-06-08,PRD0059,L0059-02,2027-06-20,12,0,0,2,0,0,0,85.94
2026-06-08,PRD0059,L0059-03,2027-11-11,87,4,0,0,0,0,0,85.94
2026-06-08,PRD0059,L0059-04,2028-03-02,82,0,0,0,0,0,0,85.94
2026-06-15,PRD0059,L0059-02,2027-06-20,8,0,0,4,0,0,0,85.94
2026-06-15,PRD0059,L0059-03,2027-11-11,87,0,0,0,0,0,0,85.94
2026-06-15,PRD0059,L0059-04,2028-03-02,82,3,0,0,0,0,0,85.94
2026-06-22,PRD0059,L0059-02,2027-06-20,5,0,0,3,0,0,0,85.94
2026-06-22,PRD0059,L0059-03,2027-11-11,87,4,0,0,0,0,0,85.94
2026-06-22,PRD0059,L0059-04,2028-03-02,82,3,0,0,0,0,0,85.94
2026-06-29,PRD0059,L0059-02,2027-06-20,5,0,0,0,0,0,0,85.94
2026-06-29,PRD0059,L0059-03,2027-11-11,87,5,0,0,0,0,0,85.94
2026-06-29,PRD0059,L0059-04,2028-03-02,82,3,0,0,0,0,0,85.94
2025-01-06,PRD0060,AB0060,2028-01-01,116,6,0,0,0,0,0,45.1
2025-01-13,PRD0060,AB0060,2028-01-01,113,8,0,3,0,0,0,45.1
2025-01-20,PRD0060,AB0060,2028-01-01,110,3,0,3,0,0,0,45.1
2025-01-27,PRD0060,AB0060,2028-01-01,96,2,72,14,0,0,0,45.1
2025-01-27,PRD0060,L0060-01,2028-01-31,72,3,0,0,0,0,0,45.1
2025-02-03,PRD0060,AB0060,2028-01-01,92,3,0,4,0,0,0,45.1
2025-02-03,PRD0060,L0060-01,2028-01-31,72,0,0,0,0,0,0,45.1
2025-02-10,PRD0060,AB0060,2028-01-01,91,4,0,1,0,0,0,45.1
2025-02-10,PRD0060,L0060-01,2028-01-31,72,4,0,0,0,0,0,45.1
2025-02-17,PRD0060,AB0060,2028-01-01,88,4,0,3,0,0,0,45.1
2025-02-17,PRD0060,L0060-01,2028-01-31,72,0,0,0,0,0,0,45.1
2025-02-24,PRD0060,AB0060,2028-01-01,77,,0,11,0,0,0,45.1
2025-02-24,PRD0060,L0060-01,2028-01-31,72,5,0,0,0,0,0,45.1
2025-03-03,PRD0060,AB0060,2028-01-01,69,5,0,8,0,0,0,45.1
2025-03-03,PRD0060,L0060-01,2028-01-31,72,4,0,0,0,0,0,45.1
2025-03-10,PRD0060,AB0060,2028-01-01,70,0,0,0,1,0,0,45.1
2025-03-10,PRD0060,L0060-01,2028-01-31,72,1,0,0,0,0,0,45.1
2025-03-17,PRD0060,AB0060,2028-01-01,66,0,0,4,0,0,0,45.1
2025-03-17,PRD0060,L0060-01,2028-01-31,72,2,0,0,0,0,0,45.1
2025-03-24,PRD0060,AB0060,2028-01-01,59,4,0,7,0,0,0,45.1
2025-03-24,PRD0060,L0060-01,2028-01-31,72,3,0,0,0,0,0,45.1
2025-03-31,PRD0060,AB0060,2028-01-01,59,,0,0,0,0,0,45.1
2025-03-31,PRD0060,L0060-01,2028-01-31,72,4,0,0,0,0,0,45.1
2025-04-07,PRD0060,AB0060,2028-01-01,59,4,0,0,0,0,0,45.1
2025-04-07,PRD0060,L0060-01,2028-01-31,72,5,0,0,0,0,0,45.1
2025-04-14,PRD0060,AB0060,2028-01-01,59,3,0,0,0,0,0,45.1
2025-04-14,PRD0060,L0060-01,2028-01-31,72,2,0,0,0,0,0,45.1
2025-04-21,PRD0060,AB0060,2028-01-01,60,4,0,0,1,0,0,45.1
2025-04-21,PRD0060,L0060-01,2028-01-31,72,2,0,0,0,0,0,45.1
2025-04-28,PRD0060,AB0060,2028-01-01,59,0,0,1,0,0,0,45.1
2025-04-28,PRD0060,L0060-01,2028-01-31,72,2,0,0,0,0,0,45.1
2025-05-05,PRD0060,AB0060,2028-01-01,55,4,0,4,0,0,0,45.1
2025-05-05,PRD0060,L0060-01,2028-01-31,72,1,0,0,0,0,0,45.1
2025-05-12,PRD0060,AB0060,2028-01-01,54,3,0,1,0,0,0,45.1
2025-05-12,PRD0060,L0060-01,2028-01-31,72,3,0,0,0,0,0,45.1
2025-05-19,PRD0060,AB0060,2028-01-01,54,0,0,0,0,0,0,45.1
2025-05-19,PRD0060,L0060-01,2028-01-31,72,4,0,0,0,0,0,45.1
2025-05-26,PRD0060,AB0060,2028-01-01,50,0,0,4,0,0,0,45.1
2025-05-26,PRD0060,L0060-01,2028-01-31,72,2,0,0,0,0,0,45.1
2025-06-02,PRD0060,AB0060,2028-01-01,50,1,0,0,0,0,0,45.1
2025-06-02,PRD0060,L0060-01,2028-01-31,72,0,0,0,0,0,0,45.1
2025-06-09,PRD0060,AB0060,2028-01-01,50,0,0,0,0,0,0,45.1
