data,turno,pessoas_planejadas,pessoas_presentes,horas_regulares_disponiveis,horas_ausencia,horas_extras,minutos_atividades_indiretas,sabado_extra
2025-10-21,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-22,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-22,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-23,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-23,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-24,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-24,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-27,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-10-27,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-28,MANHÃ,2,2,13.5,0.0,3.23,90,false
2025-10-28,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-29,MANHÃ,2,2,13.5,0.0,1.84,90,false
2025-10-29,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-30,MANHÃ,2,2,13.5,0.0,5.54,90,false
2025-10-30,TARDE,2,2,13.5,0.0,0.0,90,false
2025-10-31,MANHÃ,2,2,13.5,0.0,9.31,90,false
2025-10-31,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-03,MANHÃ,2,2,13.5,0.0,20.19,90,false
2025-11-03,TARDE,2,2,13.5,0.0,2.7,90,false
2025-11-04,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-11-04,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-05,MANHÃ,2,2,13.5,0.0,4.16,90,false
2025-11-05,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-06,MANHÃ,2,2,13.5,0.0,1.05,90,false
2025-11-06,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-07,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-11-07,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-10,MANHÃ,2,2,13.5,0.0,9.86,90,false
2025-11-10,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-11,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-11-11,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-12,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-11-12,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-13,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-11-13,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-14,MANHÃ,2,2,13.5,0.0,7.71,90,false
2025-11-14,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-17,MANHÃ,2,2,13.5,0.0,0.53,90,false
2025-11-17,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-18,MANHÃ,2,2,13.5,0.0,12.61,90,false
2025-11-18,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-19,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-11-19,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-20,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-11-20,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-21,MANHÃ,2,2,13.5,0.0,2.39,90,false
2025-11-21,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-24,MANHÃ,2,2,13.5,0.0,11.98,90,false
2025-11-24,TARDE,2,2,13.5,0.0,0.44,90,false
2025-11-25,MANHÃ,2,2,13.5,0.0,9.94,90,false
2025-11-25,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-26,MANHÃ,2,2,13.5,0.0,28.97,90,false
2025-11-26,TARDE,2,2,13.5,0.0,9.2,90,false
2025-11-27,MANHÃ,2,2,13.5,0.0,4.0,90,false
2025-11-27,TARDE,2,2,13.5,0.0,0.0,90,false
2025-11-28,MANHÃ,2,2,13.5,0.0,1.8,90,false
2025-11-28,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-01,MANHÃ,2,2,13.5,0.0,40.22,90,false
2025-12-01,TARDE,2,2,13.5,0.0,16.12,90,false
2025-12-02,MANHÃ,2,2,13.5,0.0,2.27,90,false
2025-12-02,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-03,MANHÃ,2,2,13.5,0.0,8.91,90,false
2025-12-03,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-04,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-04,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-05,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-05,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-08,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-08,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-09,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-09,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-10,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-10,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-11,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-11,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-12,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-12,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-15,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-15,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-16,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-16,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-17,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-17,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-18,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-18,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-19,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-19,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-22,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-22,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-23,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-23,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-24,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-24,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-25,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-25,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-26,MANHÃ,2,2,13.5,0.0,0.0,90,false
2025-12-26,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-29,MANHÃ,2,2,13.5,0.0,10.65,90,false
2025-12-29,TARDE,2,2,13.5,0.0,0.11,90,false
2025-12-30,MANHÃ,2,2,13.5,0.0,12.66,90,false
2025-12-30,TARDE,2,2,13.5,0.0,0.0,90,false
2025-12-31,MANHÃ,2,2,13.5,0.0,11.46,90,false
2025-12-31,TARDE,2,2,13.5,0.0,0.62,90,false
2026-01-01,MANHÃ,2,2,13.5,0.0,7.61,90,false
2026-01-01,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-02,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-02,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-05,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-05,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-06,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-06,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-07,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-07,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-08,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-08,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-09,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-09,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-12,MANHÃ,2,2,13.5,0.0,1.24,90,false
2026-01-12,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-13,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-13,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-14,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-14,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-15,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-15,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-16,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-16,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-19,MANHÃ,2,2,13.5,0.0,2.96,90,false
2026-01-19,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-20,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-20,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-21,MANHÃ,2,2,13.5,0.0,3.65,90,false
2026-01-21,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-22,MANHÃ,2,2,13.5,0.0,0.9,90,false
2026-01-22,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-23,MANHÃ,2,2,13.5,0.0,2.75,90,false
2026-01-23,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-26,MANHÃ,2,2,13.5,0.0,7.82,90,false
2026-01-26,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-27,MANHÃ,2,2,13.5,0.0,0.42,90,false
2026-01-27,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-28,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-01-28,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-29,MANHÃ,2,2,13.5,0.0,6.84,90,false
2026-01-29,TARDE,2,2,13.5,0.0,0.0,90,false
2026-01-30,MANHÃ,2,2,13.5,0.0,17.86,90,false
2026-01-30,TARDE,2,2,13.5,0.0,0.17,90,false
2026-02-02,MANHÃ,2,2,13.5,0.0,9.25,90,false
2026-02-02,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-03,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-03,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-04,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-04,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-05,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-05,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-06,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-06,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-09,MANHÃ,2,2,13.5,0.0,6.08,90,false
2026-02-09,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-10,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-10,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-11,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-11,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-12,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-12,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-13,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-13,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-16,MANHÃ,2,2,13.5,0.0,1.49,90,false
2026-02-16,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-17,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-17,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-18,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-18,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-19,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-19,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-20,MANHÃ,2,2,13.5,0.0,1.03,90,false
2026-02-20,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-23,MANHÃ,2,2,13.5,0.0,9.83,90,false
2026-02-23,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-24,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-02-24,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-25,MANHÃ,2,2,13.5,0.0,0.22,90,false
2026-02-25,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-26,MANHÃ,2,2,13.5,0.0,5.47,90,false
2026-02-26,TARDE,2,2,13.5,0.0,0.0,90,false
2026-02-27,MANHÃ,2,2,13.5,0.0,11.92,90,false
2026-02-27,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-02,MANHÃ,2,2,13.5,0.0,28.09,90,false
2026-03-02,TARDE,2,2,13.5,0.0,13.22,90,false
2026-03-03,MANHÃ,2,2,13.5,0.0,7.59,90,false
2026-03-03,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-04,MANHÃ,2,2,13.5,0.0,5.83,90,false
2026-03-04,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-05,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-03-05,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-06,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-03-06,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-09,MANHÃ,2,2,13.5,0.0,1.6,90,false
2026-03-09,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-10,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-03-10,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-11,MANHÃ,2,2,13.5,0.0,0.38,90,false
2026-03-11,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-12,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-03-12,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-13,MANHÃ,2,2,13.5,0.0,1.23,90,false
2026-03-13,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-16,MANHÃ,2,2,13.5,0.0,4.9,90,false
2026-03-16,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-17,MANHÃ,2,2,13.5,0.0,0.89,90,false
2026-03-17,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-18,MANHÃ,2,2,13.5,0.0,3.39,90,false
2026-03-18,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-19,MANHÃ,2,2,13.5,0.0,0.4,90,false
2026-03-19,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-20,MANHÃ,2,2,13.5,0.0,1.08,90,false
2026-03-20,TARDE,2,2,13.5,0.0,0.2,90,false
2026-03-23,MANHÃ,2,2,13.5,0.0,9.79,90,false
2026-03-23,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-24,MANHÃ,2,2,13.5,0.0,4.99,90,false
2026-03-24,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-25,MANHÃ,2,2,13.5,0.0,2.68,90,false
2026-03-25,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-26,MANHÃ,2,2,13.5,0.0,13.75,90,false
2026-03-26,TARDE,2,2,13.5,0.0,0.0,90,false
2026-03-27,MANHÃ,2,2,13.5,0.0,6.66,90,false
2026-03-27,TARDE,2,2,13.5,0.0,2.3,90,false
2026-03-30,MANHÃ,2,2,13.5,0.0,27.98,90,false
2026-03-30,TARDE,2,2,13.5,0.0,5.37,90,false
2026-03-31,MANHÃ,2,2,13.5,0.0,18.2,90,false
2026-03-31,TARDE,2,2,13.5,0.0,0.01,90,false
2026-04-01,MANHÃ,2,2,13.5,0.0,7.37,90,false
2026-04-01,TARDE,2,2,13.5,0.0,1.26,90,false
2026-04-02,MANHÃ,2,2,13.5,0.0,4.2,90,false
2026-04-02,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-03,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-04-03,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-06,MANHÃ,2,2,13.5,0.0,5.03,90,false
2026-04-06,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-07,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-04-07,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-08,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-04-08,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-09,MANHÃ,2,2,13.5,0.0,2.55,90,false
2026-04-09,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-10,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-04-10,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-13,MANHÃ,2,2,13.5,0.0,2.78,90,false
2026-04-13,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-14,MANHÃ,2,2,13.5,0.0,1.14,90,false
2026-04-14,TARDE,2,2,13.5,0.0,0.29,90,false
2026-04-15,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-04-15,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-16,MANHÃ,2,2,13.5,0.0,4.97,90,false
2026-04-16,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-17,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-04-17,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-20,MANHÃ,2,2,13.5,0.0,2.19,90,false
2026-04-20,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-21,MANHÃ,2,2,13.5,0.0,9.18,90,false
2026-04-21,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-22,MANHÃ,2,2,13.5,0.0,9.56,90,false
2026-04-22,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-23,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-04-23,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-24,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-04-24,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-27,MANHÃ,2,2,13.5,0.0,25.4,90,false
2026-04-27,TARDE,2,2,13.5,0.0,5.29,90,false
2026-04-28,MANHÃ,2,2,13.5,0.0,10.71,90,false
2026-04-28,TARDE,2,2,13.5,0.0,0.0,90,false
2026-04-29,MANHÃ,2,2,13.5,0.0,20.04,90,false
2026-04-29,TARDE,2,2,13.5,0.0,2.82,90,false
2026-04-30,MANHÃ,2,2,13.5,0.0,10.81,90,false
2026-04-30,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-01,MANHÃ,2,2,13.5,0.0,7.28,90,false
2026-05-01,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-04,MANHÃ,2,2,13.5,0.0,2.93,90,false
2026-05-04,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-05,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-05,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-06,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-06,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-07,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-07,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-08,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-08,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-11,MANHÃ,2,2,13.5,0.0,0.76,90,false
2026-05-11,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-12,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-12,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-13,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-13,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-14,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-14,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-15,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-15,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-18,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-18,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-19,MANHÃ,2,2,13.5,0.0,0.42,90,false
2026-05-19,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-20,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-20,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-21,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-21,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-22,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-05-22,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-25,MANHÃ,2,2,13.5,0.0,1.91,90,false
2026-05-25,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-26,MANHÃ,2,2,13.5,0.0,2.19,90,false
2026-05-26,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-27,MANHÃ,2,2,13.5,0.0,6.1,90,false
2026-05-27,TARDE,2,2,13.5,0.0,1.28,90,false
2026-05-28,MANHÃ,2,2,13.5,0.0,6.58,90,false
2026-05-28,TARDE,2,2,13.5,0.0,0.0,90,false
2026-05-29,MANHÃ,2,2,13.5,0.0,10.74,90,false
2026-05-29,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-01,MANHÃ,2,2,13.5,0.0,22.18,90,false
2026-06-01,TARDE,2,2,13.5,0.0,0.42,90,false
2026-06-02,MANHÃ,2,2,13.5,0.0,7.86,90,false
2026-06-02,TARDE,2,2,13.5,0.0,3.84,90,false
2026-06-03,MANHÃ,2,2,13.5,0.0,2.39,90,false
2026-06-03,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-04,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-06-04,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-05,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-06-05,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-08,MANHÃ,2,2,13.5,0.0,3.66,90,false
2026-06-08,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-09,MANHÃ,2,2,13.5,0.0,6.58,90,false
2026-06-09,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-10,MANHÃ,2,2,13.5,0.0,10.06,90,false
2026-06-10,TARDE,2,2,13.5,0.0,0.04,90,false
2026-06-11,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-06-11,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-12,MANHÃ,2,2,13.5,0.0,0.4,90,false
2026-06-12,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-15,MANHÃ,2,2,13.5,0.0,9.08,90,false
2026-06-15,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-16,MANHÃ,2,2,13.5,0.0,3.9,90,false
2026-06-16,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-17,MANHÃ,2,2,13.5,0.0,1.98,90,false
2026-06-17,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-18,MANHÃ,2,2,13.5,0.0,8.2,90,false
2026-06-18,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-19,MANHÃ,2,2,13.5,0.0,4.52,90,false
2026-06-19,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-22,MANHÃ,2,2,13.5,0.0,4.11,90,false
2026-06-22,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-23,MANHÃ,2,2,13.5,0.0,2.46,90,false
2026-06-23,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-24,MANHÃ,2,2,13.5,0.0,0.0,90,false
2026-06-24,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-25,MANHÃ,2,2,13.5,0.0,0.78,90,false
2026-06-25,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-26,MANHÃ,2,2,13.5,0.0,7.66,90,false
2026-06-26,TARDE,2,2,13.5,0.0,0.35,90,false
2026-06-29,MANHÃ,2,2,13.5,0.0,21.28,90,false
2026-06-29,TARDE,2,2,13.5,0.0,0.0,90,false
2026-06-30,MANHÃ,2,2,13.5,0.0,43.72,90,false
2026-06-30,TARDE,2,2,13.5,0.0,13.09,90,false
